eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,Anthropogenic
620927671,IDC,IDC|NEIC-Mb,2021,7,1,12,59,37.28,4.31,127.09,1.4458,49.0,12.5,78.0,130.0,45.0,4.32,0.306,,15617906|IDC|3.70|mb,15617906|IDC|4.00|mbtmp,16581058|NEIC|4.30|mb
620927681,IDC,IDC|IDC-Ms,2021,7,1,17,8,54.25,0.69,128.5995,2.0048,31.6,11.3,63.0,0.0,,4.16,0.287,,15617923|IDC|3.90|mb,15617923|IDC|3.90|mbtmp,15617923|IDC|3.70|ML,15617923|IDC|2.90|MS,16581081|NEIC|4.50|mb
620927684,IDC,IDC|IDC-Ms,2021,7,1,18,14,48.71,0.94,120.9531,13.4952,33.7,12.6,80.0,0.0,,4.28,0.159,,15617929|IDC|3.50|mb,15617929|IDC|3.60|mbtmp,15617929|IDC|3.10|MS
620927689,IDC,IDC|IDC-Ms,2021,7,1,19,12,2.31,1.43,129.0636,2.7554,102.6,16.4,60.0,0.0,,4.46,0.341,,15617935|IDC|3.30|mb,15617935|IDC|3.30|mbtmp,15617935|IDC|2.80|ML,15617935|IDC|3.40|MS
620927695,IDC,IDC|IDC-Ms,2021,7,1,20,44,42.68,1.0,123.1808,15.0306,19.4,13.9,150.0,0.0,,4.22,0.192,,16581103|NEIC|4.40|mb,15617943|IDC|3.70|mb,15617943|IDC|3.80|mbtmp,15617943|IDC|4.90|ML,15617943|IDC|3.00|MS
620927702,IDC,IDC|IDC-Ms,2021,7,2,0,23,7.84,1.1,123.8658,13.7218,29.4,16.9,42.0,0.0,,4.16,0.159,,15617951|IDC|3.90|mb,15617951|IDC|3.90|mbtmp,15617951|IDC|4.70|ML,15617951|IDC|2.90|MS
620927752,IDC,IDC|IDC-Ms,2021,7,2,13,39,38.62,1.13,123.193,7.0383,22.6,19.6,52.0,0.0,,3.79,0.236,,15618009|IDC|3.80|mb,15618009|IDC|3.90|mbtmp,15618009|IDC|4.40|ML,15618009|IDC|2.30|MS,16582029|NEIC|4.20|mb
620927753,IDC,IDC|NEIC-Mb,2021,7,2,13,42,59.9,1.6,127.4461,1.9801,112.9,18.7,70.0,0.0,,4.32,0.366,,15618010|IDC|3.70|mb,15618010|IDC|3.80|mbtmp,16582030|NEIC|4.30|mb
620927790,IDC,IDC|IDC-Ms,2021,7,3,4,47,54.75,2.28,126.8165,4.6486,213.0,23.3,67.0,0.0,,4.4,0.236,,15618057|IDC|3.50|mb,15618057|IDC|3.50|mbtmp,15618057|IDC|3.30|MS
620927804,IDC,IDC|IDC-Ms,2021,7,3,11,26,48.88,1.12,128.3436,2.3404,71.3,17.6,59.0,0.0,,3.91,0.236,,15618077|IDC|3.60|mb,15618077|IDC|3.60|mbtmp,15618077|IDC|3.30|ML,15618077|IDC|2.50|MS
620927847,IDC,IDC|IDC-Ms,2021,7,4,1,25,37.84,44.92,122.554,2.102,739.0,261.3,153.0,0.0,,5.57,0.161,,15618135|IDC|4.20|mb,15618135|IDC|4.20|mbtmp,15618135|IDC|5.20|MS
620927887,IDC,IDC|NEIC-Mb,2021,7,4,16,28,26.32,0.99,125.9811,3.2233,60.5,17.1,56.0,0.0,,4.32,0.306,,15618195|IDC|3.80|mb,15618195|IDC|3.80|mbtmp,15618195|IDC|4.10|ML,16582266|NEIC|4.30|mb
620733585,IDC,IDC|IDC-Ms,2021,7,4,16,39,21.16,0.5,126.2698,1.3197,18.3,11.0,64.0,0.0,,4.46,0.147,,16582267|NEIC|4.40|mb,15618196|IDC|4.20|mb,15618196|IDC|4.20|mbtmp,15618196|IDC|3.90|ML,15618196|IDC|3.40|MS
