eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,Anthropogenic
970434,EHB,EHB|NEIC-Mb,1996,6,18,0,11,34.73,,122.152,20.874,21.4,9.2,73.0,40.0,10.9,4.21,0.283,,2093053|NEIC|4.20|mb,2093055|ISC|4.10|mb
970449,ISC,ISC|NEIC-Mb,1996,6,18,2,21,13.82,0.77,122.1345,20.9292,22.37,11.22,94.0,35.0,,3.98,0.283,,2093086|NEIC|4.00|mb,2093089|ISC|4.00|mb
970485,ISC,ISC|NEIC-Mb,1996,6,18,7,52,23.27,0.84,121.627,21.008,43.04,9.088,95.0,60.0,,3.98,0.283,,2093170|NEIC|4.00|mb,2093171|ISC|4.00|mb
970590,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,19,1,16,19.3,,126.281,5.769,14.5,4.9,70.0,103.0,8.8,4.79,0.283,,2093410|NEIC|4.70|mb,2093413|ISC|4.70|mb
970611,ISC,ISC|NEIC-Mb,1996,6,19,5,9,28.3,0.84,125.4606,12.2896,44.72,12.17,105.0,36.0,,3.98,0.283,,2093461|NEIC|4.00|mb,2093463|ISC|4.00|mb
970642,ISC-EHB,ISC-EHB|ISC-Ms,1996,6,19,10,27,9.8,,121.448,10.204,14.8,7.0,71.0,26.0,4.1,5.02,0.159,,2093541|NEIC|4.30|mb,2093542|ISC|4.30|mb,2093542|ISC|4.30|MS
970810,ISC,ISC|ISC-Mb,1996,6,20,9,30,12.24,3.62,123.127,3.8121,78.51,54.4,91.0,35.0,,4.19,0.335,,01182191|ISC|4.00|mb
970886,ISC,ISC|NEIC-Mb,1996,6,20,17,26,16.84,0.81,126.8073,6.4123,61.21,10.49,76.0,68.0,,3.75,0.283,,2094087|NEIC|3.80|mb,2094089|ISC|3.90|mb
970921,ISC,ISC|NEIC-Mb,1996,6,20,20,40,29.72,0.78,128.616,2.476,32.54,10.69,68.0,180.0,,4.32,0.283,,2094168|NEIC|4.30|mb,2094169|ISC|4.20|mb
971127,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,21,19,6,32.3,,125.047,12.834,9.9,4.8,68.0,34.0,,4.32,0.283,,2094640|NEIC|4.30|mb,2094641|ISC|4.30|mb
971185,ISC,ISC|ISC-Mb,1996,6,22,0,6,22.66,0.67,120.5241,13.3107,18.77,10.21,88.0,70.0,,4.41,0.537,,2094778|ISC|4.20|mb
971214,ISC,ISC|ISC-Mb,1996,6,22,3,3,25.32,1.56,128.4592,2.2908,84.05,23.89,71.0,35.0,,3.76,0.335,,2094843|ISC|3.60|mb
971263,ISC-EHB,ISC-EHB|ISC-Mb,1996,6,22,8,19,55.24,,126.043,10.749,21.3,9.2,88.0,35.0,,4.41,0.335,,2094947|ISC|4.20|mb
971267,ISC,ISC|ISC-Mb,1996,6,22,8,41,18.17,0.74,124.0654,11.9927,23.49,8.481,54.0,10.0,,4.3,0.335,,2094954|ISC|4.10|mb
971327,ISC,ISC|ISC-Mb,1996,6,22,15,25,48.21,1.14,123.5851,12.5051,45.35,11.03,55.0,13.0,,3.87,0.454,,2095095|ISC|3.70|mb
971403,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,23,1,9,40.44,,126.38,3.712,21.4,8.0,72.0,113.0,,4.09,0.283,,2095265|NEIC|4.10|mb,2095267|ISC|4.10|mb
971446,ISC,ISC|ISC-Mb,1996,6,23,4,1,17.24,0.97,126.4857,3.737,46.67,16.93,73.0,45.0,,4.19,0.537,,2095417|ISC|4.00|mb
971467,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,23,6,20,55.75,,123.549,6.813,9.9,4.4,62.0,648.0,14.9,4.44,0.283,,2095463|NEIC|4.40|mb,2095466|ISC|4.40|mb
971481,ISC,ISC|ISC-Mb,1996,6,23,7,56,47.67,0.74,125.0721,12.4136,38.1,14.17,77.0,44.0,,3.87,0.384,,2095504|ISC|3.70|mb
971483,ISC,ISC|NEIC-Mb,1996,6,23,7,58,18.94,0.87,125.3455,12.6509,43.86,16.45,74.0,33.0,,4.09,0.283,,2095508|NEIC|4.10|mb,2095509|ISC|4.10|mb
971500,ISC,ISC|ISC-Mb,1996,6,23,9,20,34.36,1.02,124.6859,12.4868,37.73,19.33,67.0,82.0,,4.09,0.628,,2095547|ISC|3.90|mb
971661,ISC,ISC|ISC-Mb,1996,6,23,23,21,1.75,1.01,126.0595,9.9638,48.31,15.54,63.0,54.0,,4.09,0.317,,2095965|ISC|3.90|mb
971757,ISC,ISC|NEIC-Mb,1996,6,24,13,25,2.97,0.73,125.3711,12.8258,20.46,8.304,75.0,35.0,,3.98,0.283,,2096185|NEIC|4.00|mb,2096186|ISC|3.90|mb
971933,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,25,11,17,43.33,,126.341,9.179,19.6,8.2,75.0,85.0,,4.21,0.283,,2096571|NEIC|4.20|mb,2096573|ISC|4.20|mb
971941,ISC,ISC|ISC-Mb,1996,6,25,11,54,16.28,0.76,124.8624,12.827,29.8,11.29,59.0,35.0,,4.19,0.335,,01182201|ISC|4.00|mb
971960,ISC,ISC|ISC-Mb,1996,6,25,14,39,25.88,0.59,120.1586,16.8108,17.16,8.08,56.0,10.0,,4.3,0.384,,2096638|ISC|4.10|mb
971981,EHB,EHB|NEIC-Mb,1996,6,25,16,54,17.4,,124.582,12.798,24.0,9.3,75.0,42.0,,4.09,0.283,,2096686|NEIC|4.10|mb,2096687|ISC|4.20|mb
972043,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,25,23,54,17.57,,124.112,6.31,11.4,5.7,62.0,35.0,,4.67,0.283,,2096832|NEIC|4.60|mb,2096834|ISC|4.60|mb
972047,ISC-EHB,ISC-EHB|GCMT-Mw,1996,6,26,0,21,30.55,,124.746,12.88,6.8,4.0,65.0,61.0,4.0,5.3,,,2096842|NEIC|4.90|mb,05202328|GCMT|5.30|MW,2096847|ISC|4.90|mb,2096847|ISC|4.50|MS
972062,ISC,ISC|ISC-Mb,1996,6,26,2,3,18.38,0.87,124.6073,12.7051,20.63,6.847,59.0,32.0,6.4,4.19,0.454,,2096877|ISC|4.00|mb
972088,ISC,ISC|NEIC-Mb,1996,6,26,4,22,9.31,1.92,125.829,1.3129,56.29,19.82,53.0,54.0,,3.86,0.283,,2096959|NEIC|3.90|mb,2096960|ISC|3.90|mb
972090,ISC,ISC|NEIC-Mb,1996,6,26,4,37,1.2,0.69,120.5981,13.7807,32.08,14.72,75.0,250.0,,3.63,0.283,,2096964|NEIC|3.70|mb,2096966|ISC|3.80|mb
972115,ISC,ISC|ISC-Mb,1996,6,26,8,9,40.4,0.9,125.7572,12.7145,21.27,11.41,89.0,40.0,,4.09,0.317,,2097016|ISC|3.90|mb
972128,ISC,ISC|NEIC-Mb,1996,6,26,9,24,55.73,1.42,124.9912,12.8585,35.36,10.17,62.0,35.0,,4.32,0.283,,2097035|NEIC|4.30|mb,2097037|ISC|4.30|mb
972192,EHB,EHB|NEIC-Mb,1996,6,26,16,40,27.7,,125.558,11.934,23.7,9.9,80.0,54.0,,4.21,0.283,,2097175|NEIC|4.20|mb,2097177|ISC|4.30|mb
972244,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,26,20,54,56.55,,123.047,5.003,27.2,7.5,69.0,625.0,,4.21,0.283,,2097327|NEIC|4.20|mb,2097328|ISC|4.10|mb
972245,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,26,21,5,0.91,,125.37,12.553,22.2,8.6,70.0,35.0,,4.56,0.283,,2097331|NEIC|4.50|mb,2097332|ISC|4.50|mb
972325,ISC,ISC|ISC-Mb,1996,6,27,9,18,45.95,1.32,127.3268,1.6686,52.28,21.18,81.0,128.0,,4.52,0.384,,2097517|ISC|4.30|mb
972386,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,27,16,40,13.98,,124.916,12.784,10.9,4.8,65.0,37.0,2.9,4.56,0.283,,2097661|NEIC|4.50|mb,2097663|ISC|4.40|mb
972558,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,28,20,24,24.98,,125.356,12.266,13.8,7.0,66.0,39.0,5.5,3.98,0.283,,2098039|NEIC|4.00|mb,2098040|ISC|4.10|mb
972560,ISC-EHB,ISC-EHB|GCMT-Mw,1996,6,28,20,45,32.01,,125.862,5.954,4.5,2.9,73.0,138.0,1.7,5.3,,,05202344|GCMT|5.30|MW,2098047|NEIC|5.50|mb,2098048|ISC|5.50|mb
972583,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,29,0,36,45.19,,126.22,1.334,16.6,7.0,70.0,15.0,,4.56,0.283,,2098094|NEIC|4.50|mb,2098096|ISC|4.50|mb
972655,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,29,10,54,18.68,,125.228,12.29,12.3,6.1,61.0,35.0,,4.79,0.283,,2098276|NEIC|4.70|mb,2098278|ISC|4.60|mb
972734,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,29,23,22,34.15,,125.781,12.751,20.2,8.4,71.0,15.0,,4.32,0.283,,2098467|NEIC|4.30|mb,2098469|ISC|4.30|mb
972743,ISC-EHB,ISC-EHB|NEIC-Mb,1996,6,30,0,18,54.9,,126.301,1.297,22.7,7.0,73.0,15.0,,4.67,0.283,,2098495|NEIC|4.60|mb,2098496|ISC|4.50|mb
972820,ISC-EHB,ISC-EHB|ISC-Ms,1996,6,30,9,0,57.73,,120.329,21.905,7.9,4.0,85.0,31.0,2.0,5.02,0.159,,2098705|ISC|4.30|mb,2098705|ISC|4.30|MS
972916,ISC,ISC|NEIC-Mb,1996,6,30,18,11,29.54,0.6,120.8862,17.448,13.44,5.094,93.0,22.0,,3.86,0.283,,2098909|NEIC|3.90|mb,2098912|ISC|4.00|mb
972985,ISC,ISC|ISC-Mb,1996,7,1,2,40,14.94,1.52,119.9269,13.9324,25.29,13.66,63.0,57.0,,4.41,0.335,,2099080|ISC|4.20|mb
973003,ISC-EHB,ISC-EHB|GCMT-Mw,1996,7,1,4,52,10.87,,125.492,12.56,6.2,3.8,71.0,15.0,,5.5,,,2099124|NEIC|5.00|mb,2099124|NEIC|5.30|MSZ,05202358|GCMT|5.50|MW,2099126|ISC|5.20|mb,2099126|ISC|5.20|MS
973009,EHB,EHB|NEIC-Mb,1996,7,1,5,37,31.35,,120.079,13.873,20.1,7.3,74.0,71.0,12.6,4.44,0.283,,2099135|NEIC|4.40|mb,2099136|ISC|4.40|mb
973041,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,1,9,52,17.37,,126.382,9.258,10.2,5.3,73.0,55.0,11.2,4.67,0.283,,2099207|NEIC|4.60|mb,2099209|ISC|4.50|mb
973067,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,1,12,29,59.55,,127.317,1.758,18.3,6.6,81.0,15.0,,4.9,0.283,,2099263|NEIC|4.80|mb,2099264|ISC|4.80|mb
973156,ISC,ISC|ISC-Mb,1996,7,1,22,56,44.8,2.03,127.6458,2.1381,77.07,18.08,55.0,35.0,,3.76,0.724,,2099471|ISC|3.60|mb
973189,ISC-EHB,ISC-EHB|ISC-Ms,1996,7,2,4,40,6.17,,125.575,12.593,6.7,3.7,75.0,15.0,,5.33,0.159,,2099546|NEIC|5.00|mb,2099549|ISC|5.10|mb,2099549|ISC|4.80|MS
973275,ISC,ISC|ISC-Mb,1996,7,2,13,52,57.09,0.94,124.2121,9.9664,17.67,7.732,102.0,35.0,,4.19,0.317,,2099727|ISC|4.00|mb
973332,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,2,23,12,23.92,,125.459,12.345,10.3,4.5,68.0,23.0,1.9,4.67,0.283,,2099856|NEIC|4.60|mb,2099861|ISC|4.50|mb
973333,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,2,23,18,29.81,,125.31,12.345,33.2,10.2,74.0,35.0,,4.21,0.283,,2099863|NEIC|4.20|mb,2099864|ISC|4.20|mb
973349,ISC-EHB,ISC-EHB|ISC-Ms,1996,7,3,2,18,15.16,,125.041,12.665,11.6,7.8,73.0,41.0,8.1,4.71,0.192,,2099899|NEIC|4.40|mb,2099903|ISC|4.50|mb,2099903|ISC|3.80|MS
973365,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,3,5,54,34.92,,126.4,1.356,15.3,10.5,97.0,56.0,,4.67,0.283,,2099934|NEIC|4.60|mb,2099937|ISC|4.70|mb
973453,ISC,ISC|ISC-Mb,1996,7,3,17,31,54.76,2.28,124.0667,11.7613,60.06,16.03,24.0,35.0,,3.76,0.822,,2100151|ISC|3.60|mb
973455,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,3,17,52,24.77,,125.164,12.754,10.0,5.9,84.0,20.0,,4.67,0.283,,2100156|NEIC|4.60|mb,2100158|ISC|4.60|mb
973472,EHB,EHB|NEIC-Mb,1996,7,3,20,5,36.52,,124.779,13.276,18.1,9.7,73.0,84.0,,4.32,0.283,,2100195|NEIC|4.30|mb,2100197|ISC|4.40|mb
973696,ISC,ISC|NEIC-Mb,1996,7,5,5,25,50.64,1.0,126.2433,11.228,24.01,15.15,67.0,37.0,,4.09,0.283,,2100701|NEIC|4.10|mb,2100702|ISC|4.20|mb
973701,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,5,6,38,15.2,,126.513,5.18,15.6,7.5,64.0,66.0,,4.79,0.283,,2100709|NEIC|4.70|mb,2100712|ISC|4.70|mb
973831,EHB,EHB|NEIC-Mb,1996,7,6,1,27,6.05,,120.592,22.561,10.6,8.2,79.0,15.0,10.4,3.98,0.283,,2101007|NEIC|4.00|mb,2101009|ISC|4.50|mb
973846,ISC-EHB,ISC-EHB|GCMT-Mw,1996,7,6,5,3,36.72,,128.379,3.006,4.6,3.4,71.0,45.0,1.4,5.5,,,2101039|NEIC|5.40|mb,2101039|NEIC|5.20|MSZ,5159183|NEIC|5.60|mw,05202380|GCMT|5.50|MW,2101045|ISC|5.50|mb,2101045|ISC|5.30|MS
973876,EHB,EHB|ISC-Ms,1996,7,6,10,8,56.91,,121.507,10.303,21.5,11.4,66.0,51.0,,5.02,0.236,,2101110|NEIC|4.40|mb,2101112|ISC|4.30|mb,2101112|ISC|4.30|MS
973965,ISC,ISC|ISC-Mb,1996,7,7,2,22,2.39,0.98,125.9797,11.574,18.33,13.89,161.0,33.0,,3.98,0.384,,2101324|ISC|3.80|mb
974050,ISC,ISC|NEIC-Mb,1996,7,7,16,43,34.47,0.68,127.2786,1.869,50.9,12.83,80.0,100.0,,4.32,0.283,,2101529|NEIC|4.30|mb,2101531|ISC|4.40|mb
974106,ISC,ISC|NEIC-Mb,1996,7,8,1,32,33.96,0.49,123.0152,23.6642,7.052,5.474,135.0,10.0,,4.32,0.283,,2101662|NEIC|4.30|mb,2101664|ISC|4.30|mb
974120,ISC,ISC|ISC-Mb,1996,7,8,3,15,11.12,0.73,120.5033,23.1925,2.852,2.266,102.0,16.0,4.76,4.41,0.384,,2101695|ISC|4.20|mb
974402,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,10,1,25,51.06,,125.989,1.13,21.4,6.9,65.0,15.0,,4.79,0.283,,2102325|NEIC|4.70|mb,2102326|ISC|4.70|mb
974414,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,10,3,48,16.17,,126.336,9.15,8.7,4.0,70.0,65.0,7.3,4.79,0.283,,2102355|NEIC|4.70|mb,2102357|ISC|4.80|mb
974462,ISC,ISC|ISC-Mb,1996,7,10,10,44,20.3,0.86,121.0948,19.3254,17.98,9.117,110.0,39.0,,4.09,0.384,,2102491|ISC|3.90|mb
974502,ISC,ISC|NEIC-Mb,1996,7,10,17,50,2.41,0.74,125.9904,2.3122,34.68,11.62,71.0,105.0,,4.44,0.283,,2102575|NEIC|4.40|mb,2102577|ISC|4.30|mb
974507,ISC,ISC|ISC-Mb,1996,7,10,18,35,38.63,1.15,126.0553,3.8188,70.61,16.81,70.0,35.0,,4.19,0.537,,2102586|ISC|4.00|mb
974630,ISC,ISC|NEIC-Mb,1996,7,11,19,22,42.8,0.91,127.4165,1.8363,44.74,12.27,67.0,35.0,,4.21,0.283,,2102866|NEIC|4.20|mb,2102868|ISC|4.40|mb
974631,EHB,EHB|NEIC-Mb,1996,7,11,20,43,4.18,,125.013,5.563,19.5,6.7,72.0,322.0,,3.75,0.283,,2102869|NEIC|3.80|mb,01182219|ISC|3.90|mb
974839,ISC,ISC|NEIC-Mb,1996,7,13,8,7,9.87,0.77,126.8447,2.2265,36.24,14.22,74.0,35.0,,4.21,0.283,,2103350|NEIC|4.20|mb,2103351|ISC|4.20|mb
974900,ISC-EHB,ISC-EHB|ISC-Ms,1996,7,13,19,3,48.27,,126.983,7.243,14.6,5.5,80.0,57.0,11.5,4.71,0.341,,2103494|NEIC|4.10|mb,2103496|ISC|4.50|mb,2103496|ISC|3.80|MS
974907,EHB,EHB|NEIC-Mb,1996,7,13,20,5,9.29,,127.113,7.243,22.5,10.8,70.0,41.0,,3.86,0.283,,2103517|NEIC|3.90|mb,2103518|ISC|4.20|mb
974914,EHB,EHB|ISC-Mb,1996,7,13,21,48,10.11,,125.313,12.912,20.9,10.0,65.0,64.0,,4.74,0.384,,2103533|ISC|4.50|mb
975158,ISC,ISC|NEIC-Mb,1996,7,15,9,12,21.77,0.58,121.507,23.0204,5.099,3.246,108.0,20.0,,3.75,0.283,,2104063|NEIC|3.80|mb
975170,ISC,ISC|ISC-Mb,1996,7,15,10,17,0.0,1.34,122.3982,8.1297,93.44,22.75,80.0,45.0,,4.41,0.335,,2104088|ISC|4.20|mb
975173,ISC,ISC|NEIC-Mb,1996,7,15,10,46,35.89,0.89,126.7717,1.861,41.08,15.82,75.0,63.0,,4.32,0.283,,2104095|NEIC|4.30|mb,2104096|ISC|4.30|mb
975194,ISC,ISC|ISC-Mb,1996,7,15,13,6,48.05,0.89,126.8879,12.8437,37.37,19.06,71.0,35.0,,4.63,0.628,,2104139|ISC|4.40|mb
975253,EHB,EHB|NEIC-Mb,1996,7,15,21,37,18.91,,125.922,10.004,19.8,9.7,75.0,67.0,12.4,4.56,0.283,,2104277|NEIC|4.50|mb,2104279|ISC|4.50|mb
975361,ISC-EHB,ISC-EHB|GCMT-Mw,1996,7,16,10,7,36.25,,120.272,1.006,3.5,2.4,60.0,18.0,,6.5,,,2104533|NEIC|6.00|mb,2104533|NEIC|6.40|MSZ,5159190|NEIC|6.60|mw,05202412|GCMT|6.50|MW,2104540|ISC|6.20|mb,2104540|ISC|6.40|MS
975386,EHB,EHB|NEIC-Mb,1996,7,16,13,25,22.57,,120.23,1.175,15.2,6.0,66.0,25.0,11.2,4.44,0.283,,2104589|NEIC|4.40|mb,2104592|ISC|4.50|mb
975388,ISC,ISC|NEIC-Mb,1996,7,16,13,27,24.94,0.68,120.1664,1.1504,32.23,11.17,66.0,28.0,,4.21,0.283,,2104596|NEIC|4.20|mb,2104597|ISC|4.40|mb
975457,ISC-EHB,ISC-EHB|ISC-Ms,1996,7,16,22,55,23.01,,127.262,2.993,15.1,5.7,74.0,42.0,4.0,5.02,0.159,,2104731|NEIC|4.70|mb,2104734|ISC|4.80|mb,2104734|ISC|4.30|MS
975577,ISC-EHB,ISC-EHB|ISC-Ms,1996,7,17,9,26,58.62,,122.562,24.031,3.9,3.3,145.0,35.0,3.8,4.96,0.147,,2105028|NEIC|4.90|mb,2105028|NEIC|4.40|MSZ,2105031|ISC|4.80|mb,2105031|ISC|4.20|MS
975719,ISC,ISC|NEIC-Mb,1996,7,18,1,39,44.78,0.61,125.7294,11.8419,19.45,9.023,75.0,36.0,,4.56,0.283,,2105318|NEIC|4.50|mb,2105320|ISC|4.40|mb
975743,ISC,ISC|ISC-Mb,1996,7,18,5,45,9.2,0.85,126.8439,8.3374,14.11,10.89,76.0,50.0,,4.19,0.537,,2105367|ISC|4.00|mb
975765,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,18,9,25,58.08,,126.264,9.673,16.2,5.5,75.0,53.0,11.1,4.44,0.283,,2105420|NEIC|4.40|mb,2105422|ISC|4.50|mb
975800,ISC,ISC|NEIC-Mb,1996,7,18,13,33,41.35,0.99,120.6715,16.5375,40.47,8.998,85.0,32.0,8.25,3.75,0.283,,2105498|NEIC|3.80|mb,2105499|ISC|3.80|mb
975822,ISC,ISC|ISC-Mb,1996,7,18,17,58,41.69,0.8,122.4128,23.9112,5.493,3.374,103.0,10.0,,3.76,0.335,,2105545|ISC|3.60|mb
975838,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,18,20,52,51.69,,125.68,4.614,12.2,4.1,74.0,183.0,7.3,4.67,0.283,,2105580|NEIC|4.60|mb,2105582|ISC|4.60|mb
975946,ISC,ISC|ISC-Mb,1996,7,19,11,29,22.56,1.99,122.1215,23.2782,4.904,3.268,150.0,25.0,15.6,4.3,0.384,,2105845|ISC|4.10|mb
976084,ISC,ISC|NEIC-Mb,1996,7,20,5,59,31.33,1.3,123.4998,12.4493,54.14,10.77,48.0,35.0,,4.44,0.283,,2106194|NEIC|4.40|mb,2106195|ISC|4.50|mb
976111,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,20,8,55,58.79,,127.199,3.04,23.6,6.6,76.0,46.0,5.1,4.67,0.283,,2106270|NEIC|4.60|mb,2106272|ISC|4.70|mb
976113,ISC-EHB,ISC-EHB|GCMT-Mw,1996,7,20,9,14,5.77,,120.659,13.929,3.5,2.7,65.0,112.0,0.9,5.9,,,2106282|NEIC|5.50|mb,5159193|NEIC|5.90|mw,05202424|GCMT|5.90|MW,2106287|ISC|5.60|mb
976174,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,20,18,59,45.12,,121.509,10.281,18.6,9.8,63.0,24.0,5.1,4.09,0.283,,2106451|NEIC|4.10|mb,2106452|ISC|4.20|mb
976230,ISC,ISC|NEIC-Mb,1996,7,21,1,47,59.91,0.81,120.2723,1.1339,32.16,13.45,74.0,28.0,,4.44,0.283,,2106599|NEIC|4.40|mb,2106601|ISC|4.50|mb
976322,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,21,15,0,36.63,,124.698,2.047,6.7,3.5,73.0,240.0,6.3,5.14,0.283,,2106814|NEIC|5.00|mb,2106817|ISC|5.00|mb
976367,ISC,ISC|ISC-Mb,1996,7,21,19,39,53.75,1.84,125.3269,12.2424,67.66,16.76,111.0,36.0,,4.09,0.537,,2106915|ISC|3.90|mb
976416,ISC,ISC|NEIC-Mb,1996,7,22,2,20,44.76,0.77,127.5028,1.7683,38.65,15.05,74.0,112.0,,4.09,0.283,,2107045|NEIC|4.10|mb,01182228|ISC|4.10|mb
976448,ISC,ISC|ISC-Mb,1996,7,22,5,59,50.61,1.34,123.3835,12.8655,50.51,12.7,58.0,18.0,,3.98,0.537,,2107144|ISC|3.80|mb
976465,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,22,7,41,25.45,,122.096,20.412,17.1,8.0,78.0,111.0,4.8,4.09,0.283,,2107174|NEIC|4.10|mb,2107176|ISC|4.20|mb
976484,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,22,9,11,56.46,,120.351,1.016,14.5,4.9,69.0,33.0,5.5,5.25,0.283,,2107221|NEIC|5.10|mb,2107222|ISC|5.00|mb
976544,ISC-EHB,ISC-EHB|GCMT-Mw,1996,7,22,14,19,36.67,,120.405,1.016,4.0,2.7,61.0,30.0,0.9,7.0,,,2107341|NEIC|6.00|mb,2107341|NEIC|6.90|MSZ,5159195|NEIC|7.00|mw,05202436|GCMT|7.00|MW,2107344|ISC|6.10|mb,2107344|ISC|6.80|MS
976545,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,22,14,31,6.46,,120.501,1.107,5.9,3.7,63.0,30.0,1.8,5.83,0.283,,2107349|NEIC|5.60|mb,2107351|ISC|5.70|mb
976597,ISC,ISC|NEIC-Mb,1996,7,22,20,6,18.69,0.83,119.7903,15.1426,21.3,9.745,87.0,55.0,,4.09,0.283,,2107480|NEIC|4.10|mb,2107481|ISC|4.20|mb
976606,ISC,ISC|NEIC-Mb,1996,7,22,21,19,51.56,0.7,125.6367,11.8913,24.64,12.5,87.0,42.0,6.81,4.21,0.283,,2107504|NEIC|4.20|mb,2107506|ISC|4.20|mb
976617,EHB,EHB|NEIC-Mb,1996,7,22,22,31,42.87,,119.51,14.767,22.2,11.8,62.0,40.0,,4.09,0.283,,2107529|NEIC|4.10|mb,2107532|ISC|4.00|mb
976761,ISC,ISC|ISC-Mb,1996,7,23,13,59,29.24,1.44,120.6777,1.1474,73.46,16.11,54.0,32.0,,4.09,0.537,,2107842|ISC|3.90|mb
976770,ISC,ISC|NEIC-Mb,1996,7,23,14,35,45.69,1.3,125.7675,2.9637,92.58,18.27,73.0,130.0,9.97,3.98,0.283,,2107858|NEIC|4.00|mb,2107860|ISC|3.70|mb
976807,ISC,ISC|NEIC-Mb,1996,7,23,19,36,28.16,0.79,128.9453,2.3107,29.39,14.64,62.0,35.0,,4.21,0.283,,2107952|NEIC|4.20|mb,2107953|ISC|4.10|mb
976866,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,24,1,50,40.05,,123.339,12.687,17.4,6.8,68.0,35.0,,4.21,0.283,,2108101|NEIC|4.20|mb,2108102|ISC|4.20|mb
976882,EHB,EHB|NEIC-Mb,1996,7,24,3,33,4.42,,120.504,1.351,20.3,6.6,71.0,16.0,,4.32,0.283,,2108144|NEIC|4.30|mb,2108145|ISC|4.40|mb
977366,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,26,19,34,7.84,,120.619,0.951,7.9,4.0,68.0,20.0,,5.02,0.283,,2109198|NEIC|4.90|mb,2109201|ISC|4.80|mb
977379,ISC-EHB,ISC-EHB|ISC-Ms,1996,7,26,21,31,25.19,,120.103,0.989,16.1,5.6,71.0,15.0,,4.71,0.192,,2109228|NEIC|4.70|mb,2109231|ISC|4.60|mb,2109231|ISC|3.80|MS
977458,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,27,8,24,53.94,,125.009,12.52,12.4,4.7,70.0,41.0,2.5,4.32,0.283,,2109425|NEIC|4.30|mb,2109427|ISC|4.40|mb
977469,ISC,ISC|NEIC-Mb,1996,7,27,9,54,55.71,0.87,122.3719,20.9629,36.24,18.54,74.0,200.0,,3.98,0.283,,2109452|NEIC|4.00|mb,2109454|ISC|3.90|mb
977539,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,27,20,4,27.69,,120.501,1.224,14.5,5.2,72.0,41.0,7.2,4.9,0.283,,2109629|NEIC|4.80|mb,2109631|ISC|4.70|mb
977554,ISC,ISC|NEIC-Mb,1996,7,27,21,8,36.39,0.71,125.9883,5.1551,18.2,11.65,77.0,100.0,,4.44,0.283,,2109661|NEIC|4.40|mb,2109662|ISC|4.30|mb
977571,ISC-EHB,ISC-EHB|GCMT-Mw,1996,7,27,22,34,8.04,,120.524,1.159,6.0,3.2,65.0,28.0,1.5,5.4,,,2109703|NEIC|5.30|mb,2109703|NEIC|5.00|MSZ,05202468|GCMT|5.40|MW,2109706|ISC|5.30|mb,2109706|ISC|4.90|MS
977588,EHB,EHB|NEIC-Mb,1996,7,28,0,40,26.66,,120.173,21.249,5.9,5.1,126.0,30.0,6.4,4.21,0.283,,2109743|NEIC|4.20|mb,2109745|ISC|4.20|mb
977602,ISC,ISC|ISC-Mb,1996,7,28,1,48,54.13,1.46,126.3664,10.3586,19.03,8.845,62.0,44.0,,4.19,0.454,,2109782|ISC|4.00|mb
977673,ISC-EHB,ISC-EHB|NEIC-Mb,1996,7,28,10,27,29.07,,120.271,1.065,13.6,6.0,75.0,49.0,,5.14,0.283,,2109944|NEIC|5.00|mb,2109947|ISC|4.90|mb
