eventID,year,month,day,hour,minute,second,timeError,latitude,longitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,magnitudeType,location,event_type
61270471,2022,1,18,19,10,7,,21.12,122.21,,,,187,,5.2,Ms,053 km N 46° E of Itbayat (Batanes),TECTONIC
61273460,2022,6,7,20,37,22,,6.47,127.2,,,,68,,5.2,Mw,104 km S 52° E of Tarragona (Davao Oriental),TECTONIC
61273941,2022,3,26,13,53,24,,20.54,122.24,,,,14,,5.2,Mw,030 km N 71° E of Basco (Batanes),TECTONIC
61276017,2022,5,6,7,34,48,,8.73,126.61,,,,33,,5.2,Mw,035 km S 78° E of Marihatag (Surigao Del Sur),TECTONIC
61276027,2022,5,6,0,2,21,,6.44,127.33,,,,65,,5.2,Mw,119 km S 55° E of Tarragona (Davao Oriental),TECTONIC
61276037,2022,5,5,19,54,40,,6.37,127.36,,,,90,,5.2,Mw,125 km S 53° E of Tarragona (Davao Oriental),TECTONIC
61276111,2022,5,4,20,16,4,,6.31,127.47,,,,80,,5.2,Mw,139 km S 54° E of Tarragona (Davao Oriental),TECTONIC
61277069,2022,11,8,14,30,1,,15.45,120.57,,,,187,,5.2,Mw,004 km S 27° W of City Of Tarlac (Tarlac),TECTONIC
61277323,2022,11,2,13,7,43,,19.67,121.6,,,,53,,5.2,Mw,037 km N 63° W of Babuyan Island (Calayan) (Cagayan),TECTONIC
61277950,2022,10,25,13,20,40,,8.06,126.72,,,,42,,5.2,Mw,034 km N 87° E of Lingig (Surigao Del Sur),TECTONIC
61279943,2023,4,28,16,0,28,,13.62,120.4,,,,72,,5.2,Mw,020 km S 57° E of Looc (Occidental Mindoro),TECTONIC
61280102,2023,4,23,16,23,17,,14.27,118.74,,,,33,,5.2,Mw,157 km N 73° W of Lubang (Occidental Mindoro),TECTONIC
61282485,2023,1,21,20,6,56,,2.95,126.67,,,,31,,5.2,Ms,304 km S 27° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61286730,2023,5,24,0,44,4,,5.7,124.26,,,,1,,5.2,Mw,051 km S 51° W of Kiamba (Sarangani),TECTONIC
61200851,2015,7,16,20,53,0,,9.12,127.08,,,,1,,5.1,Ms,096 km N 88° E of Tandag ( Surigao del Sur),TECTONIC
61201102,2015,5,13,15,55,0,,13.23,124.29,,,,16,,5.1,Ms,018 km N 76° E of Rapu-Rapu (Albay),TECTONIC
61203077,2015,7,16,20,53,0,,9.12,127.08,,,,1,,5.1,Ms,096 km N 88° E of Tandag ( Surigao del Sur),TECTONIC
61203328,2015,5,13,15,55,0,,13.23,124.29,,,,16,,5.1,Ms,018 km N 76° E of Rapu-Rapu (Albay),TECTONIC
61204567,2015,7,16,20,53,0,,9.12,127.08,,,,1,,5.1,Ms,096 km N 88° E of Tandag ( Surigao del Sur),TECTONIC
61204818,2015,5,13,15,55,0,,13.23,124.29,,,,16,,5.1,Ms,018 km N 76° E of Rapu-Rapu (Albay),TECTONIC
61205242,2015,1,26,7,9,0,,9.81,122.26,,,,20,,5.1,Ms,018 km N 72° W of Sipalay (Negros Occidental),TECTONIC
61206207,2015,7,16,20,53,0,,9.12,127.08,,,,1,,5.1,Ms,096 km N 88° E of Tandag ( Surigao del Sur),TECTONIC
61207135,2015,7,16,20,53,0,,9.12,127.08,,,,1,,5.1,Ms,096 km N 88° E of Tandag ( Surigao del Sur),TECTONIC
61208175,2015,7,16,20,53,0,,9.12,127.08,,,,1,,5.1,Ms,096 km N 88° E of Tandag ( Surigao del Sur),TECTONIC
61208426,2015,5,13,15,55,0,,13.23,124.29,,,,16,,5.1,Ms,018 km N 76° E of Rapu-Rapu (Albay),TECTONIC
61209574,2015,7,16,20,53,0,,9.12,127.08,,,,1,,5.1,Ms,096 km N 88° E of Tandag ( Surigao del Sur),TECTONIC
61209825,2015,5,13,15,55,0,,13.23,124.29,,,,16,,5.1,Ms,018 km N 76° E of Rapu-Rapu (Albay),TECTONIC
61211870,2016,12,22,3,2,19,,11.75,125.99,,,,63,,5.1,Ms,060 km N 63° E of Maydolong (Eastern Samar),TECTONIC
61212976,2016,6,3,11,50,18,,20.4,120.45,,,,43,,5.1,Ms,152 km S 73° W of Itbayat (Batanes),TECTONIC
61213221,2016,3,3,16,23,2,,3.59,126.19,,,,96,,5.1,Ms,219 km S 21°E of Sarangani (Davao Occidental),TECTONIC
61214862,2017,4,23,1,19,45,,9.18,126.36,,,,20,,5.1,Ms,021 km N 60° E of Tandag (Surigao Del Sur),TECTONIC
61215306,2017,4,10,11,8,10,,5.57,127.58,,,,41,,5.1,Ms,205 km S 54° E of Governor Generoso (Davao Oriental),TECTONIC
61215684,2017,8,29,22,8,34,,19.21,121.24,,,,30,,5.1,Ms,025 km S 70° W of Calayan (Cagayan),TECTONIC
61215772,2017,8,22,22,26,12,,10.96,124.65,,,,6,,5.1,Ms,007 km N 47° W of Albuera (Leyte),TECTONIC
61216218,2017,12,17,14,32,11,,10.34,126.15,,,,14,,5.1,Ms,036 km N 12° E of Burgos (Surigao Del Norte),TECTONIC
61216373,2017,11,30,18,57,55,,7.74,124.77,,,,1,,5.1,Ms,010 km N 09° E of Wao (Lanao Del Sur),TECTONIC
61216996,2017,1,11,6,24,0,,13.47,124.21,,,,12,,5.1,Ms,013 km S 08° W of Virac (Catanduanes),TECTONIC
61217865,2017,6,15,3,11,8,,19.72,122.52,,,,171,,5.1,Ms,093 km S 41° E of Uyugan (Batanes),TECTONIC
61219010,2017,11,30,1,16,4,,7.28,126.94,,,,27,,5.1,Ms,041 km S 83° E of Caraga (Davao Oriental),TECTONIC
61219267,2017,11,8,7,23,20,,6.22,125.91,,,,113,,5.1,Ms,023 km N 82° E of Don Marcelino (Davao Occidental),TECTONIC
61219510,2017,10,19,7,6,30,,17.61,119.95,,,,30,,5.1,Ms,043 km N 85° W of Santa Catalina (Ilocos Sur),TECTONIC
61220730,2018,8,22,19,58,0,,2.8,126.88,,,,79,,5.1,Ms,330 km S 28 E of Sarangani (Davao Occidental),TECTONIC
61222318,2018,1,6,18,35,13,,4.05,126.29,,,,55,,5.1,Ms,178 km S 31° E of Sarangani (Davao Occidental),TECTONIC
61222547,2018,7,22,18,28,43,,4.81,124.88,,,,24,,5.1,Ms,096 km S 43° W of Sarangani (Davao Occidental),TECTONIC
61222715,2018,7,10,16,24,16,,9.77,125.41,,,,17,,5.1,Ms,001 km S 76° W of San Francisco (Anao-aon) (Surigao Del Norte),TECTONIC
61224136,2018,5,13,15,33,32,,5.44,125.45,,,,165,,5.1,Ms,003 km N 65° W of Sarangani (Davao Occidental),TECTONIC
61225099,2018,10,29,14,51,45,,8.55,126.92,,,,1,,5.1,Ms,085 km N 75° E of Hinatuan (Surigao Del Sur),TECTONIC
61225105,2018,10,29,13,41,11,,8.51,127.05,,,,5,,5.1,Ms,080 km N 79° E of Hinatuan (Surigao Del Sur),TECTONIC
61225420,2018,10,16,3,52,4,,8.54,122.73,,,,19,,5.1,Ms,034 km N 75° W of Jose Dalman (Ponot) (Zamboanga del Norte),TECTONIC
61225828,2018,9,27,4,44,20,,10.6,126.9,,,,1,,5.1,Ms,111 km N 55° E of Burgos (Surigao Del Norte),TECTONIC
61226072,2018,9,13,16,49,12,,3.19,128.41,,,,179,,5.1,Ms,410 km S 53° E of Sarangani (Davao Occidental),TECTONIC
61230170,2019,2,12,8,1,17,,4.59,126.19,,,,45,,5.1,Ms,123 km S 40° E of Sarangani (Davao Occidental),TECTONIC
61230255,2019,2,10,14,33,32,,9.86,126.34,,,,2,,5.1,Ms,022 km N 68° E of General Luna (Surigao Del Norte),TECTONIC
61230332,2019,2,9,22,21,15,,9.82,126.36,,,,3,,5.1,Ms,023 km N 79° E of General Luna (Surigao Del Norte),TECTONIC
61230828,2019,1,27,6,24,53,,11.51,125.95,,,,7,,5.1,Ms,042 km N 61° E of Hernani (Eastern Samar),TECTONIC
61230941,2019,1,21,16,47,51,,4.31,126.35,,,,3,,5.1,Ms,157 km S 38° E of Sarangani (Davao Occidental),TECTONIC
61233871,2019,3,1,1,0,40,,4.93,125.46,,,,186,,5.1,Ms,055 km S 02° W of Sarangani (Davao Occidental),TECTONIC
61239254,2019,9,5,13,58,35,,14.63,116.3,,,,31,,5.1,Ms,398 km S 77° W of Palauig (Zambales),TECTONIC
61239935,2020,4,19,13,9,33,,3.92,126.12,,,,102,,5.1,Ms,182 km S 23° E of Sarangani (Davao Occidental),TECTONIC
61240136,2020,4,15,1,7,54,,11.42,125.14,,,,87,,5.1,Ms,017 km N 29° E of Basey (Samar),TECTONIC
61240249,2020,4,11,20,23,47,,2.42,126.95,,,,126,,5.1,Ms,371 km S 26° E of Sarangani (Davao Occidental),TECTONIC
61240302,2020,4,10,18,45,49,,5.61,126.6,,,,75,,5.1,Ms,113 km S 74° E of Jose Abad Santos (Davao Occidental),TECTONIC
61241237,2020,8,18,21,50,43,,11.86,124.07,,,,2,,5.1,Mw,019 km S 25° E of Cataingan (Masbate),TECTONIC
61241452,2020,8,16,7,22,27,,6.4,123.64,,,,611,,5.1,Ms,050 km S 67° W of Kalamansig (Sultan Kudarat),TECTONIC
61247768,2020,6,5,13,37,56,,12.74,121.07,,,,15,,5.1,Mw,022 km N 39° E of Calintaan (Occidental Mindoro),TECTONIC
61249378,2020,5,23,2,10,24,,15.57,121.52,,,,7,,5.1,Mw,016 km S 01° W of San Luis (Aurora),TECTONIC
61251148,2020,11,4,18,27,46,,10.03,126.21,,,,18,,5.1,Mw,015 km N 84° E of Burgos (Surigao Del Norte),TECTONIC
61253946,2021,4,13,18,38,43,,5.44,127,,,,34,,5.1,Mw,159 km S 71° E of Jose Abad Santos (Davao Occidental),TECTONIC
61254088,2021,4,6,20,8,45,,5.74,126.68,,,,98,,5.1,Mw,116 km S 81° E of Jose Abad Santos (Davao Occidental),TECTONIC
61255126,2021,8,12,20,28,29,,6.05,127.58,,,,1,,5.1,Ms,167 km S 51° E of Governor Generoso (Davao Oriental),TECTONIC
61255171,2021,8,12,15,42,24,,6.07,127.41,,,,12,,5.1,Mw,152 km S 44° E of Tarragona (Davao Oriental),TECTONIC
61255858,2021,12,22,12,19,58,,2.2,126.6,,,,88,,5.1,Mw,378 km S 20° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61255900,2021,12,21,4,8,10,,12.89,120.92,,,,7,,5.1,Mw,016 km N 72° E of Sablayan (Occidental Mindoro),TECTONIC
61256032,2021,12,15,13,11,41,,10.25,126.53,,,,17,,5.1,Mw,056 km N 63° E of Burgos (Surigao Del Norte),TECTONIC
61257107,2021,2,4,22,0,40,,14.6,123.14,,,,1,,5.1,Mw,026 km N 54° E of Tinaga Island (Vinzons) (Camarines Norte),TECTONIC
61257127,2021,2,4,7,48,9,,14.6,118.8,,,,16,,5.1,Mw,145 km S 74° W of San Antonio (Zambales),TECTONIC
61257731,2021,1,12,13,38,15,,19,120.55,,,,15,,5.1,Ms,054 km N 10° W of Burgos (Ilocos Norte),TECTONIC
61259229,2021,6,27,7,14,10,,8.89,126.37,,,,33,,5.1,Mw,013 km S 50° E of Bayabas (Surigao Del Sur),TECTONIC
61260089,2021,6,10,2,42,24,,5.77,126.17,,,,48,,5.1,Mw,060 km S 74° E of Jose Abad Santos (Davao Occidental),TECTONIC
61260475,2021,6,6,3,20,58,,10.16,126.3,,,,8,,5.1,Mw,029 km N 61° E of Burgos (Surigao Del Norte),TECTONIC
61261256,2021,3,11,7,24,35,,15.78,119.25,,,,13,,5.1,Ms,071 km N 89° W of Santa Cruz (Zambales),TECTONIC
61262272,2021,5,6,6,21,21,,6.76,125.12,,,,19,,5.1,Mw,004 km N 74° W of Magsaysay (Davao Del Sur),TECTONIC
61265607,2022,4,28,11,42,24,,9.93,126.19,,,,13,,5.1,Mw,016 km S 49° E of Burgos (Surigao Del Norte),TECTONIC
61267702,2022,8,13,4,25,4,,10.28,121.83,,,,2,,5.1,Mw,020 km S 32° W of Anini-y (Antique),TECTONIC
61268491,2022,8,1,17,10,12,,11.33,125.48,,,,42,,5.1,Mw,011 km N 33° W of General Macarthur (Eastern Samar),TECTONIC
61268590,2022,7,31,18,48,11,,17.43,120.62,,,,11,,5.1,Mw,002 km S 72° E of Villaviciosa (Abra),TECTONIC
61268909,2022,12,19,9,5,58,,17.42,120.55,,,,10,,5.1,Mw,005 km N 80° W of Pilar (Abra),TECTONIC
61269870,2022,2,12,0,41,8,,20.1,121.48,,,,31,,5.1,Mw,049 km S 57° W of Sabtang (Batanes),TECTONIC
61269884,2022,2,11,14,25,15,,5.87,124.38,,,,48,,5.1,Mw,030 km S 65° W of Kiamba (Sarangani),TECTONIC
61272758,2022,6,28,13,43,30,,21.8,120.36,,,,13,,5.1,Ms,190 km N 54° W of Itbayat (Batanes),TECTONIC
61273212,2022,6,16,6,8,52,,17.24,119.85,,,,10,,5.1,Mw,063 km N 83° W of City Of Candon (Ilocos Sur),TECTONIC
61274071,2022,3,23,12,2,56,,19.19,122.19,,,,20,,5.1,Mw,046 km N 48° E of Camiguin Island (Calayan) (Cagayan),TECTONIC
61274708,2022,3,14,14,40,48,,14.07,119.17,,,,33,,5.1,Mw,106 km N 77° W of Lubang (Occidental Mindoro),TECTONIC
61275668,2022,5,17,8,42,15,,19.72,120.99,,,,14,,5.1,Mw,071 km N 19° W of Dalupiri Island (Calayan) (Cagayan),TECTONIC
61276477,2022,11,24,15,5,7,,18.44,120.71,,,,21,,5.1,Mw,011 km S 41° E of Burgos (Ilocos Norte),TECTONIC
61277207,2022,11,5,7,42,12,,4.12,126.21,,,,103,,5.1,Ms,168 km S 31° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61278038,2022,10,23,2,15,43,,3.15,128.48,,,,236,,5.1,Mw,422 km S 54° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61278638,2022,10,3,8,7,49,,9.97,126.38,,,,13,,5.1,Mw,032 km N 50° E of General Luna (Surigao Del Norte),TECTONIC
61278970,2022,9,25,11,16,33,,4.56,126.02,,,,137,,5.1,Mw,115 km S 35° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61280138,2023,4,24,9,32,7,,9.25,125.57,,,,5,,5.1,Mw,002 km S 33° E of Santiago (Agusan Del Norte),TECTONIC
61280585,2023,4,13,16,4,26,,9.24,125.6,,,,11,,5.1,Mw,005 km S 57° E of Santiago (Agusan Del Norte),TECTONIC
61282392,2023,1,24,16,10,22,,3.81,128.63,,,,63,,5.1,Ms,395 km S 62° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61284256,2023,6,29,11,30,16,,10.34,127.15,,,,26,,5.1,Mw,123 km N 74° E of Burgos (Surigao Del Norte),TECTONIC
61285387,2023,3,28,5,51,24,,18.61,120.28,,,,1,,5.1,Mw,040 km N 74° W of Burgos (Ilocos Norte),TECTONIC
61200192,2015,11,25,11,23,0,,4.34,125.78,,,,120,,5,Ms,125 km S 16° E of Sarangani (Davao Occidental),TECTONIC
61200458,2015,9,26,17,23,0,,5.14,124.15,,,,480,,5,Ms,107 km S 29° W of Kiamba (Sarangani),TECTONIC
61200513,2015,9,17,8,34,0,,5.37,126.12,,,,8,,5,Ms,072 km S 84° E of Sarangani (Davao Occidental),TECTONIC
61200732,2015,8,9,4,49,0,,13.42,120.14,,,,24,,5,Ms,036 km N 90° W of Paluan (Occidental Mindoro),TECTONIC
61200754,2015,8,2,13,8,0,,7.96,123.59,,,,607,,5,Ms,002 km N 13° E of Aurora (Zamboanga Del Sur),TECTONIC
61200843,2015,7,17,14,20,0,,9.13,126.97,,,,29,,5,Ms,086 km N 87° E of Tandag ( Surigao del Sur),TECTONIC
61200892,2015,7,8,12,1,0,,9.92,126.27,,,,18,,5,Ms,023 km S 63° E of Burgos (Surigao del Norte),TECTONIC
61201476,2015,11,25,11,23,0,,4.34,125.78,,,,120,,5,Ms,125 km S 16° E of Sarangani (Davao Occidental),TECTONIC
61201742,2015,9,26,17,23,0,,5.14,124.15,,,,480,,5,Ms,107 km S 29° W of Kiamba (Sarangani),TECTONIC
61201797,2015,9,17,8,34,0,,5.37,126.12,,,,8,,5,Ms,072 km S 84° E of Sarangani (Davao Occidental),TECTONIC
61202016,2015,8,9,4,49,0,,13.42,120.14,,,,24,,5,Ms,036 km N 90° W of Paluan (Occidental Mindoro),TECTONIC
61202038,2015,8,2,13,8,0,,7.96,123.59,,,,607,,5,Ms,002 km N 13° E of Aurora (Zamboanga Del Sur),TECTONIC
61202418,2015,11,25,11,23,0,,4.34,125.78,,,,120,,5,Ms,125 km S 16° E of Sarangani (Davao Occidental),TECTONIC
61202684,2015,9,26,17,23,0,,5.14,124.15,,,,480,,5,Ms,107 km S 29° W of Kiamba (Sarangani),TECTONIC
61202739,2015,9,17,8,34,0,,5.37,126.12,,,,8,,5,Ms,072 km S 84° E of Sarangani (Davao Occidental),TECTONIC
61202958,2015,8,9,4,49,0,,13.42,120.14,,,,24,,5,Ms,036 km N 90° W of Paluan (Occidental Mindoro),TECTONIC
61202980,2015,8,2,13,8,0,,7.96,123.59,,,,607,,5,Ms,002 km N 13° E of Aurora (Zamboanga Del Sur),TECTONIC
61203069,2015,7,17,14,20,0,,9.13,126.97,,,,29,,5,Ms,086 km N 87° E of Tandag ( Surigao del Sur),TECTONIC
61203118,2015,7,8,12,1,0,,9.92,126.27,,,,18,,5,Ms,023 km S 63° E of Burgos (Surigao del Norte),TECTONIC
61203673,2015,2,10,16,9,0,,13.99,120.44,,,,109,,5,Ms,022 km S 65° W of Nasugbu (Batangas),TECTONIC
61203908,2015,11,25,11,23,0,,4.34,125.78,,,,120,,5,Ms,125 km S 16° E of Sarangani (Davao Occidental),TECTONIC
61204174,2015,9,26,17,23,0,,5.14,124.15,,,,480,,5,Ms,107 km S 29° W of Kiamba (Sarangani),TECTONIC
61204229,2015,9,17,8,34,0,,5.37,126.12,,,,8,,5,Ms,072 km S 84° E of Sarangani (Davao Occidental),TECTONIC
61204448,2015,8,9,4,49,0,,13.42,120.14,,,,24,,5,Ms,036 km N 90° W of Paluan (Occidental Mindoro),TECTONIC
61204470,2015,8,2,13,8,0,,7.96,123.59,,,,607,,5,Ms,002 km N 13° E of Aurora (Zamboanga Del Sur),TECTONIC
61204559,2015,7,17,14,20,0,,9.13,126.97,,,,29,,5,Ms,086 km N 87° E of Tandag ( Surigao del Sur),TECTONIC
61204608,2015,7,8,12,1,0,,9.92,126.27,,,,18,,5,Ms,023 km S 63° E of Burgos (Surigao del Norte),TECTONIC
61205163,2015,2,10,16,9,0,,13.99,120.44,,,,109,,5,Ms,022 km S 65° W of Nasugbu (Batangas),TECTONIC
61205274,2015,1,20,3,2,0,,5.65,127.41,,,,45,,5,Ms,185 km S 53° E of Governor Generoso (Davao Oriental),TECTONIC
61205286,2015,1,18,0,27,0,,13.88,120.45,,,,102,,5,Ms,021 km N 75° W of Calatagan (Batangas),TECTONIC
61205295,2015,1,13,15,33,0,,12.95,124.59,,,,10,,5,Ms,038 km N 41° E of Biri (Northern Samar),TECTONIC
61205548,2015,11,25,11,23,0,,4.34,125.78,,,,120,,5,Ms,125 km S 16° E of Sarangani (Davao Occidental),TECTONIC
61205814,2015,9,26,17,23,0,,5.14,124.15,,,,480,,5,Ms,107 km S 29° W of Kiamba (Sarangani),TECTONIC
61205869,2015,9,17,8,34,0,,5.37,126.12,,,,8,,5,Ms,072 km S 84° E of Sarangani (Davao Occidental),TECTONIC
61206088,2015,8,9,4,49,0,,13.42,120.14,,,,24,,5,Ms,036 km N 90° W of Paluan (Occidental Mindoro),TECTONIC
61206110,2015,8,2,13,8,0,,7.96,123.59,,,,607,,5,Ms,002 km N 13° E of Aurora (Zamboanga Del Sur),TECTONIC
61206199,2015,7,17,14,20,0,,9.13,126.97,,,,29,,5,Ms,086 km N 87° E of Tandag ( Surigao del Sur),TECTONIC
61206248,2015,7,8,12,1,0,,9.92,126.27,,,,18,,5,Ms,023 km S 63° E of Burgos (Surigao del Norte),TECTONIC
61206476,2015,11,25,11,23,0,,4.34,125.78,,,,120,,5,Ms,125 km S 16° E of Sarangani (Davao Occidental),TECTONIC
61206742,2015,9,26,17,23,0,,5.14,124.15,,,,480,,5,Ms,107 km S 29° W of Kiamba (Sarangani),TECTONIC
61206797,2015,9,17,8,34,0,,5.37,126.12,,,,8,,5,Ms,072 km S 84° E of Sarangani (Davao Occidental),TECTONIC
61207016,2015,8,9,4,49,0,,13.42,120.14,,,,24,,5,Ms,036 km N 90° W of Paluan (Occidental Mindoro),TECTONIC
61207038,2015,8,2,13,8,0,,7.96,123.59,,,,607,,5,Ms,002 km N 13° E of Aurora (Zamboanga Del Sur),TECTONIC
61207127,2015,7,17,14,20,0,,9.13,126.97,,,,29,,5,Ms,086 km N 87° E of Tandag ( Surigao del Sur),TECTONIC
61207176,2015,7,8,12,1,0,,9.92,126.27,,,,18,,5,Ms,023 km S 63° E of Burgos (Surigao del Norte),TECTONIC
61207516,2015,11,25,11,23,0,,4.34,125.78,,,,120,,5,Ms,125 km S 16° E of Sarangani (Davao Occidental),TECTONIC
61207782,2015,9,26,17,23,0,,5.14,124.15,,,,480,,5,Ms,107 km S 29° W of Kiamba (Sarangani),TECTONIC
61207837,2015,9,17,8,34,0,,5.37,126.12,,,,8,,5,Ms,072 km S 84° E of Sarangani (Davao Occidental),TECTONIC
61208056,2015,8,9,4,49,0,,13.42,120.14,,,,24,,5,Ms,036 km N 90° W of Paluan (Occidental Mindoro),TECTONIC
61208078,2015,8,2,13,8,0,,7.96,123.59,,,,607,,5,Ms,002 km N 13° E of Aurora (Zamboanga Del Sur),TECTONIC
61208167,2015,7,17,14,20,0,,9.13,126.97,,,,29,,5,Ms,086 km N 87° E of Tandag ( Surigao del Sur),TECTONIC
61208216,2015,7,8,12,1,0,,9.92,126.27,,,,18,,5,Ms,023 km S 63° E of Burgos (Surigao del Norte),TECTONIC
61208915,2015,11,25,11,23,0,,4.34,125.78,,,,120,,5,Ms,125 km S 16° E of Sarangani (Davao Occidental),TECTONIC
61209181,2015,9,26,17,23,0,,5.14,124.15,,,,480,,5,Ms,107 km S 29° W of Kiamba (Sarangani),TECTONIC
61209236,2015,9,17,8,34,0,,5.37,126.12,,,,8,,5,Ms,072 km S 84° E of Sarangani (Davao Occidental),TECTONIC
61209455,2015,8,9,4,49,0,,13.42,120.14,,,,24,,5,Ms,036 km N 90° W of Paluan (Occidental Mindoro),TECTONIC
61209477,2015,8,2,13,8,0,,7.96,123.59,,,,607,,5,Ms,002 km N 13° E of Aurora (Zamboanga Del Sur),TECTONIC
61209566,2015,7,17,14,20,0,,9.13,126.97,,,,29,,5,Ms,086 km N 87° E of Tandag ( Surigao del Sur),TECTONIC
61209615,2015,7,8,12,1,0,,9.92,126.27,,,,18,,5,Ms,023 km S 63° E of Burgos (Surigao del Norte),TECTONIC
61210072,2015,11,25,11,23,0,,4.34,125.78,,,,120,,5,Ms,125 km S 16° E of Sarangani (Davao Occidental),TECTONIC
61210382,2015,11,25,11,23,0,,4.34,125.78,,,,120,,5,Ms,125 km S 16° E of Sarangani (Davao Occidental),TECTONIC
61210824,2015,11,25,11,23,0,,4.34,125.78,,,,120,,5,Ms,125 km S 16° E of Sarangani (Davao Occidental),TECTONIC
61211090,2015,9,26,17,23,0,,5.14,124.15,,,,480,,5,Ms,107 km S 29° W of Kiamba (Sarangani),TECTONIC
61211145,2015,9,17,8,34,0,,5.37,126.12,,,,8,,5,Ms,072 km S 84° E of Sarangani (Davao Occidental),TECTONIC
61211330,2016,4,19,17,17,37,,7.97,126.45,,,,63,,5,Ms,020 km N 01° W of Cateel (Davao Oriental),TECTONIC
61211581,2016,8,13,14,4,59,,11.59,124.34,,,,5,,5,Ms,007 km N 62° W of Naval (Biliran),TECTONIC
61211802,2016,12,26,1,23,38,,19.08,121.27,,,,20,,5,Ms,030 km S 43° W of Calayan (Cagayan),TECTONIC
61211930,2016,12,15,1,6,22,,10.26,126.23,,,,32,,5,Ms,031 km N 33°E of Burgos (Surigao Del Norte),TECTONIC
61212254,2016,2,4,22,41,32,,13.66,122.38,,,,11,,5,Ms,014 km S 47° W of Buenavista (Quezon),TECTONIC
61212299,2016,1,29,2,29,17,,19.31,121.17,,,,89,,5,Ms,079 km N 07° E of Claveria (Cagayan),TECTONIC
61212314,2016,1,25,9,17,50,,3.52,128.5,,,,46,,5,Ms,397 km S 58° E of Sarangani (Davao Occidental),TECTONIC
61212456,2016,1,4,14,36,16,,19.11,121.14,,,,15,,5,Ms,039 km S 62° W of Calayan (Cagayan),TECTONIC
61212800,2016,6,25,6,40,26,,6.45,126.25,,,,41,,5,Ms,029 km S 41° E of Governor Generoso (Davao Oriental),TECTONIC
61213131,2016,3,16,12,4,51,,4.52,125.06,,,,40,,5,Ms,111 km S 24° W of Sarangani (Davao Occidental),TECTONIC
61213746,2016,11,10,7,10,59,,14.83,121.4,,,,11,,5,Ms,025km N 71° W of General Nakar (Quezon),TECTONIC
61214034,2016,10,14,18,29,4,,9.06,125.4,,,,26,,5,Ms,011 km N 40° E of Nasipit (Agusan Del Norte),TECTONIC
61214041,2016,10,13,20,18,44,,4.42,126.39,,,,20,,5,Ms,151 km S 42° E of Sarangani (Davao Occidental),TECTONIC
61214679,2016,9,2,8,39,15,,6.4,123.77,,,,1,,5,Ms,037km S 59° W of Kalamansig (Sultan Kudarat),TECTONIC
61215226,2017,4,11,17,41,19,,5.66,127.57,,,,16,,5,Ms,199 km S 56° E of Governor Generoso (Davao Oriental),TECTONIC
61216019,2017,8,5,7,39,16,,7.86,125.01,,,,11,,5,Ms,012 km S 60° W of Valencia City (Bukidnon),TECTONIC
61216409,2017,2,25,18,57,0,,10.6,127.06,,,,33,,5,Ms,123 km N 59° E of Burgos (Surigao del Norte),TECTONIC
61216551,2017,2,13,20,3,0,,9.79,125.4,,,,17,,5,Ms,010 km S 08° W of Surigao City (Surigao Del Norte),TECTONIC
61217160,2017,7,25,19,52,0,,10.16,121.97,,,,3,,5,Ms,031 km S 08° E of Anini-y (Antique),TECTONIC
61220757,2018,8,21,4,10,29,,19.15,121.28,,,,15,,5,Ms,024 km S 52 W of Calayan (Cagayan),TECTONIC
61221669,2018,2,26,9,39,16,,13.35,121.55,,,,20,,5,Ms,027 km N 85° E of Naujan (Oriental Mindoro),TECTONIC
61222230,2018,1,14,15,20,26,,13.28,120.22,,,,15,,5,Ms,030 km S 61° W of Paluan (Occidental Mindoro),TECTONIC
61222323,2018,1,6,13,52,43,,3.5,126.96,,,,32,,5,Ms,270 km S 38° E of Sarangani (Davao Occidental),TECTONIC
61223415,2018,6,1,10,21,38,,7.32,123.9,,,,588,,5,Ms,033 km S 45° W of Balabagan (Lanao del Sur),TECTONIC
61223618,2018,3,15,7,19,59,,8.11,124.57,,,,1,,5,Ms,019 km S 16° W of Talakag (Bukidnon),TECTONIC
61224193,2018,5,10,20,6,20,,5.47,126.67,,,,82,,5,Ms,132 km N 88° E of Sarangani (Davao Occidental),TECTONIC
61226155,2018,9,10,11,57,0,,10.68,126.45,,,,1,,5,Ms,084 km N 30° E of Burgos (Surigao del Norte),TECTONIC
61226717,2019,4,26,6,4,18,,9.77,126.77,,,,3,,5,Ms,067 km S 89° E of General Luna (Surigao Del Norte),TECTONIC
61228107,2019,8,2,17,28,21,,12.87,124.96,,,,20,,5,Ms,034 km N 06° E of Pambujan (Northern Samar),TECTONIC
61230617,2019,2,5,23,17,47,,2.76,128.46,,,,195,,5,Ms,443 km S 48° E of Sarangani (Davao Occidental),TECTONIC
61231004,2019,1,18,18,51,55,,2.96,129.06,,,,127,,5,Ms,483 km S 55° E of Sarangani (Davao Occidental),TECTONIC
