eventID,year,month,day,hour,minute,second,timeError,latitude,longitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,magnitudeType,location,event_type
61219864,2017,9,21,1,19,38,,10.33,125.58,,,,78,,4.8,Ms,004 km S 02° W of Loreto (Dinagat),TECTONIC
61220203,2018,4,22,2,29,24,,4.84,127.66,,,,117,,4.8,Ms,251 km S 75° E of Sarangani (Davao Occidental),TECTONIC
61222142,2018,1,20,19,56,3,,17.19,119.91,,,,15,,4.8,Ms,057 km S 90° W of Candon City (Ilocos Sur),TECTONIC
61222971,2018,6,24,18,16,45,,5.18,126.51,,,,72,,4.8,Ms,118 km S 76° E of Jose Abad Santos (Davao Occidental),TECTONIC
61222988,2018,6,24,9,41,49,,9.25,125.52,,,,3,,4.8,Ms,007 km N 14° W of Tubay (Agusan Del Norte),TECTONIC
61223136,2018,6,18,5,22,0,,20.2,121.29,,,,28,,4.8,Ms,063 km S 76° W of Sabtang (Batanes),TECTONIC
61223305,2018,6,7,2,9,4,,5.83,125.63,,,,188,,4.8,Ms,006 km S 14° E of Jose Abad Santos (Davao Occidental),TECTONIC
61223523,2018,3,24,18,58,13,,20.38,120.77,,,,1,,4.8,Ms,121 km S 67° W of Itbayat (Batanes),TECTONIC
61224107,2018,5,14,15,12,17,,20.01,121.24,,,,22,,4.8,Ms,075 km S 61° W of Sabtang (Batanes),TECTONIC
61224178,2018,5,11,15,51,58,,6.35,126.51,,,,49,,4.8,Ms,058 km S 55° E of Governor Generoso (Davao Oriental),TECTONIC
61224717,2018,11,13,17,33,0,,14.1,125.24,,,,67,,4.8,Ms,099 km N 69° E of Gigmoto (Catanduanes),TECTONIC
61225301,2018,10,20,18,31,19,,5.09,126.73,,,,32,,4.8,Ms,145 km S 75° E of Sarangani (Davao Occidental),TECTONIC
61225376,2018,10,17,18,34,50,,12.38,124.59,,,,116,,4.8,Ms,014 km S 20° W of Catarman (Northern Samar),TECTONIC
61225872,2018,9,25,2,16,20,,10.48,126.45,,,,4,,4.8,Ms,065 km N 39° E of Burgos (Surigao Del Norte),TECTONIC
61226623,2019,4,26,19,11,26,,9.75,126.92,,,,6,,4.8,Ms,083 km S 87° E of General Luna (Surigao Del Norte),TECTONIC
61226670,2019,4,26,10,54,51,,9.68,126.72,,,,8,,4.8,Ms,063 km S 80° E of General Luna (Surigao Del Norte),TECTONIC
61227289,2019,4,12,3,46,38,,20.12,121.33,,,,32,,4.8,Ms,061 km S 67° W of Sabtang (Batanes),TECTONIC
61227453,2019,4,6,13,57,24,,5.35,125.63,,,,196,,4.8,Ms,020 km S 63° E of Sarangani (Davao Occidental),TECTONIC
61228082,2019,8,3,21,10,54,,12.79,124.95,,,,15,,4.8,Ms,025 km N 05° E of Pambujan (Northern Samar),TECTONIC
61228359,2019,12,26,12,19,49,,11.15,122.67,,,,19,,4.8,Ms,008 km N 17° E of San Enrique (Iloilo),TECTONIC
61228954,2019,12,18,0,22,32,,6.68,125.15,,,,4,,4.8,Ms,007 km N 71° W of Kiblawan (Davao Del Sur),TECTONIC
61229153,2019,12,16,8,53,28,,6.48,125.35,,,,20,,4.8,Ms,017 km S 03° W of Padada (Davao Del Sur),TECTONIC
61229435,2019,12,14,6,39,43,,6.35,126.43,,,,70,,4.8,Ms,051 km S 50° E of Governor Generoso (Davao Oriental),TECTONIC
61229893,2019,2,23,4,14,40,,14.98,119.96,,,,25,,4.8,Ms,015 km N 75° W of San Antonio (Zambales),TECTONIC
61230656,2019,2,4,12,55,38,,17.15,120.51,,,,73,,4.8,Ms,004 km S 88° W of Bauguen (Salcedo) (Ilocos Sur),TECTONIC
61230765,2019,1,30,3,27,50,,11.49,125.9,,,,5,,4.8,Ms,036 km N 60° E of Hernani (Eastern Samar),TECTONIC
61231222,2019,1,5,20,42,51,,17.77,122.95,,,,32,,4.8,Ms,084 km N 55° E of Divilacan (Isabela),TECTONIC
61231235,2019,1,5,1,4,19,,4.47,126.19,,,,120,,4.8,Ms,133 km S 37° E of Sarangani (Davao Occidental),TECTONIC
61231568,2019,7,23,13,10,59,,20.24,122.78,,,,23,,4.8,Ms,088 km S 74° E of Basco (Batanes),TECTONIC
61231577,2019,7,23,9,38,24,,9.36,126.02,,,,11,,4.8,Ms,041 km N 83° E of Carrascal (Surigao Del Sur),TECTONIC
61231987,2019,7,9,15,31,45,,6.8,125.03,,,,14,,4.8,Ms,018 km S 21° W of Makilala (North Cotabato),TECTONIC
61232261,2019,6,29,8,8,20,,8.26,127.19,,,,2,,4.8,Ms,088 km N 74° E of Lingig (Surigao Del Sur),TECTONIC
61232446,2019,6,20,2,4,38,,5.49,126.9,,,,106,,4.8,Ms,149 km S 73° E of Jose Abad Santos (Davao Occidental),TECTONIC
61233317,2019,3,19,14,35,25,,2.21,128.25,,,,89,,4.8,Ms,471 km S 41 E of Sarangani (Davao Occidental),TECTONIC
61234133,2019,5,20,14,12,35,,2.83,122.75,,,,523,,4.8,Ms,362 km S 44° E of South Ubian (Tawi-tawi),TECTONIC
61235642,2019,11,11,16,54,58,,20.77,121.76,,,,74,,4.8,Ms,010 km S 75° W of Itbayat (Batanes),TECTONIC
61235880,2019,11,7,22,41,28,,5.67,126.48,,,,55,,4.8,Ms,098 km S 76° E of Jose Abad Santos (Davao Occidental),TECTONIC
61236162,2019,11,4,14,50,5,,14.62,119.71,,,,12,,4.8,Ms,054 km S 48° W of San Antonio (Zambales),TECTONIC
61236250,2019,11,3,14,42,12,,5.44,127.57,,,,33,,4.8,Ms,213 km S 51° E of Governor Generoso (Davao Oriental),TECTONIC
61237582,2019,10,20,11,59,43,,6.7,125,,,,20,,4.8,Ms,025 km S 47° E of Tulunan (Cotabato),TECTONIC
61237590,2019,10,20,8,55,33,,6.69,124.9,,,,11,,4.8,Ms,020 km S 25° E of Tulunan (Cotabato),TECTONIC
61237784,2019,10,17,15,5,51,,6.81,125.05,,,,16,,4.8,Ms,025 km S 80° E of Tulunan (Cotabato),TECTONIC
61239140,2019,9,9,5,7,51,,20.74,121.41,,,,23,,4.8,Ms,046 km S 82° W of Itbayat (Batanes),TECTONIC
61240750,2020,8,30,17,44,6,,6.61,125.27,,,,16,,4.8,Mw,007 km S 51° E of Kiblawan (Davao Del Sur),TECTONIC
61240916,2020,8,26,2,54,11,,5.4,126.39,,,,117,,4.8,Mw,101 km S 58° E of Jose Abad Santos (Davao Occidental),TECTONIC
61241117,2020,8,21,13,41,58,,18.8,120.99,,,,30,,4.8,Ms,023 km N 25° W of Claveria (Cagayan),TECTONIC
61241794,2020,8,7,6,30,46,,2.31,126.78,,,,68,,4.8,Ms,374 km S 23° E of Sarangani (Davao Occidental),TECTONIC
61241874,2020,8,5,1,30,10,,8.97,126.16,,,,31,,4.8,Ms,014 km N 89° W of Bayabas (Surigao Del Sur),TECTONIC
61242400,2020,12,22,13,37,50,,10.08,126.24,,,,12,,4.8,Ms,019 km N 70° E of Burgos (Surigao Del Norte),TECTONIC
61242987,2020,12,1,14,9,51,,2.99,128.64,,,,239,,4.8,Ms,447 km S 53° E of Sarangani (Davao Occidental),TECTONIC
61243383,2020,2,15,16,50,46,,2.62,127.02,,,,34,,4.8,Ms,355 km S 29° E of Sarangani (Davao Occidental),TECTONIC
61245691,2020,7,30,5,17,32,,8.52,122.44,,,,38,,4.8,Ms,051 km N 30° W of Liloy (Zamboanga Del Norte),TECTONIC
61245892,2020,7,24,12,46,21,,3.99,122.85,,,,600,,4.8,Ms,274 km S 23° E of Banguingui (Tongkil) (Sulu),TECTONIC
61246005,2020,7,20,17,29,58,,6.51,127.13,,,,55,,4.8,Ms,101 km S 40° E of Manay (Davao Oriental),TECTONIC
61246369,2020,7,10,18,16,39,,6.64,125.28,,,,18,,4.8,Mw,008 km S 76° E of Kiblawan (Davao Del Sur),TECTONIC
61246642,2020,7,2,19,0,24,,4.92,126.47,,,,36,,4.8,Ms,142 km S 42° E of Jose Abad Santos (Davao Occidental),TECTONIC
61249202,2020,5,27,7,46,54,,5.11,125.37,,,,180,,4.8,Ms,038 km S 17° W of Sarangani (Davao Occidental),TECTONIC
61249839,2020,5,11,23,33,7,,7.93,127.19,,,,20,,4.8,Mw,079 km N 61° E of Baganga (Davao Oriental),TECTONIC
61249869,2020,5,11,13,36,24,,4.69,127.82,,,,94,,4.8,Ms,273 km S 72° E of Sarangani (Davao Occidental),TECTONIC
61249980,2020,5,9,11,19,38,,14.95,122.66,,,,5,,4.8,Mw,040 km N 50° E of Jomalig (Quezon),TECTONIC
61250405,2020,11,29,20,23,48,,11.9,124.11,,,,12,,4.8,Ms,017 km S 49° E of Cataingan (Masbate),TECTONIC
61250842,2020,11,14,23,15,11,,21.49,121.66,,,,16,,4.8,Ms,080 km N 14° W of Itbayat (Batanes),TECTONIC
61251483,2020,10,22,20,10,23,,5.89,125.98,,,,149,,4.8,Ms,047 km S 43° E of Don Marcelino (Davao Occidental),TECTONIC
61251558,2020,10,20,3,12,50,,2.03,127.22,,,,138,,4.8,Ms,424 km S 28° E of Sarangani (Davao Occidental),TECTONIC
61251567,2020,10,19,19,32,56,,11.63,124.35,,,,14,,4.8,Ms,006 km S 12° W of Kawayan (Biliran),TECTONIC
61251831,2020,10,13,6,49,1,,11.35,125.79,,,,20,,4.8,Mw,019 km N 88° E of Hernani (Eastern Samar),TECTONIC
61252268,2020,10,3,5,3,43,,13.6,120.66,,,,117,,4.8,Ms,019 km N 23° W of Abra De Ilog (Occidental Mindoro),TECTONIC
61252270,2020,10,3,3,25,8,,5.98,126.35,,,,138,,4.8,Mw,081 km S 22° E of Governor Generoso (Davao Oriental),TECTONIC
61252312,2020,10,2,6,56,54,,15.87,119.87,,,,15,,4.8,Mw,006 km N 41° W of Infanta (Pangasinan),TECTONIC
61252689,2020,9,23,22,8,2,,2.8,127.46,,,,31,,4.8,Ms,367 km S 38° E of Sarangani (Davao Occidental),TECTONIC
61253043,2020,9,13,16,50,18,,3.45,127.03,,,,5,,4.8,Ms,281 km S 39° E of Sarangani (Davao Occidental),TECTONIC
61253522,2021,4,29,0,54,58,,2.26,126.28,,,,25,,4.8,Ms,362 km S 15° E of Sarangani (Davao Occidental),TECTONIC
61253667,2021,4,23,23,9,18,,5.06,126.51,,,,1,,4.8,Ms,127 km S 72° E of Sarangani (Davao Occidental),TECTONIC
61253723,2021,4,22,18,33,29,,3.06,126.23,,,,37,,4.8,Ms,275 km S 19° E of Sarangani (Davao Occidental),TECTONIC
61254363,2021,8,29,14,52,59,,8.01,126.07,,,,5,,4.8,Mw,006 km N 60° E of Santa Josefa (Agusan Del Sur),TECTONIC
61255289,2021,8,11,19,28,27,,5.68,126.92,,,,15,,4.8,Ms,142 km S 41° E of Governor Generoso (Davao Oriental),TECTONIC
61255983,2021,12,17,14,28,55,,12.82,123.64,,,,24,,4.8,Ms,011 km S 26° E of Donsol (Sorsogon),TECTONIC
61256717,2021,2,17,13,3,42,,6.73,125.17,,,,18,,4.8,Ms,003 km S 31° E of Magsaysay (Davao Del Sur),TECTONIC
61256811,2021,2,14,0,37,42,,4.42,127.45,,,,33,,4.8,Ms,235 km S 66° E of Sarangani (Davao Occidental),TECTONIC
61256892,2021,2,11,13,34,59,,13.6,120.63,,,,107,,4.8,Mw,020 km N 32° W of Abra De Ilog (Occidental Mindoro),TECTONIC
61257050,2021,2,6,23,28,52,,6.76,125.09,,,,18,,4.8,Mw,007 km N 83° W of Magsaysay (Davao Del Sur),TECTONIC
61257652,2021,1,15,22,48,54,,13.85,120.59,,,,153,,4.8,Mw,005 km N 74° W of Calatagan (Batangas),TECTONIC
61258272,2021,7,24,13,7,14,,2.42,126.6,,,,43,,4.8,Ms,355 km S 22° E of Sarangani (Davao Occidental),TECTONIC
61258775,2021,7,10,10,6,28,,2.74,126.48,,,,32,,4.8,Ms,318 km S 22° E of Sarangani (Davao Occidental),TECTONIC
61260491,2021,6,5,20,28,41,,8.51,126.83,,,,22,,4.8,Mw,057 km N 73° E of Hinatuan (Surigao Del Sur),TECTONIC
61261153,2021,3,15,13,10,52,,7.2,126.85,,,,29,,4.8,Mw,034 km S 88° E of Manay (Davao Oriental),TECTONIC
61261494,2021,2,28,22,51,22,,6.63,124.93,,,,8,,4.8,Ms,007 km S 28° W of Columbio (Sultan Kudarat),TECTONIC
61261605,2021,5,28,18,7,41,,3.67,122.77,,,,583,,4.8,Ms,288 km S 22° E of Banguingui (Sulu),TECTONIC
61261978,2021,5,15,3,4,7,,13.72,120.48,,,,102,,4.8,Ms,019 km S 51° W of Calatagan (Batangas),TECTONIC
61262227,2021,5,7,7,43,43,,4.15,127.72,,,,68,,4.8,Mw,291 km S 61° E of Sarangani (Davao Occidental),TECTONIC
61262726,2021,11,20,22,42,57,,6.67,126.64,,,,69,,4.8,Mw,047 km S 27° E of Tarragona (Davao Oriental),TECTONIC
61263148,2021,11,8,4,16,42,,7.91,127,,,,28,,4.8,Mw,062 km N 78° E of Cateel (Davao Oriental),TECTONIC
61264273,2021,10,5,8,51,5,,2.64,122.41,,,,559,,4.8,Ms,354 km S 37° E of South Ubian (Tawi-tawi),TECTONIC
61264510,2021,10,1,12,48,21,,18.71,121.06,,,,56,,4.8,Mw,011 km N 12° W of Claveria (Cagayan),TECTONIC
61264774,2021,9,23,21,15,3,,3.24,122.73,,,,475,,4.8,Ms,331 km S 18° E of Banguingui (Sulu),TECTONIC
61265161,2021,9,11,20,14,34,,5.51,126.57,,,,1,,4.8,Mw,111 km S 66° E of Jose Abad Santos (Davao Occidental),TECTONIC
61266680,2022,4,1,9,32,3,,9.03,126.33,,,,10,,4.8,Ms,009 km N 35° E of Bayabas (Surigao Del Sur),TECTONIC
61266843,2022,8,28,20,32,16,,3.61,122.34,,,,614,,4.8,Ms,270 km S 50° E of South Ubian (Tawi-tawi),TECTONIC
61267785,2022,8,12,9,4,8,,17.5,120.6,,,,2,,4.8,Mw,004 km North of San Isidro (Abra),TECTONIC
61269029,2022,12,15,3,31,6,,2.67,127.64,,,,74,,4.8,Ms,391 km S 39° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61271525,2022,7,27,18,43,0,,17.07,120.57,,,,3,,4.8,Mw,011 km N 34° E of Suyo (Ilocos Sur),TECTONIC
61271638,2022,7,27,7,38,20,,17.62,120.54,,,,1,,4.8,Mw,012 km N 89° W of Tayum (Abra),TECTONIC
61271943,2022,7,20,5,18,37,,5.67,127.19,,,,114,,4.8,Mw,164 km S 49° E of Governor Generoso (Davao Oriental),TECTONIC
61272759,2022,6,28,13,34,57,,21.79,120.18,,,,1,,4.8,Ms,205 km N 58° W of Itbayat (Batanes),TECTONIC
61273072,2022,6,20,5,39,15,,2.89,128.01,,,,227,,4.8,Ms,400 km S 46° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61273315,2022,6,12,9,52,45,,2.11,126.65,,,,147,,4.8,Ms,390 km S 20° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61273682,2022,6,2,11,55,41,,9,126.28,,,,59,,4.8,Mw,004 km N 02° E of Bayabas (Surigao Del Sur),TECTONIC
61273693,2022,6,2,3,6,40,,6.21,127.78,,,,77,,4.8,Ms,174 km S 58° E of Tarragona (Davao Oriental),TECTONIC
61274013,2022,3,24,20,50,37,,14.18,119.14,,,,25,,4.8,Ms,112 km N 72° W of Lubang (Occidental Mindoro),TECTONIC
61274470,2022,3,16,22,50,48,,2.13,126.96,,,,203,,4.8,Ms,401 km S 25° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61275636,2022,5,18,1,38,36,,12.39,123.67,,,,12,,4.8,Ms,006 km N 66° E of City Of Masbate (Masbate),TECTONIC
61275846,2022,5,11,19,12,56,,5.24,126.1,,,,146,,4.8,Mw,074 km S 69° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61275967,2022,5,8,2,12,47,,3.64,126.72,,,,22,,4.8,Ms,243 km S 36° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61276072,2022,5,5,10,37,26,,6.54,127.25,,,,84,,4.8,Ms,105 km S 57° E of Tarragona (Davao Oriental),TECTONIC
61276697,2022,11,19,2,18,18,,16.16,119.07,,,,6,,4.8,Mw,078 km N 86° W of Agno (Pangasinan),TECTONIC
61276971,2022,11,10,23,16,8,,10.39,121.84,,,,17,,4.8,Ms,010 km S 66° W of Anini-y (Antique),TECTONIC
61277079,2022,11,8,11,16,10,,11.33,126.33,,,,10,,4.8,Mw,073 km N 69° E of Mercedes (Eastern Samar),TECTONIC
61277816,2022,10,25,21,39,26,,17.97,120.72,,,,6,,4.8,Mw,008 km N 47° E of Nueva Era (Ilocos Norte),TECTONIC
61280242,2023,4,22,1,6,3,,9.75,126.34,,,,24,,4.8,Ms,021 km S 79° E of General Luna (Surigao Del Norte),TECTONIC
61280887,2023,4,6,9,17,47,,12.48,123.65,,,,11,,4.8,Mw,013 km N 13° E of City Of Masbate (Masbate),TECTONIC
61281174,2023,2,26,9,14,45,,19.19,121.05,,,,4,,4.8,Ms,019 km N 60° W of Dalupiri Island (Calayan) (Cagayan),TECTONIC
61281395,2023,2,20,3,9,47,,15.37,122.71,,,,1,,4.8,Mw,085 km N 29° E of Jomalig (Quezon),TECTONIC
61281927,2023,2,6,13,50,16,,2.64,128.56,,,,210,,4.8,Ms,464 km S 49° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61282203,2023,1,31,20,4,36,,9.22,127.24,,,,21,,4.8,Mw,108 km N 75° E of Bayabas (Surigao Del Sur),TECTONIC
61282277,2023,1,29,16,11,0,,2.62,126.62,,,,115,,4.8,Ms,336 km S 23° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61282406,2023,1,24,2,29,56,,2.14,126.89,,,,15,,4.8,Ms,397 km S 24° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61282447,2023,1,22,22,49,20,,6.63,126.92,,,,102,,4.8,Mw,070 km S 48° E of Tarragona (Davao Oriental),TECTONIC
61282459,2023,1,22,17,57,32,,2.02,126.83,,,,9,,4.8,Ms,406 km S 23° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61282560,2023,1,19,17,51,33,,2.82,126.76,,,,158,,4.8,Ms,323 km S 27° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61282671,2023,1,16,21,57,37,,14.46,123.08,,,,1,,4.8,Mw,014 km S 83° E of Tinaga Island (Vinzons) (Camarines Norte),TECTONIC
61283038,2023,1,3,11,43,6,,10.36,126.17,,,,25,,4.8,Ms,039 km N 15° E of Burgos (Surigao Del Norte),TECTONIC
61283050,2023,1,2,22,9,33,,8.44,127.05,,,,1,,4.8,Mw,079 km N 84° E of Hinatuan (Surigao Del Sur),TECTONIC
61283262,2023,7,26,17,47,59,,4.76,124.93,,,,30,,4.8,Ms,091 km S 37° W of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61283395,2023,7,21,19,24,43,,6.77,126.82,,,,25,,4.8,Mw,051 km S 53° E of Tarragona (Davao Oriental),TECTONIC
61283793,2023,7,10,12,5,29,,7.92,127.4,,,,29,,4.8,Mw,100 km N 68° E of Baganga (Davao Oriental),TECTONIC
61284075,2023,7,3,10,20,24,,5.78,124.47,,,,20,,4.8,Mw,028 km S 36° W of Kiamba (Sarangani),TECTONIC
61284216,2023,6,30,10,29,44,,3.12,127.83,,,,159,,4.8,Ms,368 km S 46° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),TECTONIC
61284249,2023,6,29,13,52,34,,5.49,126.13,,,,95,,4.8,Ms,072 km S 49° E of Jose Abad Santos (Davao Occidental),TECTONIC
61284840,2023,6,13,12,57,50,,13.88,119.69,,,,21,,4.8,Mw,047 km N 87° W of Lubang (Occidental Mindoro),TECTONIC
61285729,2023,3,17,19,37,57,,5.82,125.88,,,,112,,4.8,Ms,029 km S 68° E of Jose Abad Santos (Davao Occidental),TECTONIC
61285747,2023,3,17,13,56,4,,14.58,119.82,,,,19,,4.8,Mw,050 km S 36° W of San Antonio (Zambales),TECTONIC
61286470,2023,3,2,14,32,19,,9.01,122.38,,,,33,,4.8,Mw,052 km S 33° W of Basay (Negros Oriental),TECTONIC
61286570,2023,5,29,17,8,17,,9.83,125.38,,,,11,,4.8,Mw,008 km N 39° W of San Francisco (Surigao Del Norte),TECTONIC
61286736,2023,5,23,18,22,57,,5.72,124.29,,,,1,,4.8,Mw,047 km S 52° W of Kiamba (Sarangani),TECTONIC
61286912,2023,5,20,0,40,21,,12.32,121.86,,,,4,,4.8,Mw,016 km S 55° W of Odiongan (Romblon),TECTONIC
61200031,2015,12,25,21,41,0,,5.64,125.9,,,,31,,4.7,Ms,053 km N 64° E of Sarangani (Davao Occidental),TECTONIC
61200241,2015,11,15,4,16,0,,5.13,127.54,,,,101,,4.7,Ms,228 km S 68° E of Jose Abad Santos (Davao Occidental),TECTONIC
61200274,2015,11,6,17,33,0,,7.18,125.52,,,,14,,4.7,Ms,016 km N 36° W of Davao City (Davao Del Sur),TECTONIC
61200361,2015,10,22,6,2,0,,3.46,124.62,,,,4,,4.7,Ms,238 km S 23° W of Sarangani (Davao Occidental),TECTONIC
61200388,2015,10,15,20,37,0,,5.46,127.4,,,,127,,4.7,Ms,197 km S 48° E of Governor Generoso (Davao Oriental),TECTONIC
61200419,2015,10,7,14,37,0,,12.33,123.73,,,,11,,4.7,Ms,015 km S 79° E of Masbate (Masbate),TECTONIC
61200714,2015,8,12,22,21,0,,20.96,122.1,,,,188,,4.7,Ms,033 km N 58° E of Itbayat (Batanes),TECTONIC
61200841,2015,7,17,17,47,0,,9.11,126.91,,,,9,,4.7,Ms,079 km N 88° E of Tandag ( Surigao del Sur),TECTONIC
61201072,2015,5,22,10,59,0,,11.49,124.36,,,,10,,4.7,Ms,009 km S 25° W of Naval (Biliran),TECTONIC
61201101,2015,5,13,17,0,0,,13.01,124.22,,,,6,,4.7,Ms,021 km S 25° E of Rapu-Rapu (Albay),TECTONIC
61201315,2015,12,25,21,41,0,,5.64,125.9,,,,31,,4.7,Ms,053 km N 64° E of Sarangani (Davao Occidental),TECTONIC
61201525,2015,11,15,4,16,0,,5.13,127.54,,,,101,,4.7,Ms,228 km S 68° E of Jose Abad Santos (Davao Occidental),TECTONIC
61201558,2015,11,6,17,33,0,,7.18,125.52,,,,14,,4.7,Ms,016 km N 36° W of Davao City (Davao Del Sur),TECTONIC
61201645,2015,10,22,6,2,0,,3.46,124.62,,,,4,,4.7,Ms,238 km S 23° W of Sarangani (Davao Occidental),TECTONIC
61201672,2015,10,15,20,37,0,,5.46,127.4,,,,127,,4.7,Ms,197 km S 48° E of Governor Generoso (Davao Oriental),TECTONIC
61201703,2015,10,7,14,37,0,,12.33,123.73,,,,11,,4.7,Ms,015 km S 79° E of Masbate (Masbate),TECTONIC
61201998,2015,8,12,22,21,0,,20.96,122.1,,,,188,,4.7,Ms,033 km N 58° E of Itbayat (Batanes),TECTONIC
61202083,2015,12,25,21,41,0,,5.64,125.9,,,,31,,4.7,Ms,053 km N 64° E of Sarangani (Davao Occidental),TECTONIC
61202257,2015,12,25,21,41,0,,5.64,125.9,,,,31,,4.7,Ms,053 km N 64° E of Sarangani (Davao Occidental),TECTONIC
61202467,2015,11,15,4,16,0,,5.13,127.54,,,,101,,4.7,Ms,228 km S 68° E of Jose Abad Santos (Davao Occidental),TECTONIC
61202500,2015,11,6,17,33,0,,7.18,125.52,,,,14,,4.7,Ms,016 km N 36° W of Davao City (Davao Del Sur),TECTONIC
61202587,2015,10,22,6,2,0,,3.46,124.62,,,,4,,4.7,Ms,238 km S 23° W of Sarangani (Davao Occidental),TECTONIC
61202614,2015,10,15,20,37,0,,5.46,127.4,,,,127,,4.7,Ms,197 km S 48° E of Governor Generoso (Davao Oriental),TECTONIC
61202645,2015,10,7,14,37,0,,12.33,123.73,,,,11,,4.7,Ms,015 km S 79° E of Masbate (Masbate),TECTONIC
61202940,2015,8,12,22,21,0,,20.96,122.1,,,,188,,4.7,Ms,033 km N 58° E of Itbayat (Batanes),TECTONIC
61203067,2015,7,17,17,47,0,,9.11,126.91,,,,9,,4.7,Ms,079 km N 88° E of Tandag ( Surigao del Sur),TECTONIC
61203298,2015,5,22,10,59,0,,11.49,124.36,,,,10,,4.7,Ms,009 km S 25° W of Naval (Biliran),TECTONIC
61203327,2015,5,13,17,0,0,,13.01,124.22,,,,6,,4.7,Ms,021 km S 25° E of Rapu-Rapu (Albay),TECTONIC
61203592,2015,3,7,22,53,0,,13.16,124.12,,,,10,,4.7,Ms,046 km N 85° E of Legaspi City,TECTONIC
61203594,2015,3,7,16,38,0,,5.26,125.92,,,,81,,4.7,Ms,053 km S 68° E of Sarangani (Davao Occidental),TECTONIC
61203623,2015,3,1,7,1,0,,4.54,125.85,,,,37,,4.7,Ms,107 km S 23° E of Sarangani (Davao Occidental),TECTONIC
61203747,2015,12,25,21,41,0,,5.64,125.9,,,,31,,4.7,Ms,053 km N 64° E of Sarangani (Davao Occidental),TECTONIC
61203957,2015,11,15,4,16,0,,5.13,127.54,,,,101,,4.7,Ms,228 km S 68° E of Jose Abad Santos (Davao Occidental),TECTONIC
61203990,2015,11,6,17,33,0,,7.18,125.52,,,,14,,4.7,Ms,016 km N 36° W of Davao City (Davao Del Sur),TECTONIC
61204077,2015,10,22,6,2,0,,3.46,124.62,,,,4,,4.7,Ms,238 km S 23° W of Sarangani (Davao Occidental),TECTONIC
61204104,2015,10,15,20,37,0,,5.46,127.4,,,,127,,4.7,Ms,197 km S 48° E of Governor Generoso (Davao Oriental),TECTONIC
61204135,2015,10,7,14,37,0,,12.33,123.73,,,,11,,4.7,Ms,015 km S 79° E of Masbate (Masbate),TECTONIC
61204430,2015,8,12,22,21,0,,20.96,122.1,,,,188,,4.7,Ms,033 km N 58° E of Itbayat (Batanes),TECTONIC
61204557,2015,7,17,17,47,0,,9.11,126.91,,,,9,,4.7,Ms,079 km N 88° E of Tandag ( Surigao del Sur),TECTONIC
61204788,2015,5,22,10,59,0,,11.49,124.36,,,,10,,4.7,Ms,009 km S 25° W of Naval (Biliran),TECTONIC
61204817,2015,5,13,17,0,0,,13.01,124.22,,,,6,,4.7,Ms,021 km S 25° E of Rapu-Rapu (Albay),TECTONIC
61205082,2015,3,7,22,53,0,,13.16,124.12,,,,10,,4.7,Ms,046 km N 85° E of Legaspi City,TECTONIC
61205084,2015,3,7,16,38,0,,5.26,125.92,,,,81,,4.7,Ms,053 km S 68° E of Sarangani (Davao Occidental),TECTONIC
61205113,2015,3,1,7,1,0,,4.54,125.85,,,,37,,4.7,Ms,107 km S 23° E of Sarangani (Davao Occidental),TECTONIC
61205387,2015,12,25,21,41,0,,5.64,125.9,,,,31,,4.7,Ms,053 km N 64° E of Sarangani (Davao Occidental),TECTONIC
61205597,2015,11,15,4,16,0,,5.13,127.54,,,,101,,4.7,Ms,228 km S 68° E of Jose Abad Santos (Davao Occidental),TECTONIC
61205630,2015,11,6,17,33,0,,7.18,125.52,,,,14,,4.7,Ms,016 km N 36° W of Davao City (Davao Del Sur),TECTONIC
61205717,2015,10,22,6,2,0,,3.46,124.62,,,,4,,4.7,Ms,238 km S 23° W of Sarangani (Davao Occidental),TECTONIC
61205744,2015,10,15,20,37,0,,5.46,127.4,,,,127,,4.7,Ms,197 km S 48° E of Governor Generoso (Davao Oriental),TECTONIC
61205775,2015,10,7,14,37,0,,12.33,123.73,,,,11,,4.7,Ms,015 km S 79° E of Masbate (Masbate),TECTONIC
61206070,2015,8,12,22,21,0,,20.96,122.1,,,,188,,4.7,Ms,033 km N 58° E of Itbayat (Batanes),TECTONIC
