eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,str1,dip1,rake1,str2,dip2,rake2
669634,ISC-GEM,1979,2,11,22,22,23.03,,125.94,6.065,5.7,3.6,,150.5,4.9,6.23,0.1,356,57,54,229,47,132
669932,ISC-GEM,1979,2,19,0,35,42.91,,124.658,5.666,6.7,4.4,,17.5,4.6,5.55,0.1,151,76,101,292,18,53
670170,ISC-GEM,1979,2,23,22,36,32.72,,124.591,12.819,6.1,4.4,,24.8,3.9,5.83,0.1,286,86,9,195,81,176
668320,ISC-GEM,1979,3,17,0,39,59.47,,121.448,20.055,6.2,4.5,,35,4.7,5.63,0.1,207,73,100,356,20,61
668650,ISC-GEM,1979,3,21,16,28,31.17,,126.336,10.107,9.8,6.2,,17.5,3.8,5.49,0.1,17,78,97,166,14,60
665994,ISC-GEM,1979,4,1,7,25,1.56,,125.516,5.218,10.1,5.8,,66.2,25,5.69,0.2,,,,,,
666008,ISC-GEM,1979,4,1,13,13,24.99,,123.236,7.298,8.8,5.9,,24.7,4.8,5.29,0.1,229,30,-127,90,66,-71
666128,ISC-GEM,1979,4,4,13,20,3.02,,123.66,19.779,5.3,4.4,,27.7,4.7,5.45,0.1,123,77,-6,214,84,-167
666215,ISC-GEM,1979,4,6,20,27,18.05,,126.864,6.567,7.1,5,,109.5,6.2,5.57,0.46,,,,,,
666373,ISC-GEM,1979,4,10,1,42,23.84,,126.918,3.083,4.9,3.5,,37.1,4.6,6.97,0.1,358,75,104,135,21,49
666486,ISC-GEM,1979,4,12,15,38,1.7,,122.558,10.429,6.8,4.6,,50,5,5.61,0.1,245,73,-137,139,49,-23
666661,ISC-GEM,1979,4,15,22,14,53.76,,123.604,5.638,5.1,3.4,,546.3,6.5,6.55,0.1,340,74,-64,100,31,-146
664363,ISC-GEM,1979,5,1,0,39,32.44,,125.578,9.422,5.5,3.7,,14.2,3.6,6.18,0.1,78,79,-157,344,68,-12
664388,ISC-GEM,1979,5,1,10,46,59.75,,125.705,9.431,7.8,4.9,,13.6,16.1,5.42,0.1,340,20,-86,156,70,-91
664945,ISC-GEM,1979,5,12,0,56,58.18,,125.484,11.915,9,5,,35,4.7,5.02,0.1,55,28,95,229,62,87
662143,ISC-GEM,1979,7,22,5,31,34.89,,124.539,13.826,5.5,4,,41.5,4.8,5.92,0.1,338,72,84,178,19,109
662162,ISC-GEM,1979,7,22,13,16,5.76,,126.508,2.965,10.3,6.1,,54.2,5.3,5.52,0.27,,,,,,
660022,ISC-GEM,1979,8,8,9,26,4.16,,119.493,16.055,7.1,5.4,,44.2,5.3,5.43,0.1,344,26,53,204,69,107
660618,ISC-GEM,1979,8,19,16,0,8.66,,128.139,3.218,6.6,4.8,,65,37.6,5.57,0.1,122,75,36,22,56,162
660921,ISC-GEM,1979,8,26,14,31,23.67,,122.064,19.046,5.2,3.6,,13,3.6,6.68,0.1,260,87,-163,169,73,-4
658295,ISC-GEM,1979,9,4,13,36,47.39,,126.573,2.028,8.2,5.7,,25,20,5.54,0.41,,,,,,
658617,ISC-GEM,1979,9,11,11,52,49.07,,125.16,8.102,6.7,4.4,,16.5,3.7,5.32,0.1,334,39,61,190,56,111
658893,ISC-GEM,1979,9,16,17,55,49.7,,128.097,3.625,5.7,3.9,,50,4.9,5.95,0.1,236,70,42,129,50,154
659593,ISC-GEM,1979,9,29,19,33,3.87,,127.005,10.553,10,6.9,,18.9,4.8,5.53,0.2,,,,,,
656618,ISC-GEM,1979,10,5,1,2,56.82,,126.388,9.825,7.7,4.8,,35,4.5,5.58,0.1,352,67,97,155,24,75
656619,ISC-GEM,1979,10,5,2,12,57.23,,126.337,9.848,8.8,5.2,,43.7,6,5.4,0.1,185,32,118,333,62,74
656953,ISC-GEM,1979,10,11,12,41,1.71,,126.054,3.803,6.7,4,,120.4,6.1,5.53,0.1,173,83,-88,336,8,-107
655889,ISC-GEM,1979,11,19,22,17,22.5,,125.304,5.891,5,3.6,,89.4,5,6.45,0.1,50,60,48,291,50,139
655938,ISC-GEM,1979,11,21,3,51,31.83,,126.818,2.235,11.2,7.2,,51.4,37.4,5.54,0.39,,,,,,
655964,ISC-GEM,1979,11,21,17,7,53.97,,126.961,2.033,7,5.1,,96.5,37.4,5.51,0.3,,,,,,
653601,ISC-GEM,1979,12,2,5,25,18.32,,121.405,22.94,4,2.9,,26.4,3.7,5.88,0.1,218,53,117,359,45,60
653624,ISC-GEM,1979,12,2,19,9,44.96,,121.419,23.022,4.4,2.7,,19.7,3.7,5.6,0.2,,,,,,
653765,ISC-GEM,1979,12,6,7,6,33.17,,126.147,2.531,6,4.4,,74.5,4.6,5.75,0.1,180,86,93,322,5,52
653965,ISC-GEM,1979,12,10,11,35,4.73,,126.836,2.437,8.4,5.3,,51.2,5.3,5.54,0.34,,,,,,
654484,ISC-GEM,1979,12,21,18,6,38.37,,127.312,8.583,7.2,4.8,,35,12.4,5.6,0.36,,,,,,
654507,ISC-GEM,1979,12,22,2,29,3.29,,122.239,7.828,7.3,5.2,,39.4,9.6,5.5,0.24,,,,,,
654562,ISC-GEM,1979,12,23,8,34,2.79,,126.797,3.599,6.2,3.9,,47.8,4.5,5.98,0.1,340,81,101,110,14,41
654760,ISC-GEM,1979,12,27,18,23,4.97,,124.511,13.941,5.5,4.2,,35,4,5.75,0.1,357,71,98,152,21,67
652177,ISC-GEM,1980,1,2,20,58,44.54,,126.255,5.979,5.4,3.7,,45,4.6,6.93,0.1,32,58,120,164,43,51
652179,ISC-GEM,1980,1,2,21,48,16.02,,126.147,5.939,7.6,5.2,,55,5,5.98,0.44,,,,,,
652221,ISC-GEM,1980,1,3,20,22,27.3,,126.045,5.812,6.3,4,,95,4.8,5.89,0.1,173,59,92,348,31,86
652249,ISC-GEM,1980,1,4,6,22,7.26,,126.607,6.14,6.4,4.4,,25,3.8,5.89,0.1,17,71,97,175,20,69
652442,ISC-GEM,1980,1,8,10,8,45.35,,125.948,5.791,6.1,4,,95,4.9,5.9,0.1,145,67,65,14,33,134
652947,ISC-GEM,1980,1,20,7,28,44.79,,128.495,2.807,5.8,4.2,,206.2,5.3,5.84,0.1,203,83,108,312,19,20
653446,ISC-GEM,1980,1,29,7,4,39.85,,128.195,2.538,6.2,4.6,,31.9,3.8,5.77,0.1,121,63,-147,15,61,-31
652032,ISC-GEM,1980,2,29,11,13,26.05,,126.879,6.337,5.5,3.9,,87.2,4.7,6.32,0.1,5,64,115,138,35,49
649333,ISC-GEM,1980,3,10,12,57,46.32,,126.175,2.412,10.8,6.5,,71.9,32.2,5.4,0.61,,,,,,
649659,ISC-GEM,1980,3,16,10,33,7.21,,126.824,3.113,6.6,4,,14.3,4.5,5.44,0.1,63,36,-29,178,73,-122
649952,ISC-GEM,1980,3,21,8,59,45.46,,121.417,22.991,4,2.9,,21.6,3.7,5.54,0.1,216,52,115,359,44,62
650533,ISC-GEM,1980,3,31,12,41,47.73,,121.951,16.117,5,4,,25,3.7,6.37,0.1,7,63,70,226,33,124
647072,ISC-GEM,1980,4,3,16,34,26,,125.358,5.353,5.6,3.9,,210,5.2,5.91,0.1,162,87,-86,288,5,-144
647623,ISC-GEM,1980,4,13,5,41,43.75,,126.307,9.013,6.3,4.1,,30,4.5,5.74,0.1,22,64,114,156,35,50
647857,ISC-GEM,1980,4,17,6,29,7.91,,126.856,23.791,5.5,4.9,,15.2,3.8,5.58,0.28,,,,,,
648339,ISC-GEM,1980,4,25,13,21,11.95,,126.601,4.622,7.4,4.7,,77.4,5.1,5.41,0.1,166,38,78,2,53,100
643240,ISC-GEM,1980,6,9,12,42,3.21,,126.648,9.731,5.6,3.8,,25,4,6.07,0.1,1,71,99,155,21,66
643630,ISC-GEM,1980,6,15,8,3,45.9,,126.519,9.815,6,4.5,,30,3.9,6.07,0.1,12,71,103,157,22,57
643814,ISC-GEM,1980,6,18,9,32,20.99,,121.295,22.001,6.4,5.2,,65,12.2,5.96,0.61,,,,,,
643826,ISC-GEM,1980,6,18,17,14,52.77,,126.632,9.5,5.6,4,,21.8,3.8,6.91,0.1,7,76,99,154,17,58
643833,ISC-GEM,1980,6,18,18,15,45.46,,126.492,9.516,9.8,6,,25,5,5.51,0.6,,,,,,
643845,ISC-GEM,1980,6,18,19,18,51.86,,126.554,9.328,8.1,5,,28.6,3.8,5.72,0.26,,,,,,
643867,ISC-GEM,1980,6,18,23,50,42.53,,126.725,9.33,6.5,4.7,,23.6,3.5,5.84,0.2,,,,,,
643883,ISC-GEM,1980,6,19,6,40,43.25,,126.733,9.647,5.9,4.1,,23.1,3.8,6.11,0.1,357,66,99,155,25,70
643908,ISC-GEM,1980,6,19,14,14,53.08,,126.521,9.393,7.3,4.3,,28.8,3.9,5.85,0.1,12,72,99,164,21,64
643912,ISC-GEM,1980,6,19,15,29,38.87,,126.577,9.41,6.5,4.1,,34.4,3.8,6.03,0.1,352,68,94,161,23,80
641430,ISC-GEM,1980,7,8,4,39,29.8,,125.712,6.649,4.9,3.4,,175.6,5,6.52,0.1,335,82,121,79,32,16
642670,ISC-GEM,1980,7,29,22,23,36.9,,126.63,2.605,7.3,4.9,,38.5,4.8,5.49,0.1,3,57,57,233,45,130
640332,ISC-GEM,1980,8,19,23,40,34.74,,126.54,8.428,7.2,4.5,,48.3,5.3,5.45,0.2,,,,,,
638891,ISC-GEM,1980,9,19,8,45,47.19,,120.709,13.898,4.7,3.9,,137.1,5,5.83,0.1,139,58,83,331,33,100
638992,ISC-GEM,1980,9,21,1,0,53.88,,126.131,5.998,7,4,,126,5.2,5.53,0.1,176,62,111,317,35,56
636492,ISC-GEM,1980,10,2,19,6,57.36,,122.452,19.973,4.5,3.2,,30,3.9,5.93,0.1,322,90,9,232,81,180
637520,ISC-GEM,1980,10,23,14,0,20.49,,117.837,6.517,7,5.7,,25.7,25,5.21,0.1,90,39,-104,288,52,-79
637738,ISC-GEM,1980,10,26,5,14,19.12,,125.537,11.73,4.9,3.6,,33.8,4,6.35,0.1,25,75,109,152,24,39
634823,ISC-GEM,1980,11,1,20,24,11.74,,124.604,3.672,12,6,,313.2,21.4,5.07,0.1,152,19,-66,306,73,-98
635532,ISC-GEM,1980,11,15,4,55,9.68,,127.368,6.046,8.5,5.4,,63.5,5.3,5.53,0.22,,,,,,
635569,ISC-GEM,1980,11,15,22,5,25.17,,126.695,3.498,6.7,4.2,,39.1,4.9,5.5,0.1,321,76,99,107,17,57
633943,ISC-GEM,1980,12,12,21,7,22.45,,123.858,6.649,5.3,4.4,,20,25,5.98,0.1,184,57,101,344,34,74
634152,ISC-GEM,1980,12,17,11,41,44.68,,126.226,8.065,6.9,4.4,,19.4,3.5,5.88,0.1,245,90,-157,155,67,0
632411,ISC-GEM,1981,1,7,21,36,22.6,,121.203,19.187,4.9,3.3,,28.5,3.6,5.97,0.1,193,64,76,43,30,116
632774,ISC-GEM,1981,1,17,7,23,55.3,,126.878,7.527,6.6,4.5,,59.2,5.1,5.58,0.2,,,,,,
633385,ISC-GEM,1981,1,31,9,17,17.09,,119.121,14.275,5.8,4.8,,14.8,3.7,5.43,0.1,358,44,-73,155,48,-106
630723,ISC-GEM,1981,2,1,12,22,25.46,,126.291,5.565,7.8,5.2,,54.9,6.1,5.4,0.1,166,38,58,24,58,112
630946,ISC-GEM,1981,2,7,3,50,20.29,,127.264,22.273,5.1,4.7,,21.8,3.8,5.67,0.1,132,83,-21,225,69,-172
631111,ISC-GEM,1981,2,10,15,11,24.59,,123.398,23.948,6.2,5.1,,41.1,5.2,5.49,0.1,37,70,85,231,20,103
631221,ISC-GEM,1981,2,13,11,8,35.89,,126.598,9.516,5.7,4.2,,40,4.9,5.91,0.1,17,67,122,139,39,39
631266,ISC-GEM,1981,2,14,7,31,34.53,,128.109,3.336,6.3,4,,153.7,4.9,5.59,0.1,184,68,90,4,22,90
631580,ISC-GEM,1981,2,20,20,9,11.66,,121.438,22.905,4.2,3,,27.8,4.5,5.17,0.1,215,27,80,46,64,95
629068,ISC-GEM,1981,3,2,12,13,46.9,,121.464,22.877,3.7,2.8,,22.9,3.7,6.05,0.1,213,54,112,357,41,62
629805,ISC-GEM,1981,3,13,15,15,54.92,,125.541,11.644,8.5,4.6,,54,5.2,5.31,0.1,161,34,68,7,59,104
629813,ISC-GEM,1981,3,13,18,21,40.16,,120.645,13.982,7.1,4.3,,133.5,4.8,5.62,0.1,142,72,69,12,27,137
629978,ISC-GEM,1981,3,16,17,55,27.04,,129.478,2.007,7.4,4.7,,13.9,4.6,5.36,0.1,186,49,-59,323,50,-121
630260,ISC-GEM,1981,3,22,18,7,51.23,,125.585,23.274,6,4.9,,17.6,3.9,5.54,0.36,,,,,,
630457,ISC-GEM,1981,3,26,21,30,4.62,,127.988,3.522,5.2,3.7,,44,5.3,6.54,0.1,256,81,58,152,33,163
628043,ISC-GEM,1981,4,10,21,43,3.11,,123.434,14.934,6.4,3.9,,30,6.5,5.64,0.1,355,85,116,94,27,11
628061,ISC-GEM,1981,4,11,5,29,31.85,,119.191,14.29,5.1,4.2,,10,3.2,5.85,0.1,158,65,-78,312,27,-114
626062,ISC-GEM,1981,5,2,11,54,36.07,,120.551,13.398,5.8,4,,18.5,3.9,5.48,0.1,180,77,110,301,24,34
626570,ISC-GEM,1981,5,13,1,39,56.55,,126.942,5.827,5.4,3.9,,145.6,4.8,6.32,0.1,111,54,74,317,39,111
626878,ISC-GEM,1981,5,19,17,11,32.7,,126.613,5.613,8.4,4.6,,88.4,6.2,4.98,0.1,299,54,150,48,66,40
627217,ISC-GEM,1981,5,25,13,27,49.25,,129.487,2.064,7.6,5.3,,13.3,4.6,5.5,0.28,,,,,,
627292,ISC-GEM,1981,5,26,6,47,43.33,,127.459,6.193,5.7,3.8,,12.8,4.5,5.53,0.1,322,50,-81,128,41,-100
625012,ISC-GEM,1981,6,11,2,51,0.43,,125.833,3.482,9.9,5.4,,85.8,5.5,5.5,0.51,,,,,,
625552,ISC-GEM,1981,6,22,10,21,5.84,,124.522,2.41,6.8,4.5,,303.8,7.8,5.55,0.1,341,79,32,244,59,167
625832,ISC-GEM,1981,6,28,8,1,43.1,,121.881,21.318,5.2,3.9,,110.3,6,5.21,0.1,266,40,87,89,50,92
623041,ISC-GEM,1981,7,4,2,38,16.4,,124.904,10.199,6.8,4.6,,49.5,4.9,5.44,0.1,213,47,124,348,53,59
624110,ISC-GEM,1981,7,22,18,31,39.91,,120.187,14.679,6.6,3.9,,73.1,5.2,5.25,0.1,210,47,-152,100,70,-47
613016,ISC-GEM,1981,8,14,6,24,46.34,,127.025,2.443,7.2,5.1,,53.7,4.8,5.76,0.1,1,63,128,121,46,40
610872,ISC-GEM,1981,9,3,4,29,54.64,,126.197,6.554,6.2,3.7,,93.6,5.3,6.03,0.1,188,84,-62,290,29,-167
610957,ISC-GEM,1981,9,4,11,15,14.41,,123.915,9.986,5.2,3.2,,635,6.5,6.61,0.1,31,55,-57,163,47,-128
611878,ISC-GEM,1981,9,21,7,44,31.83,,119.123,14.122,6.4,5.9,,16.1,4,5.6,0.31,,,,,,
610024,ISC-GEM,1981,10,16,14,40,55.31,,128.158,4.21,5.7,4.1,,25,3.8,5.8,0.1,358,77,89,181,13,94
610097,ISC-GEM,1981,10,17,20,4,15.63,,122.611,4.577,5.6,3.7,,605,7.4,6.01,0.1,4,79,-100,227,14,-48
610356,ISC-GEM,1981,10,23,8,19,2.4,,126.523,7.543,9.8,5.8,,157.2,6.3,5.17,0.1,190,23,113,344,69,80
608183,ISC-GEM,1981,11,3,10,3,21.65,,126.332,23.61,5.3,4.9,,12.7,3.9,5.19,0.1,29,23,-128,249,72,-75
608809,ISC-GEM,1981,11,17,21,31,1.37,,121.556,15.529,6.6,4.1,,33.2,4.8,5.17,0.1,328,19,-141,200,79,-75
609022,ISC-GEM,1981,11,22,15,5,23.21,,120.818,18.757,4.5,3.4,,30.4,3.8,6.42,0.1,129,48,-104,330,44,-75
609183,ISC-GEM,1981,11,26,22,3,24.93,,127.272,6.486,8,5,,21.6,4.9,5.36,0.1,349,32,-91,170,58,-89
607047,ISC-GEM,1981,12,12,4,52,39.39,,125.8,23.996,3.5,3.5,,13.2,3.3,6.37,0.1,204,87,-165,113,75,-3
607707,ISC-GEM,1981,12,25,0,28,14.38,,118.38,4.748,7.5,5.2,,15,25,5.55,0.1,122,72,20,25,71,161
605354,ISC-GEM,1982,1,11,6,10,6.95,,124.375,13.864,5,3.2,,31.8,3.9,7.07,0.1,351,80,98,132,13,51
605355,ISC-GEM,1982,1,11,6,41,11.75,,124.442,14.007,11.5,5.9,,28.2,15,5.52,0.2,,,,,,
605356,ISC-GEM,1982,1,11,6,49,20.57,,124.351,14.001,6.3,4.3,,29.5,4.6,6.14,0.69,,,,,,
605547,ISC-GEM,1982,1,14,11,36,4.45,,124.194,10.009,6.4,4.1,,595,6.3,5.72,0.1,179,67,-133,67,47,-32
606064,ISC-GEM,1982,1,22,16,4,36.9,,126.953,6.8,7.9,5.1,,33.5,6,5.52,0.2,,,,,,
606125,ISC-GEM,1982,1,23,14,10,41.67,,121.703,23.967,3.6,2.6,,15,3.3,6.02,0.1,38,85,80,280,11,152
606185,ISC-GEM,1982,1,24,6,8,59.02,,124.38,14.05,5.3,3.6,,35,4.6,6.62,0.1,355,80,101,125,15,41
604186,ISC-GEM,1982,2,17,16,53,55.23,,121.575,23.756,4.5,3,,25.9,4.7,5.26,0.42,,,,,,
604454,ISC-GEM,1982,2,22,12,37,49.12,,128.237,1.892,8.8,4.8,,138.3,22.5,5.6,0.2,,,,,,
602112,ISC-GEM,1982,3,12,5,27,45.67,,123.504,13.92,5.8,3.7,,15,3.6,5.98,0.1,359,87,145,91,55,4
600708,ISC-GEM,1982,4,15,22,13,14.15,,126.575,4.758,8.1,4.7,,108.7,5.2,5.24,0.1,33,9,-35,158,85,-98
600783,ISC-GEM,1982,4,17,9,21,2.31,,120.57,19.854,4.4,3.2,,28.2,3.9,6.35,0.1,25,55,-78,185,37,-106
600806,ISC-GEM,1982,4,17,18,17,12.27,,120.534,19.9,5.4,3.4,,26.5,5,5.14,0.1,190,31,-103,24,60,-82
600910,ISC-GEM,1982,4,19,14,42,21,,120.551,19.928,4.7,3.8,,31.6,3.8,6.21,0.1,7,50,-75,163,42,-107
598963,ISC-GEM,1982,5,14,13,49,24.43,,127.099,9.634,9.9,6.2,,11.9,4,5.53,0.59,,,,,,
599032,ISC-GEM,1982,5,15,16,58,27.98,,120.035,15.036,6.4,4.3,,41.1,5.2,5.42,0.1,338,44,63,194,51,114
596569,ISC-GEM,1982,6,4,15,21,34.91,,124.486,4.159,5.9,3.5,,330,5.2,5.97,0.1,45,81,-88,213,9,-102
597725,ISC-GEM,1982,6,23,23,23,33.64,,124.586,4.094,6,3.4,,321.8,6.1,5.51,0.1,347,48,-67,134,47,-114
594707,ISC-GEM,1982,7,2,9,8,11.48,,125.912,4.983,6.6,4.1,,125.3,5.4,5.39,0.1,31,41,-96,218,49,-85
594950,ISC-GEM,1982,7,6,14,53,33.83,,120.603,14.228,5.9,4.1,,136.8,6,5.44,0.1,30,27,156,141,80,65
594951,ISC-GEM,1982,7,6,15,1,26.56,,128.527,3.026,7.3,4.6,,28.4,4,5.62,0.2,,,,,,
595096,ISC-GEM,1982,7,9,10,43,12.69,,126.679,2.108,8.1,4.7,,64.1,5.1,5.53,0.1,204,57,95,14,33,82
595310,ISC-GEM,1982,7,13,17,5,20.48,,125.815,5.856,6.7,3.9,,164.3,5.2,5.57,0.1,157,85,-77,270,14,-156
596175,ISC-GEM,1982,7,27,19,34,33.63,,128.572,3.666,6.9,4.4,,25.4,3.6,5.82,0.1,355,63,103,148,29,66
592583,ISC-GEM,1982,9,24,22,51,52.12,,126.701,6.031,7.4,4.4,,33.3,3.9,5.9,0.1,357,82,77,234,15,146
592672,ISC-GEM,1982,9,26,8,32,32.7,,126.752,6.643,6.1,3.7,,189.4,5.3,5.33,0.1,323,30,85,149,60,93
590789,ISC-GEM,1982,10,20,20,1,58.5,,121.878,23.874,3.6,3,,30.4,4.5,5.89,0.1,54,66,104,201,27,60
591115,ISC-GEM,1982,10,27,10,30,14.98,,121.512,20.564,5.4,4,,37.5,5.1,5.54,0.1,325,83,-12,56,78,-173
588705,ISC-GEM,1982,11,8,18,35,36.92,,127.806,4.827,7.1,4.2,,166.9,5.2,5.52,0.1,156,89,94,265,4,19
587874,ISC-GEM,1982,12,28,13,49,30.1,,121.382,19.919,4.6,3.6,,30.1,3.9,6.07,0.1,196,64,105,344,30,62
588063,ISC-GEM,1982,12,29,14,5,43.16,,120.368,14.83,6.2,4.2,,117,6,5.55,0.1,312,71,-48,62,45,-153
583888,ISC-GEM,1983,1,2,18,29,44.3,,126.771,2.034,7.3,4.4,,24,4.7,5.46,0.1,229,81,114,339,26,22
584058,ISC-GEM,1983,1,5,4,28,11.13,,122.192,9.68,5,3.9,,26,3.7,5.96,0.1,177,78,91,349,12,83
584204,ISC-GEM,1983,1,7,9,17,37.87,,126.973,3.352,7.5,4.6,,66,5.3,5.35,0.1,246,52,-167,147,80,-39
584684,ISC-GEM,1983,1,15,0,16,51.02,,124.637,7.432,7,4.4,,16.5,3.7,5.49,0.1,44,56,113,187,41,61
585570,ISC-GEM,1983,1,24,8,43,4.66,,122.63,4.129,8.7,5,,605.8,8.2,5.52,0.35,,,,,,
585919,ISC-GEM,1983,1,28,3,15,10.16,,124.057,2.655,5.7,3.6,,355.1,5.3,5.95,0.1,29,67,-128,272,44,-35
582512,ISC-GEM,1983,2,9,5,43,35.55,,120.493,19.647,5.8,4.1,,15.1,4.5,5.36,0.1,44,22,-112,247,69,-81
582513,ISC-GEM,1983,2,9,5,53,59.48,,120.58,19.631,6.7,4.7,,11.2,3.9,5.67,0.34,,,,,,
582686,ISC-GEM,1983,2,12,8,47,13.98,,126.288,5.658,5.6,3.6,,45.9,4.8,6.28,0.1,19,62,107,166,32,62
582782,ISC-GEM,1983,2,13,15,10,11.63,,126.187,11.456,7.7,4.7,,16.9,6.1,5.56,0.2,,,,,,
583193,ISC-GEM,1983,2,19,20,14,23.82,,123.981,8.688,5.9,3.4,,566.1,6.8,5.97,0.1,357,73,-104,218,21,-52
583230,ISC-GEM,1983,2,20,10,49,53.82,,126.276,5.608,5.6,3.4,,46.4,4.9,6.32,0.1,18,57,107,170,37,66
583445,ISC-GEM,1983,2,23,21,26,44.16,,126.636,2.024,7,4.1,,59.2,5,5.43,0.1,37,32,101,204,59,83
580429,ISC-GEM,1983,3,10,11,58,22.83,,126.653,5.497,7.7,4.4,,44,4.7,5.81,0.1,25,67,116,155,34,45
580508,ISC-GEM,1983,3,11,23,2,36.34,,126.602,5.382,9.3,5,,39.3,6.6,5.44,0.1,154,27,53,13,69,107
580698,ISC-GEM,1983,3,15,12,37,56.04,,123.74,7.023,8.2,4.9,,63.2,4.8,5.62,0.52,,,,,,
580720,ISC-GEM,1983,3,15,19,58,33.18,,126.499,5.414,6.1,3.8,,44.6,4.8,6.49,0.1,26,62,117,160,38,50
580842,ISC-GEM,1983,3,17,18,10,48.85,,122.828,12.965,6.5,4.1,,25,3.8,5.85,0.1,126,88,5,36,85,178
581020,ISC-GEM,1983,3,20,11,24,46.58,,126.708,2.335,9,4.9,,25,4.6,5.33,0.1,342,46,54,208,55,121
578899,ISC-GEM,1983,4,15,14,21,49.5,,121.971,13.169,6.5,4.1,,22,4,5.49,0.1,125,78,14,32,77,167
579338,ISC-GEM,1983,4,22,7,51,54.04,,126.905,6.108,7,4.5,,85.9,6.1,5.32,0.1,32,47,124,167,53,59
575704,ISC-GEM,1983,5,6,18,24,20.08,,121.739,15.406,5.3,3.9,,35,4.6,5.79,0.1,210,88,-108,115,18,-5
576019,ISC-GEM,1983,5,11,0,17,13.95,,128.26,2.327,5.8,3.8,,132.2,5.1,6.1,0.1,312,78,66,198,27,153
576190,ISC-GEM,1983,5,13,18,9,35.7,,128.127,3.044,5.7,3.6,,115,4.9,5.74,0.1,263,58,-91,85,32,-88
577437,ISC-GEM,1983,5,29,2,14,24.44,,122.584,4.163,7.6,4.4,,615,8.3,5.27,0.1,200,3,-69,359,87,-91
573176,ISC-GEM,1983,6,1,1,36,58.78,,120.733,13.923,5.1,3.8,,227.5,5.4,5.92,0.1,284,68,107,65,28,54
574858,ISC-GEM,1983,6,25,14,12,58.4,,123.348,23.174,4.6,3.8,,31.1,4.8,5.23,0.1,57,48,-171,322,84,-43
575173,ISC-GEM,1983,6,30,17,37,48.55,,128.254,2.641,5.8,4.1,,29.7,3.8,5.64,0.1,288,86,-142,194,52,-5
571366,ISC-GEM,1983,7,3,2,49,27.09,,122.409,20.236,4.3,3.4,,200,5.1,5.8,0.1,143,53,-95,332,37,-83
572135,ISC-GEM,1983,7,14,19,47,47.91,,126.427,5.512,5.6,3.5,,39.4,4.7,6.21,0.1,18,73,107,152,24,46
572177,ISC-GEM,1983,7,15,10,45,38.51,,126.513,5.514,6.5,3.9,,33.1,4.5,5.95,0.1,12,65,114,145,34,49
572218,ISC-GEM,1983,7,16,2,32,17.38,,126.495,5.578,7,4.3,,26.7,4.7,5.47,0.1,24,72,124,138,38,31
572523,ISC-GEM,1983,7,20,22,57,17.17,,127.352,5.959,6.1,4,,17.7,5,5.39,0.1,348,43,-73,145,49,-105
573058,ISC-GEM,1983,7,29,20,25,58.34,,126.511,5.458,8,4.3,,28,4.6,5.49,0.44,,,,,,
569336,ISC-GEM,1983,8,2,2,17,41.35,,122.104,20.499,3.6,3.2,,150,4.9,6.24,0.1,168,67,-95,0,23,-79
570057,ISC-GEM,1983,8,11,12,3,2.79,,120.98,18.811,5,3.8,,27.5,4,5.82,0.1,83,72,-152,344,63,-20
570101,ISC-GEM,1983,8,12,7,42,14.66,,119.913,15.035,7.7,5.6,,36.5,5.1,5.44,0.1,345,34,53,207,63,112
570383,ISC-GEM,1983,8,17,12,17,57.88,,120.847,18.15,4.5,3.6,,28.7,3.9,6.57,0.1,30,71,-60,149,35,-146
570616,ISC-GEM,1983,8,21,8,34,45.98,,126.605,3.788,6.2,3.8,,34.1,4,5.83,0.1,6,46,92,183,44,88
570992,ISC-GEM,1983,8,27,18,49,50.89,,125.996,8.148,5.6,3.8,,14.7,3.6,6,0.1,61,88,172,152,82,2
568285,ISC-GEM,1983,9,13,2,3,26.63,,126.569,7.555,5.4,3.5,,28.5,3.7,5.88,0.1,234,69,-149,132,62,-24
568539,ISC-GEM,1983,9,16,23,10,49.54,,120.695,17.934,5.4,3.9,,31.5,3.9,5.48,0.1,19,80,-38,116,52,-167
569064,ISC-GEM,1983,9,26,9,41,21.08,,126.142,11.015,8.5,5.1,,23.3,5.5,5.55,0.55,,,,,,
566014,ISC-GEM,1983,10,4,3,10,2.78,,121.444,20.116,5.7,3.4,,34.8,4.9,5.51,0.1,209,70,105,351,25,55
566228,ISC-GEM,1983,10,7,20,5,19.24,,122.555,23.964,5.6,4.7,,40.6,5,5.05,0.1,207,35,99,16,55,84
566847,ISC-GEM,1983,10,20,10,22,29.25,,128.277,2.646,9.7,6.8,,71.4,25,5.16,0.1,181,44,94,355,47,86
564573,ISC-GEM,1983,11,9,3,13,8.44,,126.118,11.281,6.2,4.4,,18.4,5.4,5.41,0.1,130,51,43,9,58,132
564706,ISC-GEM,1983,11,10,23,33,53.19,,123.043,4.221,6.8,4.1,,575.2,7.9,5.51,0.1,25,77,-83,175,15,-119
564769,ISC-GEM,1983,11,11,21,19,28.67,,125.687,6.31,6.9,4.4,,127.1,5.4,5.48,0.1,339,58,66,199,39,123
565145,ISC-GEM,1983,11,19,4,31,50.37,,126.659,1.995,9.9,5.9,,37.4,5,5.36,0.1,356,28,76,192,63,97
