eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,Anthropogenic

16957953,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1907,4,18,20,59,53.52,,122.72,14.39,23.2,14.4,,15.0,25.0,7.52,0.56,
16957952,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1907,4,18,23,52,34.58,,123.382,14.67,18.1,15.1,,15.0,20.6,7.44,0.71,
610548683,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1907,5,20,7,47,37.68,,126.5,11.088,37.2,18.9,,10.0,14.0,6.37,0.39,
610548685,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1907,5,25,15,51,17.86,,122.748,18.387,76.1,16.5,,15.0,17.0,6.18,0.22,
610548686,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1907,6,24,3,36,12.17,,118.921,1.948,35.9,13.7,,35.0,25.0,6.31,0.39,
16957964,ISC,ISC|PAS-Ms,1907,6,25,17,54,40.28,1.25,127.2325,1.3426,23.0,18.34,88.0,200.0,,7.5,0.2,
16957967,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1907,7,9,18,54,58.87,,121.796,15.152,40.5,15.7,,15.0,10.6,6.82,0.48,
16957968,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1907,7,20,13,38,22.96,,126.188,8.316,39.2,16.8,,35.0,26.6,7.06,0.22,
610548699,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1907,9,22,12,7,16.49,,120.286,21.845,143.8,44.4,,10.0,9.7,6.2,0.2,
610548707,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1907,11,16,22,5,33.89,,122.802,15.02,71.6,31.7,,30.0,6.6,6.43,0.23,
610326336,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1907,11,24,13,58,37.46,,122.541,13.359,29.6,16.3,,15.0,3.8,6.59,0.23,
16957982,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1908,1,11,3,34,36.18,,121.788,22.074,20.2,14.7,,15.0,12.8,7.22,0.2,
16957985,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1908,3,5,2,17,38.99,,124.647,11.343,128.1,17.4,,15.0,9.8,7.11,0.2,
914225,GUTE,GUTE|PAS-Ms,1909,4,14,19,53,42.0,,123.0,24.0,,,,80.0,,7.3,0.2,
16958027,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1909,4,25,22,35,50.89,,127.123,3.117,34.3,13.4,,35.0,14.2,6.5,0.29,
16958091,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1910,6,17,5,28,7.51,,120.673,22.505,32.4,15.2,,35.0,8.5,6.29,0.22,
16958104,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1910,9,1,0,44,29.26,,121.617,20.741,59.9,17.3,,15.0,14.7,6.99,0.29,
16958115,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1910,11,14,7,34,17.5,,121.81,22.762,29.4,18.5,,15.0,7.0,6.89,0.23,
16958127,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1910,12,16,14,44,55.85,,126.017,4.668,28.0,11.9,,15.0,43.9,7.61,0.2,
610643057,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1910,12,18,2,45,6.83,,125.537,4.841,27.7,15.2,,35.0,25.0,6.5,0.24,
914153,GUTE,GUTE|PAS-Ms,1911,3,6,17,30,0.0,,126.0,6.0,,,,100.0,,6.8,0.2,
16958154,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1911,7,12,4,7,38.11,,127.029,8.488,17.2,8.8,,15.0,5.0,7.7,0.32,
16958206,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1912,8,17,19,11,56.32,,125.973,3.568,18.8,8.6,,35.0,30.6,7.49,0.2,
16958216,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1912,11,3,6,4,34.86,,121.028,23.699,98.1,25.1,,25.0,7.2,6.27,0.41,
610326390,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1912,11,8,7,53,23.17,,124.002,12.688,46.9,28.6,,15.0,8.0,6.2,0.86,
914027,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,1,8,19,16,50.86,,121.029,22.734,60.9,23.7,,15.0,6.2,6.2,0.2,
914028,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,1,9,2,55,5.37,,121.1,20.933,19.2,13.7,,35.0,21.8,6.61,0.24,
914029,GUTE,GUTE|PAS-Ms,1913,1,11,13,16,54.0,,122.0,1.5,,,,35.0,,7.1,0.2,
914043,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,3,14,8,45,5.37,,125.891,5.544,20.3,8.4,,15.0,14.7,7.88,0.33,
914047,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,3,26,21,35,49.96,,126.719,1.928,56.3,35.7,,70.0,20.0,6.21,0.2,
914054,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,4,14,7,48,23.41,,122.073,23.827,32.1,9.7,,15.0,6.4,6.34,0.24,
914055,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,4,18,13,13,21.25,,125.725,8.21,34.3,16.5,,15.0,16.3,6.27,0.38,
914056,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,4,18,19,2,33.49,,126.515,9.459,19.6,11.8,,15.0,17.1,6.62,0.39,
914058,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,4,24,10,15,25.29,,125.813,9.895,17.2,12.9,,15.0,18.0,6.63,0.21,
914059,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,4,24,12,15,27.64,,126.309,9.737,19.9,10.9,,15.0,17.1,6.43,0.23,
914060,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,4,25,17,56,33.93,,126.843,9.265,23.9,9.0,,15.0,11.8,7.19,0.48,
914061,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,4,26,4,6,12.22,,126.265,9.337,25.8,13.6,,35.0,17.1,6.23,0.39,
914062,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,4,26,4,21,5.62,,127.845,8.698,44.7,21.5,,15.0,25.0,6.45,0.32,
914063,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,4,28,18,39,26.2,,125.291,9.275,26.9,9.9,,15.0,16.1,6.33,0.32,
914064,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,4,29,3,8,22.96,,127.012,9.734,23.8,11.4,,15.0,11.8,6.21,0.25,
914106,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1913,12,15,17,43,23.06,,122.95,23.469,34.8,29.4,,15.0,8.2,6.31,0.2,
913996,GUTE,GUTE|PAS-Ms,1914,7,6,6,37,30.0,,122.0,24.0,,,,60.0,,6.8,0.2,
914014,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1914,10,23,6,18,45.56,,128.022,4.206,24.4,12.2,,35.0,31.1,7.48,0.34,
913884,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1915,2,28,18,59,11.1,,123.668,23.582,13.7,7.1,,20.0,7.1,7.21,0.57,
913886,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1915,3,12,14,48,32.48,,122.695,11.844,20.9,10.3,,15.0,6.5,6.82,0.39,
913921,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1915,7,2,13,23,29.67,,120.313,19.723,49.4,7.7,,15.0,16.0,5.96,0.38,
16958285,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1915,7,23,17,17,59.18,,120.893,23.341,113.4,64.2,,15.0,7.2,5.62,0.2,
913938,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1915,9,5,12,17,7.05,,127.849,8.941,45.9,27.4,,15.0,25.0,6.07,0.2,
913940,GUTE,GUTE|PAS-Ms,1915,9,11,23,59,12.0,,123.5,5.5,,,,600.0,,6.8,0.2,
913952,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1915,11,18,20,19,26.59,,119.21,17.941,18.9,10.0,,15.0,25.0,6.27,0.21,
913764,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1916,2,14,10,1,46.13,,126.465,3.544,27.4,8.8,,70.0,19.1,6.44,0.2,
913812,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1916,6,9,21,24,26.9,,126.867,6.243,20.2,14.5,,35.0,40.3,6.31,0.31,
913834,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1916,8,8,18,53,9.37,,120.345,18.848,23.3,11.7,,15.0,10.2,6.03,0.28,
16958303,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1916,8,28,7,27,5.03,,122.258,21.855,44.1,25.8,,15.0,25.0,6.96,0.21,
913866,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1916,11,14,22,31,41.9,,120.432,23.839,34.1,13.0,,15.0,2.7,6.39,0.2,
913391,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1917,1,6,18,8,59.53,,120.9,23.9,,,,15.0,6.8,5.92,0.67,
913392,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1917,1,10,13,19,21.85,,125.453,9.162,69.4,24.9,,15.0,27.9,5.72,0.29,
913405,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1917,1,31,4,0,14.7,,124.908,5.523,47.4,8.7,,35.0,13.4,6.93,0.2,
913413,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1917,2,18,1,22,47.8,,123.238,11.287,29.8,17.1,,15.0,25.0,5.88,0.27,
913419,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1917,2,25,5,20,22.3,,125.666,12.998,17.0,10.3,,15.0,13.1,5.88,0.2,
913420,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1917,2,25,5,45,58.94,,125.743,12.969,22.4,20.2,,15.0,13.1,6.07,0.2,
913514,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1917,5,28,12,1,45.48,,123.047,12.77,,,,15.0,11.7,5.96,0.32,
913652,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1917,9,7,22,22,45.91,,123.367,14.144,64.8,36.3,,15.0,22.4,5.95,0.27,
913694,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1917,11,13,19,59,37.5,,115.847,8.832,29.2,16.6,,35.0,25.0,5.91,0.36,
913702,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1917,11,16,22,17,3.33,,126.594,5.409,14.2,8.8,,65.0,24.0,6.62,0.21,
913057,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1918,2,7,5,20,20.57,,126.059,6.992,15.4,10.0,,35.0,20.8,6.9,0.2,
913072,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1918,2,13,6,7,16.52,,117.004,23.609,10.5,10.0,,15.0,25.0,7.37,0.42,
913138,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1918,5,4,6,6,11.45,,120.041,21.569,18.5,11.3,,15.0,7.9,6.37,0.51,
913166,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1918,6,8,20,13,29.64,,128.72,3.273,26.7,15.9,,35.0,19.5,6.02,0.61,
913190,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1918,7,1,6,8,35.35,,126.478,8.945,18.9,10.6,,35.0,15.8,6.75,0.2,
913230,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1918,8,15,12,18,24.83,,123.994,5.538,18.4,10.5,,20.0,25.0,8.3,0.4,
913231,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1918,8,15,15,26,20.92,,124.261,5.213,25.0,14.1,,35.0,25.0,6.45,0.2,
913232,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1918,8,15,17,30,11.21,,125.751,5.232,13.6,10.3,,15.0,23.1,6.74,0.51,
913233,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1918,8,16,3,25,40.63,,124.671,5.382,20.1,10.1,,35.0,25.0,6.0,0.2,
913235,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1918,8,16,8,35,52.22,,123.726,6.02,23.4,11.4,,35.0,25.9,6.29,0.2,
913239,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1918,8,18,6,4,58.07,,123.321,4.367,48.6,39.4,,15.0,10.2,6.12,0.2,
913256,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1918,9,5,7,5,34.56,,125.465,5.501,29.2,11.2,,15.0,25.0,6.11,0.39,
913280,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1918,9,13,11,3,15.64,,120.289,21.158,54.6,11.7,,25.0,8.9,6.02,0.2,
912699,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1919,1,1,1,33,50.26,,126.526,6.808,12.3,8.3,,35.0,32.9,7.21,0.41,
912745,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1919,3,16,7,33,21.22,,126.416,8.391,17.1,9.2,,60.0,31.1,6.63,0.44,
912747,GUTE,GUTE|PAS-Ms,1919,3,21,1,2,23.0,,123.0,13.0,,,,50.0,,6.5,0.2,
912747,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1919,3,21,1,2,43.8,,120.049,14.323,22.2,18.1,,35.0,11.0,6.68,0.2,
912750,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1919,3,21,17,29,26.13,,127.054,3.3,151.9,21.8,,35.0,22.4,6.05,0.2,
912770,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1919,4,27,0,21,59.93,,120.429,12.351,17.8,9.2,,15.0,13.7,6.57,0.92,
912787,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1919,5,16,1,0,7.2,,124.772,22.647,48.0,13.1,,15.0,25.0,6.21,0.23,
912816,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1919,6,24,18,34,38.58,,120.276,17.296,33.9,16.9,,15.0,29.6,6.23,0.2,
912960,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1919,9,26,9,6,55.91,,119.987,17.519,18.1,12.3,,35.0,19.7,6.71,0.27,
912961,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1919,9,26,19,39,43.57,,124.214,6.864,13.7,9.5,,35.0,25.0,6.6,0.2,
912999,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1919,10,31,19,2,37.61,,120.97,23.747,30.5,10.7,,15.0,7.2,6.45,0.2,
913020,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1919,12,20,19,34,5.01,,121.845,22.779,14.1,12.5,,15.0,7.0,6.78,0.2,
913021,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1919,12,20,20,37,34.18,,121.787,22.529,12.3,7.1,,20.0,11.2,7.4,0.28,
912485,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1920,5,7,5,40,51.54,,126.791,6.804,15.8,9.1,,35.0,13.8,6.92,0.38,
912496,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1920,5,19,3,10,53.19,,119.305,2.511,20.7,10.6,,35.0,25.0,6.26,0.29,
912519,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1920,6,5,4,21,35.17,,121.954,23.688,8.9,6.6,,20.0,9.8,8.23,0.33,
912572,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1920,8,3,3,1,59.24,,127.892,5.901,21.2,10.7,,15.0,25.0,6.28,0.2,
912574,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1920,8,5,19,1,22.57,,122.63,19.596,49.1,26.6,,15.0,25.0,5.81,0.2,
912164,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1921,2,14,1,0,51.92,,128.892,5.146,32.4,11.9,,15.0,25.0,6.32,0.21,
912199,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1921,4,2,9,36,52.63,,124.821,23.879,12.7,7.6,,15.0,8.2,6.95,0.42,
912236,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1921,5,21,8,42,12.61,,125.635,12.67,20.0,11.3,,35.0,11.1,6.5,0.43,
912276,GUTE,GUTE|PAS-Ms,1921,7,15,18,6,22.0,,128.0,2.0,,,,140.0,,6.0,0.2,
912359,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1921,11,7,15,59,53.22,,126.849,7.145,16.6,10.0,,35.0,13.8,6.81,0.48,
912362,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1921,11,11,18,36,18.34,,127.151,7.452,15.9,7.9,,15.0,16.3,7.44,0.21,
911859,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1922,4,7,15,58,19.95,,120.326,22.94,12.8,7.8,,15.0,5.9,6.07,0.31,
911875,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1922,4,23,21,30,46.7,,123.392,12.106,32.1,29.8,,35.0,25.0,6.23,0.49,
911901,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1922,5,16,8,6,58.4,,120.699,19.951,24.0,8.0,,35.0,6.0,6.16,1.52,
911905,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1922,5,22,18,4,47.83,,120.227,23.842,15.5,8.4,,15.0,7.7,6.08,0.59,
911911,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1922,6,2,20,11,47.93,,127.224,7.335,15.3,8.0,,15.0,16.3,6.45,0.35,
911936,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1922,6,27,14,29,57.86,,126.981,7.107,21.9,10.6,,35.0,13.8,6.32,0.29,
911955,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1922,7,13,4,58,6.14,,124.569,7.668,20.0,13.4,,15.0,7.9,6.42,0.47,
911996,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1922,8,29,17,1,7.75,,121.855,12.201,16.0,9.8,,15.0,3.1,6.77,0.26,
912005,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1922,9,6,22,12,5.17,,122.96,23.824,24.0,9.8,,13.0,7.8,6.28,0.27,
912049,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1922,10,27,14,22,49.13,,121.54,23.957,16.0,8.4,,15.0,7.1,6.65,0.25,
911301,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1923,3,2,16,48,34.06,,124.873,7.641,12.9,9.8,,15.0,10.0,7.18,0.52,
911312,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1923,3,14,20,44,11.88,,126.901,6.017,19.9,10.7,,35.0,40.3,6.4,0.2,
911315,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1923,3,16,22,1,44.58,,127.323,6.528,12.6,8.1,,35.0,16.6,6.89,0.3,
911334,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1923,4,19,3,9,13.61,,117.432,2.536,12.2,8.1,,35.0,25.0,6.81,0.2,
911428,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1923,7,2,2,31,55.89,,123.046,23.069,15.6,9.8,,25.0,14.5,6.58,0.52,
911497,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1923,8,11,0,54,43.21,,118.26,5.252,13.7,10.0,,35.0,25.0,6.55,0.2,
911658,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1923,9,27,7,1,23.61,,126.738,8.369,37.6,16.0,,35.0,31.1,6.12,0.2,
911741,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1923,11,18,21,29,30.91,,122.331,23.979,9.4,7.1,,25.0,14.3,6.33,0.65,
911751,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1923,11,25,17,3,16.7,,122.928,23.562,14.2,7.9,,35.0,8.2,6.35,0.21,
910911,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1924,4,14,16,20,37.49,,126.167,6.625,11.4,7.0,,15.0,51.3,8.12,0.66,
910942,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1924,5,6,16,9,27.89,,119.261,15.899,10.2,7.9,,15.0,10.8,6.86,0.41,
910955,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1924,5,16,12,50,57.09,,124.917,11.025,31.1,22.0,,15.0,13.3,5.95,0.45,
911039,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1924,7,22,14,23,53.05,,121.881,23.589,11.0,8.6,,15.0,9.8,6.93,0.2,
911077,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1924,8,30,3,4,59.86,,126.942,8.982,10.7,7.1,,15.0,16.2,7.19,0.42,
911107,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1924,9,11,3,25,42.97,,126.771,5.795,22.8,13.2,,35.0,40.3,6.48,0.2,
911120,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1924,9,14,14,8,8.44,,127.467,9.9,31.1,11.8,,15.0,25.0,6.51,0.2,
911174,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1924,10,27,19,57,12.37,,124.117,7.054,14.1,9.1,,20.0,25.0,6.23,0.2,
910396,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,3,1,12,25,35.99,,120.997,22.886,15.6,8.6,,15.0,6.6,6.07,0.2,
910427,GUTE,GUTE|PAS-Ms,1925,3,26,10,25,12.0,,125.0,5.5,,,,180.0,,6.5,0.2,
910439,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,4,7,18,5,41.52,,126.722,7.569,15.2,8.4,,25.0,36.0,6.37,0.2,
910450,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,4,16,19,52,40.38,,121.096,21.786,6.7,4.9,,15.0,10.6,7.13,0.36,
910473,ISC,ISC|ISC-Ms,1925,5,3,17,21,47.03,0.38,126.3037,1.1896,13.05,6.115,65.0,15.0,,7.26,0.2,
910478,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,5,5,10,6,14.19,,123.044,9.798,9.2,7.0,,15.0,4.5,6.82,0.48,
910480,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,5,5,11,58,45.08,,123.113,9.513,19.8,11.8,,15.0,25.0,6.15,0.26,
910484,ISC,ISC|ISC-Ms,1925,5,5,23,21,8.9,0.45,126.1039,1.1812,11.79,7.261,69.0,15.0,,6.76,0.256,
910488,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,5,7,12,11,43.47,,125.672,12.85,17.9,14.3,,35.0,13.1,6.23,0.3,
910489,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,5,7,14,34,13.11,,125.219,12.836,18.0,15.6,,35.0,18.3,6.35,0.2,
910511,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,5,24,1,24,27.59,,121.627,23.803,10.1,5.3,,15.0,7.1,6.3,0.2,
910513,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,5,25,3,43,19.96,,121.992,12.586,13.8,8.9,,35.0,13.5,6.35,0.31,
910516,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,5,26,15,37,12.21,,122.716,23.83,14.7,8.5,,35.0,14.3,6.31,0.23,
910524,ISC,ISC|ISC-Ms,1925,6,3,4,33,54.06,0.45,126.0099,1.2921,12.27,7.88,62.0,15.0,,7.06,0.2,
910540,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,6,14,5,38,14.34,,121.687,23.911,10.3,5.3,,15.0,7.1,5.98,0.2,
910715,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,10,18,8,26,1.86,,126.408,4.8,43.4,13.7,,35.0,35.9,5.97,0.61,
910734,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,11,13,12,14,50.93,,124.719,12.734,8.8,5.9,,20.0,53.1,7.24,0.2,
910735,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,11,14,8,10,56.21,,125.434,12.311,14.5,9.1,,35.0,11.1,6.06,0.7,
910736,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,11,14,10,3,34.62,,125.541,12.467,12.4,8.5,,35.0,11.1,6.12,0.23,
910737,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,11,14,14,37,7.92,,125.566,12.701,21.0,12.6,,35.0,11.1,6.05,0.58,
910783,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1925,12,26,18,23,45.37,,125.695,8.945,23.0,14.4,,20.0,27.9,6.48,0.2,
910784,ISC,ISC|ISC-Ms,1925,12,27,10,28,20.43,0.71,126.2976,1.6696,18.78,11.44,59.0,35.0,,6.26,0.193,
909714,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1926,1,18,16,55,56.65,,124.857,6.176,26.3,11.7,,15.0,19.1,5.98,0.2,
909718,GUTE,GUTE|PAS-Ms,1926,1,23,3,11,52.0,,126.0,11.0,,,,35.0,,5.6,0.2,
909755,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1926,3,4,9,30,57.9,,127.699,4.759,10.5,7.8,,15.0,31.3,6.57,0.24,
909763,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1926,3,13,19,35,54.18,,126.708,22.886,28.4,14.4,,15.0,25.0,5.89,0.2,
909845,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1926,5,20,7,2,18.53,,124.928,5.548,11.1,8.1,,35.0,13.4,6.55,0.2,
909870,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1926,6,13,2,3,0.54,,115.704,19.085,23.9,14.7,,15.0,25.0,5.84,0.2,
909938,GUTE,GUTE|PAS-Ms,1926,7,14,16,46,48.0,,129.0,2.0,,,,180.0,,6.2,0.2,
909939,GUTE,GUTE|PAS-Ms,1926,7,14,16,59,27.0,,129.0,2.0,,,,180.0,,6.2,0.2,
909943,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1926,7,15,21,47,18.05,,121.061,22.519,23.3,12.0,,15.0,6.2,5.91,0.2,
909952,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1926,7,23,5,16,55.13,,126.338,6.166,17.3,9.9,,35.0,35.4,6.07,0.2,
