eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,Anthropogenic,Unnamed: 20
904555,GUTE,GUTE|PAS-Ms,1935,10,4,5,15,36.0,,125.0,6.0,,,,500.0,,6.5,0.2,,1949043|PAS|6.50|MS
904572,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,10,10,20,8,10.3,,126.6,11.4,27.1,20.4,,15.0,5.1,5.77,0.2,,904572|ISC-GEM|5.77|Mw
904633,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,11,5,20,57,19.76,,126.637,5.158,21.3,15.3,,15.0,35.9,6.07,0.22,,904633|ISC-GEM|6.07|Mw
904654,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,11,16,5,50,11.39,,125.819,11.874,19.2,17.9,,15.0,6.5,6.01,0.2,,904654|ISC-GEM|6.01|Mw
904700,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,12,17,19,17,35.5,,125.782,22.502,5.0,4.3,,15.0,22.6,6.99,0.54,,904700|ISC-GEM|6.99|Mw || 1949274|PAS|7.20|MS || 05952233|ISC|7.00|MS || PS1992290|ps1992-ph|7.00|Ms || 1949274|PAS|7.20|MS || 05952233|ISC|7.00|MS || PS1992290|ps1992-ph|7.00|Ms
904701,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,12,17,22,34,3.16,,125.164,22.868,13.5,8.6,,15.0,51.0,5.74,0.2,,904701|ISC-GEM|5.74|Mw
904716,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1935,12,22,12,24,12.03,,126.87,9.861,29.0,17.4,,15.0,12.7,5.6,0.2,,904716|ISC-GEM|5.60|Mw
903444,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,1,20,16,56,18.23,,126.633,5.827,8.9,5.7,,35.0,35.4,6.66,0.35,,903444|ISC-GEM|6.66|Mw || 1947324|PAS|7.10|MS || 05952244|ISC|6.70|MS || 1947324|PAS|7.10|MS || 05952244|ISC|6.70|MS
903538,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,4,1,2,9,27.54,,126.379,4.264,7.5,5.8,,35.0,6.7,7.75,0.32,,903538|ISC-GEM|7.75|Mw || 1947476|PAS|7.70|MS || 05952258|ISC|7.80|MS || PS1992293|ps1992-ph|7.60|Ms || 1947476|PAS|7.70|MS || 05952258|ISC|7.80|MS || PS1992293|ps1992-ph|7.60|Ms
903541,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,4,1,20,10,59.87,,126.655,3.838,7.8,6.0,,35.0,23.2,6.68,0.23,,903541|ISC-GEM|6.68|Mw || 05952259|ISC|6.70|MS || 05952259|ISC|6.70|MS
903554,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,4,10,16,53,43.51,,124.878,6.138,19.5,9.0,,25.0,19.1,5.68,0.46,,903554|ISC-GEM|5.68|Mw
903556,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,4,11,23,38,4.13,,125.812,11.703,15.6,12.7,,15.0,16.2,5.7,0.2,,903556|ISC-GEM|5.70|Mw
903582,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,4,25,4,36,24.47,,124.714,9.659,34.6,15.1,,25.0,14.9,5.6,0.64,,903582|ISC-GEM|5.60|Mw
903638,GUTE,GUTE|PAS-Ms,1936,5,20,0,16,1.0,,121.5,13.5,,,,160.0,,6.0,0.2,,1947624|PAS|6.00|MS
903652,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,5,28,12,28,28.17,,120.481,22.042,6.0,5.1,,15.0,9.7,5.87,0.45,,903652|ISC-GEM|5.87|Mw
903734,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,7,5,18,55,15.87,,126.804,6.04,7.2,6.8,,35.0,40.3,6.78,0.27,,903734|ISC-GEM|6.78|Mw || 1947769|PAS|7.30|MS || 05952279|ISC|6.70|MS || 1947769|PAS|7.30|MS || 05952279|ISC|6.70|MS
903735,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,7,6,1,55,19.25,,127.624,3.984,22.0,16.0,,15.0,25.0,5.75,0.3,,903735|ISC-GEM|5.75|Mw
903773,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,8,4,14,9,43.19,,120.943,19.187,8.9,6.0,,25.0,13.6,5.98,0.42,,903773|ISC-GEM|5.98|Mw || 1947828|PAS|5.60|MS || 1947828|PAS|5.60|MS
903778,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,8,9,16,7,10.92,,120.83,19.613,11.4,7.6,,25.0,10.8,5.93,0.47,,903778|ISC-GEM|5.93|Mw
903785,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,8,13,20,2,46.39,,126.373,8.842,9.5,6.5,,35.0,15.8,6.56,0.35,,903785|ISC-GEM|6.56|Mw || 1947842|PAS|6.80|MS || 05952284|ISC|6.50|MS || 1947842|PAS|6.80|MS || 05952284|ISC|6.50|MS
903786,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,8,14,22,34,56.25,,126.74,8.99,22.6,15.2,,15.0,15.8,6.03,0.46,,903786|ISC-GEM|6.03|Mw
903796,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,8,22,6,51,34.87,,121.24,21.963,4.4,3.6,,15.0,4.0,7.13,0.58,,903796|ISC-GEM|7.13|Mw || 1947858|PAS|7.20|MS || 05952286|ISC|7.20|MS || PS1992297|ps1992-ph|7.10|Ms || 1947858|PAS|7.20|MS || 05952286|ISC|7.20|MS || PS1992297|ps1992-ph|7.10|Ms
903797,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,8,22,11,9,17.85,,121.065,22.142,7.7,4.7,,10.0,10.6,5.84,0.22,,903797|ISC-GEM|5.84|Mw
903864,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,10,5,6,8,39.89,,122.61,8.914,15.7,10.1,,35.0,9.0,5.86,0.31,,903864|ISC-GEM|5.86|Mw || 1947961|PAS|5.80|MS || 1947961|PAS|5.80|MS
903873,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,10,10,3,8,14.97,,127.46,6.893,15.5,10.9,,15.0,16.2,5.73,0.2,,903873|ISC-GEM|5.73|Mw
903970,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,11,29,22,50,12.71,,121.221,22.057,7.9,5.4,,15.0,10.6,5.84,0.21,,903970|ISC-GEM|5.84|Mw
903978,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,12,8,10,24,26.67,,125.36,10.231,11.8,9.6,,15.0,25.0,5.83,0.2,,903978|ISC-GEM|5.83|Mw
903985,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1936,12,14,4,3,41.46,,119.976,13.81,10.4,7.7,,25.0,16.3,6.11,0.2,,903985|ISC-GEM|6.11|Mw
902915,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,1,15,5,10,59.19,,126.496,2.144,20.8,11.6,,15.0,20.0,5.72,0.2,,902915|ISC-GEM|5.72|Mw
902926,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,1,29,14,7,19.4,,122.249,23.983,7.7,5.0,,35.0,6.4,5.63,0.2,,902926|ISC-GEM|5.63|Mw
902929,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,1,29,21,18,18.5,,123.42,23.899,9.2,5.7,,35.0,5.1,5.66,0.2,,902929|ISC-GEM|5.66|Mw
902954,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,2,20,5,55,55.0,,119.868,16.203,17.2,8.4,,25.0,21.2,5.35,0.2,,902954|ISC-GEM|5.35|Mw
902996,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,3,16,15,45,41.85,,120.275,18.006,6.4,5.1,,15.0,27.6,5.9,0.2,,902996|ISC-GEM|5.90|Mw || 1946603|PAS|6.50|MS || 05952315|ISC|5.70|MS || 1946603|PAS|6.50|MS || 05952315|ISC|5.70|MS
903014,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,3,26,15,43,8.66,,124.736,7.327,25.9,12.9,,15.0,7.9,5.44,0.2,,903014|ISC-GEM|5.44|Mw
903025,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,4,3,11,20,27.75,,120.86,23.279,7.3,4.1,,10.0,7.2,5.63,0.23,,903025|ISC-GEM|5.63|Mw
903026,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,4,3,21,10,38.4,,119.746,15.427,9.1,7.3,,25.0,13.3,5.77,0.2,,903026|ISC-GEM|5.77|Mw
903033,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,4,9,14,4,56.97,,120.843,23.178,5.1,4.1,,15.0,6.6,5.62,0.31,,903033|ISC-GEM|5.62|Mw
903120,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,6,20,18,28,39.17,,126.734,11.735,36.5,20.1,,15.0,5.1,5.62,0.2,,903120|ISC-GEM|5.62|Mw
903195,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,8,8,15,21,6.69,,126.192,5.048,48.3,31.5,,15.0,23.1,5.67,0.53,,903195|ISC-GEM|5.67|Mw
903202,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,8,15,4,27,17.43,,120.895,19.277,12.4,7.2,,35.0,10.8,6.01,0.32,,903202|ISC-GEM|6.01|Mw
903210,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,8,20,11,59,21.42,,121.675,14.569,5.8,5.3,,15.0,3.8,7.64,0.47,,903210|ISC-GEM|7.64|Mw || 1946936|PAS|7.50|MS || 05952334|ISC|7.60|MS || PS1992303|ps1992-ph|7.30|Ms || 1946936|PAS|7.50|MS || 05952334|ISC|7.60|MS || PS1992303|ps1992-ph|7.30|Ms
903258,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,9,21,9,39,48.29,,126.365,1.972,9.2,6.8,,15.0,20.0,6.2,0.2,,903258|ISC-GEM|6.20|Mw || 1947018|PAS|6.90|MS || 1947018|PAS|6.90|MS
903260,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,9,22,3,11,7.73,,123.841,12.391,9.5,8.5,,15.0,8.0,6.26,0.25,,903260|ISC-GEM|6.26|Mw
903356,GUTE,GUTE|PAS-Ms,1937,11,26,10,45,14.0,,123.0,24.0,,,,50.0,,6.0,0.2,,1947171|PAS|6.00|MS
903375,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,12,8,8,32,11.03,,121.276,22.91,4.1,2.5,,15.0,3.8,6.9,0.38,,903375|ISC-GEM|6.90|Mw || 1947206|PAS|7.00|MS || 05952351|ISC|7.00|MS || 1947206|PAS|7.00|MS || 05952351|ISC|7.00|MS
903377,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,12,8,20,38,44.94,,121.467,22.785,6.9,3.6,,15.0,7.3,6.13,0.2,,903377|ISC-GEM|6.13|Mw
903382,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,12,13,18,53,59.15,,121.372,22.69,3.9,3.0,,15.0,3.8,6.65,0.51,,903382|ISC-GEM|6.65|Mw || 05952352|ISC|6.80|MS || 05952352|ISC|6.80|MS
903389,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,12,16,18,25,11.08,,125.542,14.095,9.8,9.2,,15.0,25.0,5.73,0.2,,903389|ISC-GEM|5.73|Mw
903392,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1937,12,17,9,32,16.97,,121.393,23.089,3.9,2.5,,15.0,7.3,6.6,0.23,,903392|ISC-GEM|6.60|Mw || 05952353|ISC|6.60|MS || 05952353|ISC|6.60|MS
902358,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,2,5,9,54,59.38,,123.708,13.203,9.6,7.9,,15.0,10.6,6.07,0.63,,902358|ISC-GEM|6.07|Mw || 1945566|PAS|6.50|MS || 1945566|PAS|6.50|MS
902373,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,2,11,14,39,27.06,,119.517,17.959,16.9,9.4,,15.0,4.1,5.82,0.2,,902373|ISC-GEM|5.82|Mw
902397,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,3,10,16,20,53.11,,126.436,6.571,24.9,23.9,,35.0,24.7,6.03,0.21,,902397|ISC-GEM|6.03|Mw
902417,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,3,31,22,31,16.04,,120.407,19.801,8.1,5.0,,15.0,6.0,6.21,0.27,,902417|ISC-GEM|6.21|Mw || 1945660|PAS|6.50|MS || 1945660|PAS|6.50|MS
902418,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,4,1,0,43,54.53,,120.847,20.009,17.2,13.5,,25.0,10.4,5.92,0.2,,902418|ISC-GEM|5.92|Mw
902421,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,4,1,21,31,17.28,,120.368,19.941,8.4,5.1,,15.0,6.0,6.02,0.24,,902421|ISC-GEM|6.02|Mw
902499,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,5,23,8,21,51.08,,120.058,17.987,5.9,4.9,,15.0,18.4,7.07,0.24,,902499|ISC-GEM|7.07|Mw || 1945807|PAS|7.00|MS || 05952378|ISC|7.20|MS || 1945807|PAS|7.00|MS || 05952378|ISC|7.20|MS
902542,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,6,16,22,50,30.4,,122.362,23.95,8.6,5.1,,25.0,14.3,5.64,0.36,,902542|ISC-GEM|5.64|Mw
902547,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,6,21,6,43,44.2,,121.383,21.028,9.9,6.7,,25.0,31.2,5.9,0.23,,902547|ISC-GEM|5.90|Mw
902555,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,6,29,9,39,52.05,,128.702,3.895,23.8,12.4,,15.0,11.7,5.67,0.34,,902555|ISC-GEM|5.67|Mw
902648,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,8,29,15,22,24.87,,124.134,12.036,7.8,6.0,,15.0,11.9,6.75,0.29,,902648|ISC-GEM|6.75|Mw || 05952394|ISC|7.10|MS || 05952394|ISC|7.10|MS
902653,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,9,1,2,54,16.59,,122.397,23.874,5.7,4.1,,25.0,14.3,6.11,0.2,,902653|ISC-GEM|6.11|Mw
902658,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,9,4,19,21,45.12,,120.316,13.669,14.8,11.8,,25.0,52.6,5.96,0.35,,902658|ISC-GEM|5.96|Mw
902663,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,9,7,1,54,32.83,,126.532,4.634,9.7,7.7,,15.0,18.3,5.99,0.2,,902663|ISC-GEM|5.99|Mw
902664,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,9,7,4,3,19.81,,121.506,23.807,3.6,2.3,,15.0,7.1,7.09,0.39,,902664|ISC-GEM|7.09|Mw || 1946077|PAS|7.00|MS || 05952397|ISC|7.30|MS || 1946077|PAS|7.00|MS || 05952397|ISC|7.30|MS
902710,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,10,10,20,48,7.01,,126.514,2.4,8.8,5.8,,15.0,18.0,7.22,0.2,,902710|ISC-GEM|7.22|Mw || 1946159|PAS|7.30|MS || 05952403|ISC|7.30|MS || PS1992314|ps1992-ph|7.10|Ms || 1946159|PAS|7.30|MS || 05952403|ISC|7.30|MS || PS1992314|ps1992-ph|7.10|Ms
902711,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,10,11,0,8,1.53,,126.352,2.639,14.0,11.4,,15.0,18.0,6.13,0.2,,902711|ISC-GEM|6.13|Mw || 05952404|ISC|6.20|MS || 05952404|ISC|6.20|MS
902713,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,10,13,15,26,21.18,,121.434,23.734,4.3,2.8,,15.0,10.6,6.31,0.27,,902713|ISC-GEM|6.31|Mw || 05952406|ISC|6.40|MS || 05952406|ISC|6.40|MS
902788,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,11,13,4,53,19.94,,125.783,10.34,9.7,7.9,,35.0,19.6,6.05,0.25,,902788|ISC-GEM|6.05|Mw
9342032,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,11,21,6,58,57.96,,121.536,23.937,7.0,4.4,,15.0,7.1,5.72,0.2,,9342032|ISC-GEM|5.72|Mw
902854,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,12,6,23,0,52.97,,121.52,22.841,4.1,2.6,,15.0,7.3,7.02,0.31,,902854|ISC-GEM|7.02|Mw || 1946397|PAS|7.00|MS || 05952425|ISC|6.90|MS || 1946397|PAS|7.00|MS || 05952425|ISC|6.90|MS
902856,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,12,7,10,12,8.15,,121.711,22.712,7.6,4.7,,15.0,12.3,5.86,0.2,,902856|ISC-GEM|5.86|Mw
902859,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,12,7,15,1,1.41,,121.355,22.933,5.6,3.7,,15.0,7.3,5.96,0.43,,902859|ISC-GEM|5.96|Mw
902861,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,12,9,5,2,51.11,,121.498,23.069,6.5,4.1,,15.0,7.3,5.84,0.2,,902861|ISC-GEM|5.84|Mw
902876,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,12,19,4,53,15.55,,118.958,18.436,10.2,7.6,,15.0,3.9,5.6,0.58,,902876|ISC-GEM|5.60|Mw
902883,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1938,12,22,16,56,49.21,,122.574,23.941,7.2,4.7,,35.0,14.3,6.09,0.23,,902883|ISC-GEM|6.09|Mw
901802,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1939,2,2,7,8,50.82,,127.325,3.655,30.3,18.8,,35.0,20.8,5.79,0.2,,901802|ISC-GEM|5.79|Mw
901811,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1939,2,4,11,34,5.61,,126.514,6.215,27.7,15.8,,35.0,35.4,5.73,0.67,,901811|ISC-GEM|5.73|Mw || 1944627|PAS|6.00|MS || 1944627|PAS|6.00|MS
901883,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1939,3,29,2,28,59.24,,126.265,9.282,16.3,12.7,,25.0,17.1,5.63,0.2,,901883|ISC-GEM|5.63|Mw
16965231,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1939,4,26,11,16,14.1,,122.848,19.0,13.7,10.8,,15.0,25.0,5.75,0.24,,16965231|ISC-GEM|5.75|Mw
901940,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1939,5,6,17,0,7.45,,121.194,13.7,9.0,8.3,,10.0,25.0,6.27,0.35,,901940|ISC-GEM|6.27|Mw || 1944843|PAS|6.50|MS || 1944843|PAS|6.50|MS
901971,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1939,5,16,7,20,17.17,,121.602,23.53,4.9,3.5,,25.0,10.6,6.2,0.31,,901971|ISC-GEM|6.20|Mw
901989,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1939,5,25,6,16,11.44,,122.954,12.938,19.5,16.8,,15.0,11.7,5.78,0.2,,901989|ISC-GEM|5.78|Mw
902001,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1939,6,2,3,33,15.98,,126.223,4.667,7.7,5.6,,35.0,43.9,6.39,0.28,,902001|ISC-GEM|6.39|Mw || 1944946|PAS|7.00|MS || 05952454|ISC|6.60|MS || 1944946|PAS|7.00|MS || 05952454|ISC|6.60|MS
902027,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1939,6,18,3,51,53.84,,121.448,23.016,6.5,4.0,,15.0,7.3,5.65,0.2,,902027|ISC-GEM|5.65|Mw
902045,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1939,6,27,23,4,23.63,,126.911,7.223,7.1,5.5,,35.0,13.8,6.69,0.2,,902045|ISC-GEM|6.69|Mw || 05952458|ISC|6.70|MS || 05952458|ISC|6.70|MS
902127,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1939,8,23,21,21,5.21,,126.61,6.967,21.9,16.5,,15.0,32.9,5.76,0.2,,902127|ISC-GEM|5.76|Mw
902130,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1939,8,26,3,24,44.33,,121.518,21.854,8.8,7.5,,15.0,12.2,5.55,0.29,,902130|ISC-GEM|5.55|Mw
902136,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1939,9,3,7,44,9.31,,121.194,20.01,8.3,6.1,,25.0,10.4,5.83,0.2,,902136|ISC-GEM|5.83|Mw
902150,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1939,9,16,7,16,18.22,,128.757,3.928,22.2,13.9,,15.0,25.0,5.91,0.33,,902150|ISC-GEM|5.91|Mw
902150,GUTE,GUTE|PAS-Ms,1939,9,16,7,16,26.0,,127.75,3.5,,,,90.0,,5.8,0.2,,1945194|PAS|5.80|MS
901209,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1940,2,22,13,30,53.63,,121.447,19.753,15.2,10.3,,25.0,8.5,5.96,0.42,,901209|ISC-GEM|5.96|Mw
901257,ISC,ISC|PAS-Ms,1940,3,28,15,48,56.4,0.28,120.5011,14.5833,6.408,4.886,38.0,200.0,,6.8,0.2,,1943694|PAS|6.80|MS
901269,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1940,4,8,2,49,22.04,,125.214,13.158,26.2,11.9,,15.0,18.3,5.84,0.2,,901269|ISC-GEM|5.84|Mw
901280,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1940,4,14,14,33,52.85,,127.557,9.645,18.5,14.2,,15.0,25.0,5.91,0.71,,901280|ISC-GEM|5.91|Mw
901403,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1940,6,5,14,47,53.11,,119.33,18.149,19.8,8.0,,15.0,4.1,5.71,0.2,,901403|ISC-GEM|5.71|Mw
901438,GUTE,GUTE|PAS-Ms,1940,6,18,13,52,33.0,,123.5,5.5,,,,570.0,,6.5,0.2,,1943983|PAS|6.50|MS
901499,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1940,7,21,15,38,28.49,,120.911,2.275,8.3,5.8,,15.0,25.0,6.35,0.34,,901499|ISC-GEM|6.35|Mw || 1944090|PAS|6.20|MS || 05952507|ISC|6.20|MS || 1944090|PAS|6.20|MS || 05952507|ISC|6.20|MS
901524,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1940,8,5,21,29,19.99,,122.161,23.909,6.4,5.2,,25.0,6.4,5.91,0.2,,901524|ISC-GEM|5.91|Mw
901561,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1940,9,1,8,13,48.65,,125.908,8.354,37.7,19.5,,35.0,26.6,5.84,0.2,,901561|ISC-GEM|5.84|Mw
901573,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1940,9,7,19,23,31.06,,127.12,8.946,18.1,16.7,,15.0,16.2,5.87,0.2,,901573|ISC-GEM|5.87|Mw
901575,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1940,9,9,20,23,2.42,,128.652,10.59,64.9,21.7,,15.0,25.0,5.55,0.63,,901575|ISC-GEM|5.55|Mw
901580,GUTE,GUTE|PAS-Ms,1940,9,12,0,21,21.0,,123.0,2.0,,,,160.0,,6.5,0.2,,1944225|PAS|6.50|MS
901602,ISC,ISC|PAS-Ms,1940,9,22,22,51,57.04,0.27,123.6086,7.5853,6.862,5.452,54.0,640.0,,6.8,0.2,,1944261|PAS|6.80|MS
901625,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1940,10,3,1,3,31.88,,120.844,19.323,26.4,11.1,,25.0,10.8,5.58,0.63,,901625|ISC-GEM|5.58|Mw
901639,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1940,10,7,6,42,52.44,,125.763,5.475,11.4,9.5,,15.0,14.7,5.96,0.2,,901639|ISC-GEM|5.96|Mw || 1944331|PAS|7.00|MS || 1944331|PAS|7.00|MS
901660,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1940,10,20,10,55,54.22,,122.952,13.622,39.1,21.9,,15.0,17.6,5.87,0.2,,901660|ISC-GEM|5.87|Mw
901738,GUTE,GUTE|PAS-Ms,1940,12,19,15,48,30.0,,118.0,9.0,,,,35.0,,5.6,0.2,,1944495|PAS|5.60|MS
901738,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1940,12,19,15,48,38.7,,118.195,10.287,37.0,16.3,,15.0,25.0,5.93,0.2,,901738|ISC-GEM|5.93|Mw
900608,GUTE,GUTE|PAS-Ms,1941,1,2,16,49,38.0,,122.5,3.0,,,,500.0,,6.2,0.2,,1942543|PAS|6.20|MS
900643,ISC,ISC|PAS-Ms,1941,2,4,14,3,20.37,0.32,124.0802,10.0627,7.403,5.664,61.0,605.0,,6.9,0.2,,1942613|PAS|6.90|MS
900648,GUTE,GUTE|PAS-Ms,1941,2,5,23,4,36.0,,128.0,3.0,,,,50.0,,5.8,0.2,,1942621|PAS|5.80|MS
900684,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1941,2,27,9,44,6.11,,127.2,3.753,12.3,6.5,,15.0,15.0,6.08,0.2,,900684|ISC-GEM|6.08|Mw || 1942684|PAS|6.80|MS || 1942684|PAS|6.80|MS
900770,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1941,4,18,5,23,18.22,,119.806,15.033,9.4,7.5,,25.0,18.9,5.84,0.2,,900770|ISC-GEM|5.84|Mw
900800,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1941,5,9,5,32,40.49,,122.682,13.731,8.4,7.2,,15.0,3.8,6.6,0.2,,900800|ISC-GEM|6.60|Mw || 1942887|PAS|6.80|MS || 05952551|ISC|6.80|MS || 1942887|PAS|6.80|MS || 05952551|ISC|6.80|MS
900847,GUTE,GUTE|PAS-Ms,1941,6,16,11,26,56.0,,127.5,6.0,,,,100.0,,6.5,0.2,,1942972|PAS|6.50|MS
900847,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1941,6,16,11,26,58.67,,126.256,6.231,14.7,9.6,,15.0,35.4,5.92,0.71,,900847|ISC-GEM|5.92|Mw
900913,GUTE,GUTE|PAS-Ms,1941,7,19,17,54,28.0,,124.0,10.0,,,,600.0,,5.8,0.2,,1943095|PAS|5.80|MS
901063,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1941,11,5,17,38,49.03,,123.518,12.808,6.9,6.2,,15.0,10.6,6.85,0.39,,901063|ISC-GEM|6.85|Mw || 1943360|PAS|6.90|MS || 05952573|ISC|7.00|MS || 1943360|PAS|6.90|MS || 05952573|ISC|7.00|MS
901124,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1941,12,16,19,19,43.64,,120.419,23.29,4.1,2.6,,15.0,3.7,7.22,0.2,,901124|ISC-GEM|7.22|Mw || 1943472|PAS|7.10|MS || 05952585|ISC|7.30|MS || PS1992337|ps1992-ph|7.00|Ms || 1943472|PAS|7.10|MS || 05952585|ISC|7.30|MS || PS1992337|ps1992-ph|7.00|Ms
900174,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1942,1,23,21,28,29.03,,126.306,10.185,12.9,9.3,,25.0,14.5,6.05,0.22,,900174|ISC-GEM|6.05|Mw
900228,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1942,3,12,13,24,6.46,,126.087,9.975,22.0,17.2,,15.0,18.0,5.93,0.2,,900228|ISC-GEM|5.93|Mw
