eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,Anthropogenic,Unnamed: 20
17293778,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1963,5,22,15,42,50.03,,127.895,4.323,6.7,4.7,,58.2,4.9,5.81,0.2,,17293778|ISC-GEM|5.81|Mw || 05958777|ISC|5.60|MS || 05958777|ISC|5.60|MS
872470,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1963,6,6,5,18,56.31,,120.572,19.896,4.4,3.4,,24.8,4.5,6.01,0.4,,872470|ISC-GEM|6.01|Mw || 05958802|ISC|6.60|mb || 05958802|ISC|5.90|MS || 05958802|ISC|6.60|mb || 05958802|ISC|5.90|MS
17293847,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1963,6,7,15,50,0.11,,121.798,18.903,6.4,4.2,,35.0,38.2,5.77,0.44,,17293847|ISC-GEM|5.77|Mw || 05958804|ISC|5.60|MS || 05958804|ISC|5.60|MS
872542,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1963,6,19,9,9,4.2,,126.54,4.588,6.0,4.3,,65.0,6.0,6.07,0.2,,872542|ISC-GEM|6.07|Mw || 05958818|ISC|6.00|MS || 05958818|ISC|6.00|MS
873848,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1963,12,21,13,9,11.64,,119.768,16.172,6.9,5.0,,44.9,5.3,5.91,0.2,,873848|ISC-GEM|5.91|Mw || 05959025|ISC|5.70|MS || 05959025|ISC|5.70|MS
871050,ISC-EHB,ISC-EHB|USCGS-mb,1964,1,4,10,38,58.18,,121.721,21.738,16.2,12.2,53.0,15.0,,4.79,0.283,,1893600|USCGS|4.70|mb
871256,ISC,ISC|USCGS-mb,1964,1,14,15,6,40.24,0.92,120.4907,13.6994,20.27,12.67,144.0,70.0,,4.56,0.283,,1893994|USCGS|4.50|mb
871334,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1964,1,18,12,4,44.64,,120.683,23.097,4.2,4.0,,48.1,4.8,6.5,0.2,,871334|ISC-GEM|6.50|Mw || 1894141|USCGS|5.90|mb || 1894143|ISC|6.50|mb || 1894143|ISC|6.80|MS || 1894141|USCGS|5.90|mb || 1894143|ISC|6.50|mb || 1894143|ISC|6.80|MS
871336,ISC,ISC|USCGS-mb,1964,1,18,12,32,37.92,0.84,122.9998,23.5368,23.53,15.96,82.0,29.0,,4.9,0.283,,1894146|USCGS|4.80|mb || 1894147|ISC|4.90|mb
871340,ISC,ISC|USCGS-mb,1964,1,18,13,43,4.39,0.58,120.8768,23.2253,11.75,7.275,97.0,12.0,,4.56,0.283,,1894152|USCGS|4.50|mb
871343,ISC,ISC|USCGS-mb,1964,1,18,14,45,43.43,0.68,122.1908,20.3506,18.8,9.825,87.0,40.0,,5.02,0.283,,1894158|USCGS|4.90|mb || 1894159|ISC|4.80|mb
871372,ISC,ISC|USCGS-mb,1964,1,19,8,47,12.81,0.72,121.0579,21.914,11.46,7.437,101.0,19.0,,4.67,0.283,,1894199|USCGS|4.60|mb
871381,EHB,EHB|USCGS-mb,1964,1,19,16,12,54.33,,120.768,23.329,15.8,12.5,78.0,48.0,13.0,4.9,0.283,,1894214|USCGS|4.80|mb || 1894216|ISC|4.80|mb
871396,ISC-EHB,ISC-EHB|USCGS-mb,1964,1,20,4,46,53.63,,126.507,8.317,18.9,8.7,69.0,40.0,,5.02,0.283,,1894239|USCGS|4.90|mb || 1894240|ISC|4.60|mb
871405,ISC,ISC|USCGS-mb,1964,1,20,15,39,40.32,0.57,120.2912,23.2469,7.436,4.945,102.0,16.0,,5.25,0.283,,1894251|USCGS|5.10|mb || 1894252|ISC|5.00|mb
871413,ISC-EHB,ISC-EHB|USCGS-mb,1964,1,20,20,38,17.33,,120.707,18.919,9.7,7.4,54.0,38.0,6.8,4.9,0.283,,1894266|USCGS|4.80|mb || 1894267|ISC|5.20|mb
871430,ISC-EHB,ISC-EHB|USCGS-mb,1964,1,21,22,18,10.42,,125.234,10.47,12.3,8.2,66.0,15.0,,5.37,0.283,,1894294|USCGS|5.20|mb || 1894295|ISC|5.10|mb
871447,ISC,ISC|USCGS-mb,1964,1,22,18,48,32.84,0.64,126.868,7.5491,23.0,12.47,64.0,150.0,,4.21,0.283,,1894326|USCGS|4.20|mb
871473,ISC-EHB,ISC-EHB|USCGS-mb,1964,1,23,16,8,54.0,,122.506,11.371,21.5,11.2,61.0,24.0,,4.56,0.283,,1894380|USCGS|4.50|mb
871528,ISC-EHB,ISC-EHB|USCGS-mb,1964,1,26,10,2,13.95,,120.361,23.121,7.9,7.3,117.0,15.0,,5.02,0.283,,1894480|USCGS|4.90|mb || 1894482|ISC|5.10|mb
871582,ISC-EHB,ISC-EHB|USCGS-mb,1964,1,29,8,47,31.12,,125.64,2.949,16.9,8.6,57.0,129.0,8.0,5.02,0.283,,1894575|USCGS|4.90|mb || 1894576|ISC|4.80|mb
871604,ISC,ISC|USCGS-mb,1964,1,30,9,6,1.92,0.86,121.3576,11.262,29.07,11.93,75.0,16.0,,4.21,0.283,,1894611|USCGS|4.20|mb
871629,ISC,ISC|USCGS-mb,1964,1,31,12,30,32.97,0.78,120.5505,23.1872,10.66,5.908,113.0,16.0,,4.56,0.283,,1894659|USCGS|4.50|mb
870381,ISC,ISC|USCGS-mb,1964,2,5,15,23,23.39,0.8,126.5646,23.9716,18.33,11.11,155.0,25.0,,4.21,0.283,,1892379|USCGS|4.20|mb
870439,EHB,EHB|USCGS-mb,1964,2,7,8,34,10.36,,126.517,23.94,18.5,17.2,87.0,33.0,8.9,4.9,0.283,,1892486|USCGS|4.80|mb || 1892487|ISC|4.80|mb
870471,ISC-EHB,ISC-EHB|USCGS-mb,1964,2,8,9,55,59.04,,126.187,9.216,12.0,7.0,69.0,35.0,,5.95,0.283,,1892541|USCGS|5.70|mb || 1892542|ISC|5.10|mb
870519,ISC,ISC|USCGS-mb,1964,2,10,0,26,37.91,0.85,125.876,6.2506,34.5,20.67,60.0,97.0,,5.6,0.283,,1892622|USCGS|5.40|mb
870627,ISC,ISC|USCGS-mb,1964,2,15,19,12,19.35,0.75,120.5235,22.9984,13.93,5.865,98.0,16.0,,4.67,0.283,,1892814|USCGS|4.60|mb || 1892815|ISC|4.70|mb
870665,ISC-EHB,ISC-EHB|USCGS-mb,1964,2,17,5,50,40.49,,120.629,23.123,8.4,7.3,70.0,14.0,3.0,5.02,0.283,,1892881|USCGS|4.90|mb || 1892882|ISC|5.00|mb
870683,ISC,ISC|USCGS-mb,1964,2,18,0,37,7.18,0.92,121.5012,17.536,26.21,12.83,95.0,40.0,,4.56,0.283,,1892914|USCGS|4.50|mb
870898,ISC-EHB,ISC-EHB|USCGS-mb,1964,2,26,18,14,36.47,,126.043,4.465,10.9,5.1,54.0,98.0,2.5,5.48,0.283,,1893311|USCGS|5.30|mb || 1893312|ISC|5.10|mb
869244,ISC,ISC|USCGS-mb,1964,3,1,8,2,3.57,0.68,120.7153,18.7828,17.93,8.078,63.0,30.0,,4.9,0.283,,1890223|USCGS|4.80|mb || 1890224|ISC|4.80|mb
869251,ISC-EHB,ISC-EHB|USCGS-mb,1964,3,1,12,54,39.36,,122.639,7.983,20.4,11.2,57.0,29.0,5.1,6.53,0.283,,1890236|USCGS|6.20|mb
869295,ISC-EHB,ISC-EHB|USCGS-mb,1964,3,3,21,39,44.47,,125.601,4.69,11.3,5.5,58.0,188.0,3.1,5.02,0.283,,1890316|USCGS|4.90|mb || 1890318|ISC|5.10|mb
869308,EHB,EHB|USCGS-mb,1964,3,4,7,17,42.12,,123.076,4.238,23.3,9.6,49.0,580.0,,5.14,0.283,,1890344|USCGS|5.00|mb || 1890345|ISC|5.00|mb
869320,ISC,ISC|USCGS-mb,1964,3,4,23,53,21.45,0.9,125.5578,11.6967,34.33,13.53,37.0,100.0,,5.95,0.283,,1890373|USCGS|5.70|mb
869321,ISC-EHB,ISC-EHB|USCGS-mb,1964,3,5,0,1,18.13,,126.029,11.561,12.8,7.0,59.0,15.0,3.0,4.79,0.283,,1890375|USCGS|4.70|mb || 1890377|ISC|5.40|mb
869421,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1964,3,10,13,59,57.35,,127.372,1.908,9.4,4.8,,124.3,5.3,5.87,0.55,,869421|ISC-GEM|5.87|Mw || 1890555|USCGS|5.60|mb || 1890556|ISC|5.70|mb || 1890555|USCGS|5.60|mb || 1890556|ISC|5.70|mb
869450,ISC-EHB,ISC-EHB|USCGS-mb,1964,3,12,3,55,19.16,,121.66,23.438,7.4,5.1,54.0,64.0,4.0,5.37,0.283,,1890611|USCGS|5.20|mb || 1890612|ISC|4.90|mb
869470,ISC-EHB,ISC-EHB|USCGS-mb,1964,3,12,22,32,55.85,,123.021,13.606,11.9,8.0,56.0,10.0,3.5,5.48,0.283,,1890645|USCGS|5.30|mb || 1890647|ISC|5.10|mb
869542,ISC,ISC|USCGS-mb,1964,3,15,21,17,47.34,0.65,120.036,17.8927,20.86,9.439,61.0,32.0,,4.9,0.283,,1890778|USCGS|4.80|mb || 1890779|ISC|4.80|mb
869766,ISC-EHB,ISC-EHB|ISC-Mb,1964,3,26,1,16,7.92,,122.531,10.237,14.5,8.5,57.0,30.0,3.5,5.17,0.537,,1891190|ISC|4.90|mb
869772,ISC-EHB,ISC-EHB|USCGS-mb,1964,3,26,6,30,53.04,,120.727,13.868,12.2,8.1,68.0,112.0,4.6,5.72,0.283,,1891203|USCGS|5.50|mb || 1891204|ISC|5.10|mb
869776,ISC-EHB,ISC-EHB|USCGS-mb,1964,3,26,9,15,32.82,,121.793,8.234,23.7,9.6,64.0,40.0,4.6,6.76,0.283,,1891212|USCGS|6.40|mb || 1891214|ISC|5.30|mb
868241,ISC-EHB,ISC-EHB|USCGS-mb,1964,4,2,7,38,31.29,,125.472,1.921,15.9,7.3,67.0,77.0,5.3,5.14,0.283,,1888448|USCGS|5.00|mb || 1888450|ISC|5.00|mb
868263,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1964,4,2,15,56,48.22,,125.696,5.634,10.6,5.3,,110.0,25.0,5.68,0.51,,868263|ISC-GEM|5.68|Mw || 1888485|USCGS|5.70|mb || 1888487|ISC|5.60|mb || 1888485|USCGS|5.70|mb || 1888487|ISC|5.60|mb
868371,ISC-EHB,ISC-EHB|USCGS-mb,1964,4,4,21,38,13.57,,122.039,10.581,12.1,7.2,64.0,16.0,,5.48,0.283,,1888680|USCGS|5.30|mb || 1888681|ISC|5.20|mb
868508,ISC,ISC|USCGS-mb,1964,4,8,4,56,47.55,0.69,125.9075,9.8725,31.63,16.32,53.0,54.0,,5.14,0.283,,1888936|USCGS|5.00|mb
868539,ISC-EHB,ISC-EHB|USCGS-mb,1964,4,9,0,55,58.09,,124.929,6.126,15.8,7.4,58.0,35.0,,5.48,0.283,,1888994|USCGS|5.30|mb
869226,EHB,EHB|USCGS-mb,1964,4,30,14,54,10.33,,120.932,20.072,17.9,10.2,68.0,98.0,12.4,5.95,0.283,,1890190|USCGS|5.70|mb || 1890191|ISC|5.20|mb
867608,ISC-EHB,ISC-EHB|USCGS-mb,1964,5,9,13,48,0.96,,123.332,8.046,21.6,11.6,64.0,15.0,,5.95,0.283,,1887345|USCGS|5.70|mb
867660,ISC-EHB,ISC-EHB|USCGS-mb,1964,5,11,14,57,18.47,,127.818,4.256,12.8,5.4,63.0,64.0,6.6,5.95,0.283,,1887446|USCGS|5.70|mb || 1887447|ISC|5.30|mb
867662,ISC-EHB,ISC-EHB|USCGS-mb,1964,5,11,16,53,38.71,,123.907,6.331,16.8,7.6,61.0,539.0,8.8,5.37,0.283,,1887450|USCGS|5.20|mb || 00850283|ISC|4.90|mb
867946,ISC,ISC|USCGS-mb,1964,5,22,10,3,52.84,0.74,124.6181,2.2642,30.96,13.25,65.0,288.0,,5.02,0.283,,1887927|USCGS|4.90|mb
867951,ISC,ISC|USCGS-mb,1964,5,22,14,7,6.7,0.75,126.605,8.5865,28.32,17.06,62.0,53.0,,4.67,0.283,,1887934|USCGS|4.60|mb || 1887935|ISC|5.00|mb
868093,EHB,EHB|USCGS-mb,1964,5,28,6,32,55.48,,126.526,7.742,16.8,8.5,67.0,105.0,,4.79,0.283,,1888182|USCGS|4.70|mb || 1888183|ISC|4.80|mb
868147,ISC-EHB,ISC-EHB|USCGS-mb,1964,5,30,17,23,15.47,,126.253,9.244,14.5,7.9,71.0,60.0,,5.48,0.283,,1888277|USCGS|5.30|mb || 1888278|ISC|5.20|mb
866475,EHB,EHB|USCGS-mb,1964,6,1,8,49,40.35,,125.867,4.704,25.8,12.1,61.0,132.0,,5.48,0.283,,1885301|USCGS|5.30|mb
866709,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1964,6,10,22,16,40.94,,127.34,5.031,7.0,4.0,,92.5,4.9,5.95,1.13,,866709|ISC-GEM|5.95|Mw || 1885680|USCGS|5.50|mb || 1885681|ISC|5.80|mb || 1885680|USCGS|5.50|mb || 1885681|ISC|5.80|mb
866751,ISC-EHB,ISC-EHB|USCGS-mb,1964,6,12,15,56,24.23,,124.715,11.223,7.7,4.9,53.0,195.0,3.4,5.72,0.283,,1885760|USCGS|5.50|mb || 1885762|ISC|5.20|mb
867035,ISC-EHB,ISC-EHB|USCGS-mb,1964,6,19,10,34,32.88,,121.183,22.658,13.1,11.3,68.0,18.0,3.1,5.37,0.283,,1886319|USCGS|5.20|mb || 1886321|ISC|5.30|mb
867132,ISC-EHB,ISC-EHB|USCGS-mb,1964,6,22,21,23,37.23,,120.477,13.655,8.9,5.4,62.0,72.0,5.4,6.87,0.283,,1886497|USCGS|6.50|mb || 1886498|ISC|5.20|mb
867161,ISC-EHB,ISC-EHB|USCGS-mb,1964,6,23,19,10,17.14,,126.461,2.936,14.0,6.6,59.0,63.0,,5.48,0.283,,1886550|USCGS|5.30|mb || 1886552|ISC|5.00|mb
865850,ISC-EHB,ISC-EHB|USCGS-mb,1964,7,8,7,7,18.48,,121.147,19.164,9.1,6.4,69.0,40.0,5.6,4.67,0.283,,1884187|USCGS|4.60|mb
865851,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1964,7,8,7,45,48.43,,128.293,3.219,8.6,5.3,,35.0,25.0,5.65,0.2,,865851|ISC-GEM|5.65|Mw || 1884190|USCGS|5.50|mb || 1884191|ISC|5.50|mb || 1884190|USCGS|5.50|mb || 1884191|ISC|5.50|mb
865870,ISC-EHB,ISC-EHB|USCGS-mb,1964,7,9,5,47,10.33,,119.681,15.394,7.9,5.0,55.0,46.0,2.2,5.72,0.283,,1884224|USCGS|5.50|mb || 1884225|ISC|5.30|mb
865934,ISC-EHB,ISC-EHB|USCGS-mb,1964,7,11,8,29,13.45,,121.394,22.386,10.1,8.0,110.0,112.0,3.0,5.02,0.283,,1884329|USCGS|4.90|mb || 1884331|ISC|4.90|mb
865948,ISC-EHB,ISC-EHB|USCGS-mb,1964,7,11,15,35,54.8,,126.171,5.868,15.8,8.6,65.0,160.0,,5.14,0.283,,1884353|USCGS|5.00|mb || 1884354|ISC|5.20|mb
866018,ISC-EHB,ISC-EHB|USCGS-mb,1964,7,13,17,12,5.31,,126.479,7.989,13.7,6.9,68.0,128.0,4.4,3.98,0.283,,1884484|USCGS|4.00|mb || 1884485|ISC|5.10|mb
866196,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1964,7,21,13,13,2.73,,121.945,11.611,7.6,5.6,,35.0,15.3,5.69,0.2,,866196|ISC-GEM|5.69|Mw || 1884798|ISC|5.40|mb || 1884798|ISC|5.60|MS || 1884798|ISC|5.40|mb || 1884798|ISC|5.60|MS
866217,EHB,EHB|USCGS-mb,1964,7,22,8,51,27.82,,125.612,3.995,21.9,12.2,71.0,190.0,,4.44,0.283,,1884836|USCGS|4.40|mb || 00850391|ISC|4.90|mb
866325,ISC-EHB,ISC-EHB|USCGS-mb,1964,7,25,21,29,33.6,,128.225,2.932,11.9,8.0,61.0,15.0,,5.25,0.283,,1885023|USCGS|5.10|mb || 1885024|ISC|5.30|mb
866353,ISC-EHB,ISC-EHB|USCGS-mb,1964,7,26,20,24,17.35,,126.321,4.067,12.3,7.2,64.0,45.0,,4.9,0.283,,1885071|USCGS|4.80|mb || 1885073|ISC|5.20|mb
866460,ISC-EHB,ISC-EHB|USCGS-mb,1964,7,31,14,51,25.41,,128.347,2.28,12.7,7.6,63.0,35.0,,4.44,0.283,,1885271|USCGS|4.40|mb || 1885273|ISC|4.80|mb
864850,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1964,8,3,7,44,45.22,,121.164,22.522,5.5,3.9,,20.0,6.2,5.62,0.2,,864850|ISC-GEM|5.62|Mw || 1882481|USCGS|5.40|mb || 1882482|ISC|5.70|mb || 1882482|ISC|5.70|MS || 1882481|USCGS|5.40|mb || 1882482|ISC|5.70|mb || 1882482|ISC|5.70|MS
864923,ISC,ISC|USCGS-mb,1964,8,5,5,8,7.76,0.74,120.9121,19.3009,15.84,9.017,82.0,32.0,,4.67,0.283,,1882586|USCGS|4.60|mb
865275,ISC,ISC|USCGS-mb,1964,8,20,17,30,36.17,0.65,128.2713,2.9526,21.6,12.67,51.0,100.0,,4.9,0.283,,1883208|USCGS|4.80|mb
865393,ISC,ISC|USCGS-mb,1964,8,24,19,54,1.04,0.79,120.4645,12.9282,21.62,13.41,84.0,27.0,,5.14,0.283,,1883396|USCGS|5.00|mb
865473,ISC,ISC|USCGS-mb,1964,8,27,8,27,44.02,1.43,123.3944,6.5757,50.7,22.14,37.0,35.0,,5.25,0.283,,1883534|USCGS|5.10|mb
865523,ISC-EHB,ISC-EHB|USCGS-mb,1964,8,28,18,17,6.81,,120.854,23.506,12.0,9.7,96.0,15.0,,5.37,0.283,,1883621|USCGS|5.20|mb
864220,ISC,ISC|USCGS-mb,1964,9,7,3,38,51.7,0.62,121.9578,20.0265,16.23,6.365,87.0,27.0,,4.79,0.283,,1881404|USCGS|4.70|mb
864242,ISC-EHB,ISC-EHB|USCGS-mb,1964,9,8,7,54,57.85,,125.965,5.888,14.3,6.7,57.0,170.0,,5.6,0.283,,1881440|USCGS|5.40|mb || 1881441|ISC|5.30|mb
864257,ISC-EHB,ISC-EHB|ISC-Mb,1964,9,8,20,23,5.57,,126.231,6.792,22.0,9.6,69.0,120.0,,5.28,0.454,,1881470|ISC|5.00|mb
864522,ISC-EHB,ISC-EHB|USCGS-mb,1964,9,19,19,41,21.5,,121.128,21.586,15.7,11.5,47.0,15.0,,4.32,0.283,,1881926|USCGS|4.30|mb
864547,ISC,ISC|USCGS-mb,1964,9,20,20,43,9.72,0.63,121.9685,23.9135,9.187,5.603,105.0,17.0,,5.25,0.283,,1881967|USCGS|5.10|mb || 1881968|ISC|5.00|mb
864628,ISC-EHB,ISC-EHB|ISC-Mb,1964,9,23,17,18,11.24,,126.424,5.803,13.1,7.9,64.0,110.0,,5.39,0.628,,1882101|ISC|5.10|mb
864703,ISC-EHB,ISC-EHB|USCGS-mb,1964,9,27,7,53,53.76,,126.54,2.182,20.0,10.0,60.0,55.0,,5.48,0.283,,1882225|USCGS|5.30|mb
864705,ISC-EHB,ISC-EHB|USCGS-mb,1964,9,27,9,53,28.65,,126.431,2.065,19.0,9.2,60.0,15.0,,5.25,0.283,,1882229|USCGS|5.10|mb || 1882230|ISC|4.80|mb
863188,ISC,ISC|USCGS-mb,1964,10,1,16,25,22.61,1.14,125.35,11.7616,55.84,13.86,38.0,10.0,,4.56,0.283,,1879631|USCGS|4.50|mb
863301,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1964,10,6,6,11,33.13,,119.592,18.585,7.6,6.1,,20.0,3.3,5.82,0.37,,863301|ISC-GEM|5.82|Mw || 1879808|USCGS|6.00|mb || 1879810|ISC|5.10|mb || 1879810|ISC|5.70|MS || 1879808|USCGS|6.00|mb || 1879810|ISC|5.10|mb || 1879810|ISC|5.70|MS
863357,ISC,ISC|USCGS-mb,1964,10,8,4,36,27.99,1.1,126.6343,3.3154,37.84,13.14,49.0,53.0,,4.09,0.283,,1879907|USCGS|4.10|mb
863443,ISC-EHB,ISC-EHB|USCGS-mb,1964,10,11,23,33,24.44,,126.728,6.102,19.5,9.3,61.0,117.0,14.5,5.6,0.283,,1880062|USCGS|5.40|mb || 1880063|ISC|5.30|mb
863462,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1964,10,12,15,42,56.21,,126.532,2.994,6.6,4.4,,60.0,5.1,5.96,0.2,,863462|ISC-GEM|5.96|Mw || 1880094|USCGS|5.90|mb || 1880095|ISC|5.70|mb || 1880094|USCGS|5.90|mb || 1880095|ISC|5.70|mb
863465,EHB,EHB|USCGS-mb,1964,10,13,0,49,47.18,,122.631,8.297,31.5,13.0,51.0,81.0,,4.56,0.283,,1880100|USCGS|4.50|mb || 1880101|ISC|4.90|mb
863876,ISC-GEM,ISC-GEM|ISC-GEM-Mw,1964,10,26,14,22,57.89,,126.678,2.011,10.5,4.9,,35.0,20.0,5.69,0.35,,863876|ISC-GEM|5.69|Mw || 1880826|USCGS|6.00|mb || 1880827|ISC|5.60|mb || 1880826|USCGS|6.00|mb || 1880827|ISC|5.60|mb
863897,ISC-EHB,ISC-EHB|USCGS-mb,1964,10,27,2,40,20.97,,120.874,18.864,11.9,9.7,79.0,35.0,,4.56,0.283,,1880866|USCGS|4.50|mb || 1880867|ISC|4.60|mb
