eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,Anthropogenic
1725217,EHB,EHB|NEIC-Mb,2000,1,1,7,50,1.75,,126.271,8.412,12.5,7.3,53.0,98.0,5.3,4.56,0.283,,3050222|NEIC|4.50|mb,3629981|ISC|4.60|mb
1725233,ISC,ISC|ISC-Mb,2000,1,1,12,41,19.9,0.87,128.0797,2.3831,29.32,12.4,63.0,51.0,,4.41,0.454,,3629996|ISC|4.20|mb
1725261,ISC,ISC|ISC-Mb,2000,1,1,19,18,44.53,0.86,126.025,2.9472,20.08,9.247,94.0,72.0,,3.98,0.384,,3630020|ISC|3.80|mb
1725325,ISC-EHB,ISC-EHB|NEIC-Mb,2000,1,2,12,47,0.05,,125.164,5.679,89.0,49.0,72.0,70.0,,5.02,0.283,,3050309|NEIC|4.90|mb,3630086|ISC|5.00|mb
1725343,ISC,ISC|ISC-Mb,2000,1,2,14,27,58.77,0.84,126.2785,2.8204,43.24,14.83,72.0,150.0,,4.09,0.537,,3630095|ISC|3.90|mb
1725377,ISC,ISC|ISC-Mb,2000,1,2,18,40,5.32,1.36,124.9412,2.3024,59.57,10.11,86.0,300.0,,3.87,0.335,,3630117|ISC|3.70|mb
1725379,ISC,ISC|NEIC-Mb,2000,1,2,18,43,36.8,0.88,127.0687,1.8847,36.12,13.64,76.0,63.0,,4.44,0.283,,3050386|NEIC|4.40|mb,3630119|ISC|4.20|mb
1725401,ISC-EHB,ISC-EHB|ISC-Ms,2000,1,3,2,20,7.86,,122.036,22.898,39.0,34.0,150.0,10.0,,4.83,0.236,,3050398|NEIC|4.70|mb,3630137|ISC|4.60|mb,3630137|ISC|4.00|MS
1725403,ISC-EHB,ISC-EHB|GCMT-Mw,2000,1,3,2,38,22.77,,126.369,9.698,85.0,54.0,77.0,17.0,,5.2,,,05208660|GCMT|5.20|MW,3050399|NEIC|4.90|mb,3630139|ISC|4.90|mb
1725425,ISC,ISC|ISC-Mb,2000,1,3,12,40,50.76,0.59,121.5295,23.8766,3.225,1.906,124.0,14.0,,3.76,0.454,,3630166|ISC|3.60|mb
1725429,ISC,ISC|NEIC-Mb,2000,1,3,13,1,29.9,0.72,128.8689,2.1113,42.32,12.25,71.0,40.0,,4.79,0.283,,3050424|NEIC|4.70|mb,3630168|ISC|4.60|mb
1725443,ISC,ISC|NEIC-Msz,2000,1,3,21,53,2.03,0.7,121.3054,19.9061,18.83,9.97,90.0,40.0,,4.55,0.179,,3050447|NEIC|3.80|mb,3050447|NEIC|3.70|MSZ,3630198|ISC|3.90|mb
1725489,ISC,ISC|NEIC-Mb,2000,1,4,14,19,28.87,0.75,122.3072,2.4422,26.8,14.44,76.0,500.0,,3.86,0.283,,3050475|NEIC|3.90|mb,3630248|ISC|3.70|mb
1725509,ISC,ISC|ISC-Mb,2000,1,4,19,24,39.37,0.82,126.8943,8.018,13.71,11.01,58.0,46.0,,4.52,0.335,,3630273|ISC|4.30|mb
1725571,ISC,ISC|NEIC-Mb,2000,1,5,15,14,59.37,1.31,126.2127,10.4708,17.93,8.922,61.0,44.0,,4.09,0.283,,3050565|NEIC|4.10|mb,3630335|ISC|4.00|mb
