eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,Anthropogenic
14325964,ISC-EHB,ISC-EHB|NEIC-Mb,2010,1,1,4,42,54.5,,127.158,5.08,72.0,32.0,64.0,87.0,4.7,4.44,0.283,,16339010|NEIC|4.40|mb,16654450|IDC|4.10|mb,16654450|IDC|4.20|mb1,16654450|IDC|4.00|mb1mx,16654450|IDC|4.10|mbtmp,00011584|ISC|4.50|mb
14212632,ISC,ISC|ISC-Ms,2010,1,1,5,37,12.76,1.02,125.5951,13.7142,7.164,4.592,66.0,17.0,6.05,4.59,0.192,,16654451|IDC|4.30|mb,16654451|IDC|4.40|mb1,16654451|IDC|4.30|mb1mx,16654451|IDC|4.30|mbtmp,16654451|IDC|3.60|ML,16654451|IDC|3.50|MS,16654451|IDC|3.60|Ms1,16654451|IDC|3.30|ms1mx,16339011|NEIC|4.70|mb,00011586|ISC|4.60|mb,00011586|ISC|3.60|MS
15622551,ISC,ISC|ISC-Mb,2010,1,1,7,22,14.51,0.53,123.817,4.9992,17.87,8.613,77.0,500.0,,3.87,0.384,,16654458|IDC|3.30|mb,16654458|IDC|3.40|mb1,16654458|IDC|3.30|mb1mx,16654458|IDC|3.30|mbtmp,00011593|ISC|3.70|mb
17145572,ISC,ISC|ISC-Mb,2010,1,1,13,48,26.4,0.95,128.0016,1.3378,81.48,16.82,74.0,69.0,,3.87,0.454,,16654473|IDC|3.60|mb,16654473|IDC|3.70|mb1,16654473|IDC|3.60|mb1mx,16654473|IDC|3.60|mbtmp,00011663|ISC|3.70|mb
14618570,ISC,ISC|ISC-Mb,2010,1,1,13,52,33.74,0.61,127.4058,1.9101,11.17,8.509,66.0,112.0,,4.52,0.628,,16654474|IDC|3.90|mb,16654474|IDC|4.00|mb1,16654474|IDC|3.80|mb1mx,16654474|IDC|4.20|mbtmp,00011664|ISC|4.30|mb
15622567,ISC,ISC|ISC-Mb,2010,1,1,16,15,11.77,0.86,127.4649,1.8878,12.64,7.698,55.0,112.0,,4.19,0.335,,16654481|IDC|3.60|mb,16654481|IDC|3.60|mb1,16654481|IDC|3.40|mb1mx,16654481|IDC|3.50|mbtmp,00011673|ISC|4.00|mb
17145577,ISC,ISC|ISC-Mb,2010,1,1,17,10,43.82,2.37,127.1379,7.2218,20.7,8.132,73.0,45.0,22.4,3.98,0.454,,16654484|IDC|3.90|mb,16654484|IDC|4.00|mb1,16654484|IDC|3.90|mb1mx,16654484|IDC|3.80|mbtmp,00011678|ISC|3.80|mb
15622572,ISC-EHB,ISC-EHB|NEIC-Mb,2010,1,1,17,23,55.16,,126.727,3.672,118.0,59.0,75.0,65.0,8.9,4.32,0.283,,16654486|IDC|3.90|mb,16654486|IDC|4.00|mb1,16654486|IDC|3.90|mb1mx,16654486|IDC|3.90|mbtmp,16339027|NEIC|4.30|mb,00011680|ISC|4.20|mb
14213434,ISC-EHB,ISC-EHB|NIED-Mw,2010,1,1,17,34,43.77,,121.735,23.744,30.0,23.0,127.0,15.0,,4.49,0.11,,17046403|NIED|4.40|Mw,16339028|NEIC|4.50|mb,16654487|IDC|4.00|mb,16654487|IDC|4.10|mb1,16654487|IDC|4.00|mb1mx,16654487|IDC|3.90|mbtmp,16654487|IDC|3.20|ML,16654487|IDC|3.70|MS,16654487|IDC|3.80|Ms1,16654487|IDC|3.40|ms1mx,00011681|ISC|4.50|mb,00011681|ISC|3.70|MS
17145585,ISC,ISC|ISC-Mb,2010,1,1,22,24,26.5,1.75,126.3182,6.2977,14.78,10.01,128.0,42.0,16.4,3.87,0.537,,16654503|IDC|3.70|mb,16654503|IDC|3.80|mb1,16654503|IDC|3.60|mb1mx,16654503|IDC|3.70|mbtmp,00011694|ISC|3.70|mb
17145596,ISC,ISC|ISC-Mb,2010,1,2,4,42,47.23,1.24,126.471,5.9872,20.82,15.07,99.0,71.0,,3.44,0.454,,16654536|IDC|3.50|mb,16654536|IDC|3.60|mb1,16654536|IDC|3.50|mb1mx,16654536|IDC|3.50|mbtmp,00011734|ISC|3.30|mb
17145598,ISC,ISC|ISC-Mb,2010,1,2,5,3,53.73,0.98,126.5449,6.0767,22.34,17.4,33.0,10.0,,4.09,0.384,,16654540|IDC|3.80|mb,16654540|IDC|3.90|mb1,16654540|IDC|3.80|mb1mx,16654540|IDC|3.80|mbtmp,00011738|ISC|3.90|mb
17145610,ISC,ISC|ISC-Mb,2010,1,2,9,49,45.12,0.88,122.3492,16.5085,11.15,5.749,108.0,29.0,,3.76,0.384,,16654564|IDC|3.60|mb,16654564|IDC|3.80|mb1,16654564|IDC|3.60|mb1mx,16654564|IDC|3.60|mbtmp,00011763|ISC|3.60|mb
15622625,ISC,ISC|IDC-Ms,2010,1,2,10,48,23.6,1.41,126.473,9.4204,7.483,5.869,47.0,30.0,11.0,4.53,0.192,,16654567|IDC|4.10|mb,16654567|IDC|4.20|mb1,16654567|IDC|4.10|mb1mx,16654567|IDC|4.00|mbtmp,16654567|IDC|3.50|MS,16654567|IDC|3.50|Ms1,16654567|IDC|3.00|ms1mx,00011765|ISC|4.10|mb
