eventID,originID,magnitudeID,value,sigma,magType,magAgency
731517,1613425,1613425|TAP|4.80|mL,4.8,0.0,mL,TAP
731529,1613447,1613447|TAP|6.70|mL,6.7,0.0,mL,TAP
731529,1613448,1613448|PEK|7.00|MS,7.0,0.0,MS,PEK
731529,1613449,1613449|NEIS|6.20|mb,6.2,0.0,mb,NEIS
731529,1613449,1613449|NEIS|6.60|MS,6.6,0.0,MS,NEIS
731529,02323638,02323638|B&D|7.00|UK,7.0,0.0,UK,B&D
731529,1613452,1613452|MOS|6.50|MB,6.5,0.0,MB,MOS
731529,1613452,1613452|MOS|6.80|MS,6.8,0.0,MS,MOS
731529,01079952,01079952|EVBIB|6.60|MW,6.6,0.2,MW,EVBIB
731529,1613453,1613453|JMA|6.50|UK,6.5,0.0,UK,JMA
731529,1613455,1613455|ISC|6.30|mb,6.3,0.2,mb,ISC
731529,1613455,1613455|ISC|6.80|MS,6.8,0.1,MS,ISC
731532,1613459,1613459|MOS|5.20|MB,5.2,0.0,MB,MOS
731532,1613460,1613460|NEIS|5.40|mb,5.4,0.0,mb,NEIS
731532,1613461,1613461|ISC|5.20|mb,5.2,0.2,mb,ISC
731537,1613469,1613469|NEIS|4.40|mb,4.4,0.0,mb,NEIS
731537,1613470,1613470|MOS|5.20|MB,5.2,0.0,MB,MOS
731537,1613470,1613470|MOS|5.10|MS,5.1,0.0,MS,MOS
731537,1613471,1613471|ISC|4.40|mb,4.4,0.0,mb,ISC
731539,1613477,1613477|NEIS|4.50|mb,4.5,0.0,mb,NEIS
731539,1613478,1613478|MOS|5.20|MB,5.2,0.0,MB,MOS
731539,1613479,1613479|ISC|4.50|mb,4.5,0.0,mb,ISC
731543,1613484,1613484|NEIS|4.50|mb,4.5,0.0,mb,NEIS
731543,1613485,1613485|ISC|4.60|mb,4.6,0.2,mb,ISC
731563,1613528,1613528|ISC|5.00|mb,5.0,0.2,mb,ISC
731585,1613591,1613591|NEIS|3.70|mb,3.7,0.0,mb,NEIS
731637,1613710,1613710|TAP|5.50|mL,5.5,0.0,mL,TAP
731637,1613711,1613711|NEIS|4.80|mb,4.8,0.0,mb,NEIS
731637,1613713,1613713|MOS|5.40|MB,5.4,0.0,MB,MOS
731637,1613713,1613713|MOS|4.80|MS,4.8,0.0,MS,MOS
731637,1613714,1613714|ISC|4.60|mb,4.6,0.3,mb,ISC
731649,1613752,1613752|TAP|5.60|mL,5.6,0.0,mL,TAP
731649,1613753,1613753|NEIS|4.70|mb,4.7,0.0,mb,NEIS
731649,1613754,1613754|MOS|5.10|MB,5.1,0.0,MB,MOS
731649,1613754,1613754|MOS|5.10|MS,5.1,0.0,MS,MOS
731649,1613755,1613755|ISC|4.80|mb,4.8,0.1,mb,ISC
731658,1613775,1613775|NEIS|5.30|mb,5.3,0.0,mb,NEIS
731658,1613776,1613776|MOS|5.90|mb,5.9,0.0,mb,MOS
731658,1613776,1613776|MOS|5.30|MS,5.3,0.0,MS,MOS
731658,1613778,1613778|ISC|5.30|mb,5.3,0.2,mb,ISC
731658,1613778,1613778|ISC|5.50|MS,5.5,0.1,MS,ISC
731691,1613851,1613851|NEIS|4.90|mb,4.9,0.0,mb,NEIS
731691,1613852,1613852|TAP|5.30|mL,5.3,0.0,mL,TAP
731691,1613853,1613853|MOS|5.30|MB,5.3,0.0,MB,MOS
731691,1613853,1613853|MOS|5.00|MS,5.0,0.0,MS,MOS
731691,1613854,1613854|ISC|4.90|mb,4.9,0.2,mb,ISC
731696,1613869,1613869|MOS|5.20|MB,5.2,0.0,MB,MOS
731696,1613871,1613871|NEIS|4.60|mb,4.6,0.0,mb,NEIS
731696,1613872,1613872|ISC|4.60|mb,4.6,0.2,mb,ISC
731823,1614169,1614169|NEIS|5.50|mb,5.5,0.0,mb,NEIS
731823,1614170,1614170|MOS|5.60|MB,5.6,0.0,MB,MOS
731823,1614170,1614170|MOS|5.40|MS,5.4,0.0,MS,MOS
731823,1614171,1614171|TAP|6.20|mL,6.2,0.0,mL,TAP
731823,1614174,1614174|ISC|5.50|mb,5.5,0.1,mb,ISC
731823,1614174,1614174|ISC|5.50|MS,5.5,0.2,MS,ISC
729669,1608891,1608891|NEIS|5.00|mb,5.0,0.0,mb,NEIS
729669,1608892,1608892|MOS|5.40|MB,5.4,0.0,MB,MOS
729669,1608892,1608892|MOS|5.00|MS,5.0,0.0,MS,MOS
729669,1608893,1608893|ISC|5.00|mb,5.0,0.2,mb,ISC
729681,1608923,1608923|MOS|5.30|MB,5.3,0.0,MB,MOS
729681,1608923,1608923|MOS|4.80|MS,4.8,0.0,MS,MOS
729681,1608924,1608924|NEIS|5.00|mb,5.0,0.0,mb,NEIS
729681,1608925,1608925|ISC|5.10|mb,5.1,0.2,mb,ISC
729690,1608942,1608942|MOS|5.20|MB,5.2,0.0,MB,MOS
729690,1608943,1608943|NEIS|4.60|mb,4.6,0.0,mb,NEIS
729690,1608944,1608944|ISC|4.70|mb,4.7,0.3,mb,ISC
729710,1608979,1608979|MOS|5.50|mb,5.5,0.0,mb,MOS
729710,1608980,1608980|NEIS|5.20|mb,5.2,0.0,mb,NEIS
729710,1608982,1608982|ISC|5.30|mb,5.3,0.1,mb,ISC
729736,1609037,1609037|NEIS|4.40|mb,4.4,0.0,mb,NEIS
729872,1609391,1609391|MOS|5.50|mb,5.5,0.0,mb,MOS
729872,1609392,1609392|NEIS|4.70|mb,4.7,0.0,mb,NEIS
729872,1609393,1609393|ISC|4.80|mb,4.8,0.1,mb,ISC
729940,1609571,1609571|MOS|5.70|mb,5.7,0.0,mb,MOS
729940,1609571,1609571|MOS|5.00|MS,5.0,0.0,MS,MOS
729940,1609572,1609572|NEIS|5.40|mb,5.4,0.0,mb,NEIS
729940,1609574,1609574|ISC|5.50|mb,5.5,0.1,mb,ISC
730020,1609765,1609765|MOS|5.30|MB,5.3,0.0,MB,MOS
730020,1609766,1609766|NEIS|4.20|mb,4.2,0.0,mb,NEIS
730057,1609869,1609869|NEIS|4.90|mb,4.9,0.0,mb,NEIS
730057,1609870,1609870|MOS|5.20|MB,5.2,0.0,MB,MOS
730057,1609872,1609872|ISC|5.00|mb,5.0,0.0,mb,ISC
730067,1609899,1609899|MOS|6.00|MB,6.0,0.0,MB,MOS
730067,1609900,1609900|NEIS|5.70|mb,5.7,0.0,mb,NEIS
730067,1609901,1609901|ISC|5.70|mb,5.7,0.2,mb,ISC
730107,1609989,1609989|MOS|5.30|MB,5.3,0.0,MB,MOS
730107,1609989,1609989|MOS|5.10|MS,5.1,0.0,MS,MOS
730107,1609991,1609991|NEIS|5.00|mb,5.0,0.0,mb,NEIS
730107,1609992,1609992|ISC|5.10|mb,5.1,0.1,mb,ISC
730115,1610009,1610009|NEIS|5.40|mb,5.4,0.0,mb,NEIS
730115,1610009,1610009|NEIS|4.80|MS,4.8,0.0,MS,NEIS
730115,1610010,1610010|MOS|5.80|mb,5.8,0.0,mb,MOS
730115,1610010,1610010|MOS|5.10|MS,5.1,0.0,MS,MOS
730115,1610012,1610012|ISC|5.50|mb,5.5,0.1,mb,ISC
730117,1610016,1610016|NEIS|4.70|mb,4.7,0.0,mb,NEIS
730117,1610017,1610017|MOS|5.10|MB,5.1,0.0,MB,MOS
730117,1610017,1610017|MOS|5.00|MS,5.0,0.0,MS,MOS
730117,1610018,1610018|ISC|4.80|mb,4.8,0.1,mb,ISC
730191,1610179,1610179|MOS|5.50|MB,5.5,0.0,MB,MOS
730191,1610180,1610180|NEIS|4.60|mb,4.6,0.0,mb,NEIS
730191,1610181,1610181|ISC|4.50|mb,4.5,0.4,mb,ISC
730195,1610193,1610193|MOS|5.30|MB,5.3,0.0,MB,MOS
730195,1610194,1610194|NEIS|4.50|mb,4.5,0.0,mb,NEIS
730204,1610218,1610218|MOS|5.30|MB,5.3,0.0,MB,MOS
730204,1610219,1610219|NEIS|5.20|mb,5.2,0.0,mb,NEIS
730204,1610220,1610220|ISC|5.20|mb,5.2,0.1,mb,ISC
730209,1610230,1610230|MOS|5.10|MB,5.1,0.0,MB,MOS
730209,1610232,1610232|NEIS|4.90|mb,4.9,0.0,mb,NEIS
730209,1610233,1610233|ISC|4.90|mb,4.9,0.3,mb,ISC
730257,1610352,1610352|MOS|5.30|MB,5.3,0.0,MB,MOS
730257,1610353,1610353|NEIS|5.50|mb,5.5,0.0,mb,NEIS
730257,1610354,1610354|ISC|5.30|mb,5.3,0.5,mb,ISC
730429,1610796,1610796|MOS|5.30|MB,5.3,0.0,MB,MOS
730429,1610796,1610796|MOS|4.80|MS,4.8,0.0,MS,MOS
730429,1610797,1610797|NEIS|5.00|mb,5.0,0.0,mb,NEIS
730429,1610799,1610799|ISC|5.20|mb,5.2,0.1,mb,ISC
730522,1611023,1611023|MOS|5.10|MB,5.1,0.0,MB,MOS
730522,1611024,1611024|NEIS|5.10|mb,5.1,0.0,mb,NEIS
730522,1611025,1611025|ISC|5.20|mb,5.2,0.1,mb,ISC
730523,1611026,1611026|ISC|5.30|mb,5.3,0.2,mb,ISC
730552,1611103,1611103|NEIS|4.90|mb,4.9,0.0,mb,NEIS
730552,00887314,00887314|ISC|5.00|mb,5.0,0.1,mb,ISC
730691,1611427,1611427|ISC|5.00|mb,5.0,0.1,mb,ISC
730723,1611506,1611506|NEIS|5.00|mb,5.0,0.0,mb,NEIS
730723,1611508,1611508|ISC|5.00|mb,5.0,0.1,mb,ISC
730726,1611516,1611516|ISC|5.00|mb,5.0,0.1,mb,ISC
730732,1611528,1611528|MOS|5.30|MB,5.3,0.0,MB,MOS
730732,1611528,1611528|MOS|5.10|MS,5.1,0.0,MS,MOS
730732,1611530,1611530|NEIS|5.10|mb,5.1,0.0,mb,NEIS
730732,1611531,1611531|ISC|5.40|mb,5.4,0.2,mb,ISC
730741,1611542,1611542|MOS|5.20|MB,5.2,0.0,MB,MOS
730741,1611542,1611542|MOS|4.90|MS,4.9,0.0,MS,MOS
730741,1611544,1611544|NEIS|4.90|mb,4.9,0.0,mb,NEIS
730741,1611545,1611545|ISC|5.20|mb,5.2,0.2,mb,ISC
730742,1611546,1611546|ISC|4.70|mb,4.7,0.7,mb,ISC
730748,1611553,1611553|ISC|5.00|mb,5.0,0.0,mb,ISC
730768,1611593,1611593|MOS|5.60|mb,5.6,0.0,mb,MOS
730768,1611593,1611593|MOS|5.20|MS,5.2,0.0,MS,MOS
730768,1611594,1611594|NEIS|5.20|mb,5.2,0.0,mb,NEIS
730768,1611596,1611596|ISC|5.20|mb,5.2,0.1,mb,ISC
730769,1611597,1611597|MOS|5.70|mb,5.7,0.0,mb,MOS
730769,1611597,1611597|MOS|5.30|MS,5.3,0.0,MS,MOS
730769,1611598,1611598|NEIS|5.00|mb,5.0,0.0,mb,NEIS
730769,1611600,1611600|ISC|5.00|mb,5.0,0.2,mb,ISC
730772,1611607,1611607|ISC|4.90|mb,4.9,0.2,mb,ISC
730791,1611658,1611658|MOS|5.30|MB,5.3,0.0,MB,MOS
730791,1611659,1611659|NEIS|4.90|mb,4.9,0.0,mb,NEIS
730791,1611662,1611662|ISC|5.10|mb,5.1,0.2,mb,ISC
730810,1611712,1611712|NEIS|5.10|mb,5.1,0.0,mb,NEIS
730810,1611713,1611713|ISC|5.00|mb,5.0,0.2,mb,ISC
730815,1611720,1611720|NEIS|4.80|mb,4.8,0.0,mb,NEIS
730815,1611721,1611721|ISC|4.70|mb,4.7,0.0,mb,ISC
730832,1611761,1611761|MOS|5.30|MB,5.3,0.0,MB,MOS
730832,1611762,1611762|NEIS|4.80|mb,4.8,0.0,mb,NEIS
730832,1611763,1611763|ISC|5.00|mb,5.0,0.2,mb,ISC
728448,1605960,1605960|ISC|5.00|mb,5.0,0.5,mb,ISC
728459,1605991,1605991|MOS|5.30|MB,5.3,0.0,MB,MOS
728459,1605991,1605991|MOS|4.90|MS,4.9,0.0,MS,MOS
728459,1605992,1605992|NEIS|4.90|mb,4.9,0.0,mb,NEIS
728459,1605993,1605993|ISC|5.10|mb,5.1,0.1,mb,ISC
728479,1606043,1606043|NEIS|5.10|mb,5.1,0.0,mb,NEIS
728479,1606044,1606044|MOS|5.30|MB,5.3,0.0,MB,MOS
728479,1606044,1606044|MOS|5.00|MS,5.0,0.0,MS,MOS
728479,1606045,1606045|ISC|5.10|mb,5.1,0.1,mb,ISC
728526,1606146,1606146|MOS|5.20|MB,5.2,0.0,MB,MOS
728526,1606147,1606147|NEIS|4.70|mb,4.7,0.0,mb,NEIS
728528,1606151,1606151|NEIS|5.00|mb,5.0,0.0,mb,NEIS
728528,1606152,1606152|ISC|5.00|mb,5.0,0.1,mb,ISC
728529,1606154,1606154|ISC|5.00|mb,5.0,0.1,mb,ISC
728541,1606179,1606179|MOS|5.60|mb,5.6,0.0,mb,MOS
728541,1606180,1606180|NEIS|5.00|mb,5.0,0.0,mb,NEIS
728541,1606181,1606181|ISC|5.10|mb,5.1,0.1,mb,ISC
728568,1606253,1606253|MOS|5.30|MB,5.3,0.0,MB,MOS
728568,1606254,1606254|NEIS|5.10|mb,5.1,0.0,mb,NEIS
728643,1606451,1606451|NEIS|5.00|mb,5.0,0.0,mb,NEIS
728643,1606453,1606453|ISC|5.00|mb,5.0,0.0,mb,ISC
728687,1606553,1606553|NEIS|4.80|mb,4.8,0.0,mb,NEIS
728687,1606555,1606555|ISC|5.00|mb,5.0,0.1,mb,ISC
728766,1606734,1606734|NEIS|4.80|mb,4.8,0.0,mb,NEIS
728775,1606759,1606759|NEIS|4.20|mb,4.2,0.0,mb,NEIS
728845,1606908,1606908|MOS|5.10|MB,5.1,0.0,MB,MOS
728845,1606910,1606910|NEIS|4.90|mb,4.9,0.0,mb,NEIS
728845,1606912,1606912|ISC|5.10|mb,5.1,0.0,mb,ISC
728936,1607132,1607132|NEIS|4.80|mb,4.8,0.0,mb,NEIS
728936,1607134,1607134|ISC|4.90|mb,4.9,0.1,mb,ISC
728939,1607140,1607140|NEIS|5.80|mb,5.8,0.0,mb,NEIS
728939,1607140,1607140|NEIS|6.30|MSZ,6.3,0.0,MSZ,NEIS
728939,1607141,1607141|MOS|6.20|MB,6.2,0.0,MB,MOS
728939,1607141,1607141|MOS|6.30|MS,6.3,0.0,MS,MOS
728939,1607142,1607142|ISC|5.90|mb,5.9,0.3,mb,ISC
728939,1607142,1607142|ISC|6.20|MS,6.2,0.1,MS,ISC
728944,1607157,1607157|NEIS|4.90|mb,4.9,0.0,mb,NEIS
728944,1607158,1607158|MOS|5.30|MB,5.3,0.0,MB,MOS
728944,1607159,1607159|ISC|5.30|mb,5.3,0.3,mb,ISC
729189,1607734,1607734|NEIS|4.40|mb,4.4,0.0,mb,NEIS
729190,1607737,1607737|NEIS|4.90|mb,4.9,0.0,mb,NEIS
729190,1607738,1607738|ISC|4.80|mb,4.8,0.3,mb,ISC
729197,1607758,1607758|MOS|5.30|MB,5.3,0.0,MB,MOS
729197,1607758,1607758|MOS|4.70|MS,4.7,0.0,MS,MOS
729197,1607759,1607759|NEIS|5.20|mb,5.2,0.0,mb,NEIS
729197,1607760,1607760|ISC|5.40|mb,5.4,0.1,mb,ISC
729265,1607904,1607904|NEIS|5.10|mb,5.1,0.0,mb,NEIS
729265,1607905,1607905|MOS|5.30|MB,5.3,0.0,MB,MOS
729265,1607905,1607905|MOS|4.50|MS,4.5,0.0,MS,MOS
729265,1607906,1607906|ISC|5.10|mb,5.1,0.0,mb,ISC
729336,1608046,1608046|NEIS|5.40|mb,5.4,0.0,mb,NEIS
729336,1608047,1608047|MOS|5.60|mb,5.6,0.0,mb,MOS
729336,1608047,1608047|MOS|5.30|MS,5.3,0.0,MS,MOS
729336,1608048,1608048|LAO|5.00|UK,5.0,0.0,UK,LAO
729336,1608050,1608050|ISC|5.40|mb,5.4,0.2,mb,ISC
729337,1608051,1608051|PEK|6.50|MS,6.5,0.0,MS,PEK
729337,1608052,1608052|JMA|6.50|UK,6.5,0.0,UK,JMA
729337,1608053,1608053|NEIS|5.90|mb,5.9,0.0,mb,NEIS
729337,1608053,1608053|NEIS|6.20|MSZ,6.2,0.0,MSZ,NEIS
729337,1608053,1608053|PAS;NEIS|6.00|UK,6.0,0.0,UK,PAS;NEIS
729337,01079962,01079962|EVBIB|6.40|MW,6.4,0.2,MW,EVBIB
729337,02323681,02323681|B&D|6.80|UK,6.8,0.0,UK,B&D
729337,1608055,1608055|MOS|6.30|MB,6.3,0.0,MB,MOS
729337,1608055,1608055|MOS|6.50|MS,6.5,0.0,MS,MOS
729337,1608056,1608056|LAO|5.90|UK,5.9,0.0,UK,LAO
729337,1608058,1608058|ISC|5.90|mb,5.9,0.1,mb,ISC
729337,1608058,1608058|ISC|6.50|MS,6.5,0.1,MS,ISC
729349,1608083,1608083|NEIS|5.00|mb,5.0,0.0,mb,NEIS
729349,1608084,1608084|MOS|5.40|MB,5.4,0.0,MB,MOS
729349,1608084,1608084|MOS|4.90|MS,4.9,0.0,MS,MOS
729349,1608085,1608085|ISC|5.00|mb,5.0,0.2,mb,ISC
729396,1608201,1608201|NEIS|5.00|mb,5.0,0.0,mb,NEIS
729396,1608202,1608202|ISC|4.80|mb,4.8,0.0,mb,ISC
729590,1608710,1608710|NEIS|4.90|mb,4.9,0.0,mb,NEIS
729590,1608711,1608711|MOS|5.20|MB,5.2,0.0,MB,MOS
729590,1608711,1608711|MOS|5.00|MS,5.0,0.0,MS,MOS
729590,1608712,1608712|ISC|4.80|mb,4.8,0.1,mb,ISC
729591,1608713,1608713|NEIS|5.20|mb,5.2,0.0,mb,NEIS
729591,1608715,1608715|MOS|5.40|MB,5.4,0.0,MB,MOS
729591,1608715,1608715|MOS|5.20|MS,5.2,0.0,MS,MOS
729591,1608716,1608716|ISC|5.00|mb,5.0,0.2,mb,ISC
729618,1608773,1608773|MOS|5.50|mb,5.5,0.0,mb,MOS
729618,1608773,1608773|MOS|4.90|MS,4.9,0.0,MS,MOS
729618,1608774,1608774|NEIS|5.30|mb,5.3,0.0,mb,NEIS
729618,1608775,1608775|ISC|5.40|mb,5.4,0.3,mb,ISC
726867,1601885,1601885|NEIS|5.00|mb,5.0,0.0,mb,NEIS
726867,1601886,1601886|MOS|5.20|MB,5.2,0.0,MB,MOS
726867,1601886,1601886|MOS|4.80|MS,4.8,0.0,MS,MOS
726867,1601889,1601889|ISC|5.00|mb,5.0,0.1,mb,ISC
726993,1602125,1602125|NEIS|5.70|mb,5.7,0.0,mb,NEIS
726993,1602126,1602126|MOS|5.50|MB,5.5,0.0,MB,MOS
726993,1602126,1602126|MOS|4.90|MS,4.9,0.0,MS,MOS
726993,1602128,1602128|ISC|5.60|mb,5.6,0.2,mb,ISC
727020,1602189,1602189|NEIS|5.70|mb,5.7,0.0,mb,NEIS
727020,1602189,1602189|NEIS|5.80|MSZ,5.8,0.0,MSZ,NEIS
727020,1602190,1602190|MOS|5.80|MB,5.8,0.0,MB,MOS
727020,1602190,1602190|MOS|5.80|MS,5.8,0.0,MS,MOS
727020,1602191,1602191|ISC|5.80|mb,5.8,0.3,mb,ISC
727020,1602191,1602191|ISC|5.80|MS,5.8,0.1,MS,ISC
727021,1602193,1602193|NEIS|5.30|mb,5.3,0.0,mb,NEIS
727021,1602194,1602194|MOS|5.00|MB,5.0,0.0,MB,MOS
727021,1602195,1602195|ISC|5.50|mb,5.5,0.1,mb,ISC
727097,1602377,1602377|NEIS|5.00|mb,5.0,0.0,mb,NEIS
727097,1602378,1602378|ISC|5.20|mb,5.2,0.0,mb,ISC
727109,1602405,1602405|NEIS|4.20|mb,4.2,0.0,mb,NEIS
727109,1602406,1602406|ISC|4.70|mb,4.7,0.2,mb,ISC
727139,1602479,1602479|NEIS|5.60|mb,5.6,0.0,mb,NEIS
727139,1602479,1602479|NEIS|5.80|MSZ,5.8,0.0,MSZ,NEIS
727139,1602482,1602482|JMA|6.00|UK,6.0,0.0,UK,JMA
727139,1602483,1602483|MOS|5.70|MB,5.7,0.0,MB,MOS
727139,1602483,1602483|MOS|5.70|MS,5.7,0.0,MS,MOS
727139,1602484,1602484|ISC|5.70|mb,5.7,0.2,mb,ISC
727139,1602484,1602484|ISC|5.90|MS,5.9,0.0,MS,ISC
727214,1602671,1602671|ISC|4.80|mb,4.8,0.5,mb,ISC
727240,1602724,1602724|MOS|5.60|mb,5.6,0.0,mb,MOS
727240,1602724,1602724|MOS|5.00|MS,5.0,0.0,MS,MOS
727240,1602725,1602725|NEIS|5.10|mb,5.1,0.0,mb,NEIS
727240,1602726,1602726|ISC|5.30|mb,5.3,0.2,mb,ISC
727256,1602763,1602763|NEIS|4.10|mb,4.1,0.0,mb,NEIS
727256,1602764,1602764|TAP|4.70|UK,4.7,0.0,UK,TAP
727278,1602819,1602819|LAO|5.10|UK,5.1,0.0,UK,LAO
727278,1602821,1602821|NEIS|5.20|mb,5.2,0.0,mb,NEIS
727278,1602823,1602823|MOS|5.40|MB,5.4,0.0,MB,MOS
727278,1602823,1602823|MOS|5.10|MS,5.1,0.0,MS,MOS
727278,1602824,1602824|TAP|6.20|UK,6.2,0.0,UK,TAP
727278,1602825,1602825|ISC|5.30|mb,5.3,0.1,mb,ISC
727279,1602827,1602827|NEIS|4.10|mb,4.1,0.0,mb,NEIS
727279,1602828,1602828|ISC|4.40|mb,4.4,0.3,mb,ISC
727304,1602907,1602907|NEIS|5.10|mb,5.1,0.0,mb,NEIS
727304,1602908,1602908|ISC|5.10|mb,5.1,0.6,mb,ISC
727326,1602993,1602993|NEIS|4.90|mb,4.9,0.0,mb,NEIS
727326,1602994,1602994|ISC|5.00|mb,5.0,0.2,mb,ISC
727387,1603180,1603180|NEIS|4.30|mb,4.3,0.0,mb,NEIS
727387,1603181,1603181|ISC|4.50|mb,4.5,0.1,mb,ISC
727423,1603297,1603297|NEIS|4.80|mb,4.8,0.0,mb,NEIS
727423,1603299,1603299|ISC|4.90|mb,4.9,0.1,mb,ISC
727496,1603528,1603528|MOS|6.00|MB,6.0,0.0,MB,MOS
727496,1603528,1603528|MOS|6.00|MS,6.0,0.0,MS,MOS
727496,1603529,1603529|NEIS|5.60|mb,5.6,0.0,mb,NEIS
727496,1603529,1603529|NEIS|5.80|MSZ,5.8,0.0,MSZ,NEIS
727496,1603530,1603530|ISC|5.80|mb,5.8,0.2,mb,ISC
727496,1603530,1603530|ISC|5.80|MS,5.8,0.2,MS,ISC
727497,1603532,1603532|NEIS|4.90|mb,4.9,0.0,mb,NEIS
727497,1603533,1603533|MOS|5.30|MB,5.3,0.0,MB,MOS
727584,1603823,1603823|NEIS|5.10|mb,5.1,0.0,mb,NEIS
727613,1603911,1603911|NEIS|4.90|mb,4.9,0.0,mb,NEIS
727613,1603913,1603913|ISC|5.20|mb,5.2,0.1,mb,ISC
727682,1604129,1604129|NEIS|4.70|mb,4.7,0.0,mb,NEIS
727761,1604311,1604311|NEIS|4.70|mb,4.7,0.0,mb,NEIS
727761,1604312,1604312|ISC|4.80|mb,4.8,0.2,mb,ISC
727821,1604442,1604442|MOS|5.60|mb,5.6,0.0,mb,MOS
727821,1604443,1604443|NEIS|5.40|mb,5.4,0.0,mb,NEIS
727821,1604444,1604444|ISC|5.50|mb,5.5,0.2,mb,ISC
727850,1604522,1604522|NEIS|4.70|mb,4.7,0.0,mb,NEIS
727850,1604524,1604524|ISC|4.60|mb,4.6,0.5,mb,ISC
728105,1605123,1605123|MOS|5.00|MB,5.0,0.0,MB,MOS
728105,1605124,1605124|NEIS|4.40|mb,4.4,0.0,mb,NEIS
728125,1605187,1605187|NEIS|4.20|mb,4.2,0.0,mb,NEIS
728178,1605311,1605311|NEIS|5.50|mb,5.5,0.0,mb,NEIS
728178,1605314,1605314|MOS|5.60|MB,5.6,0.0,MB,MOS
728178,1605314,1605314|MOS|5.10|MS,5.1,0.0,MS,MOS
728178,1605315,1605315|LAO|5.40|UK,5.4,0.0,UK,LAO
728178,1605316,1605316|TAP|5.70|UK,5.7,0.0,UK,TAP
728178,1605317,1605317|ISC|5.50|mb,5.5,0.1,mb,ISC
728237,1605473,1605473|MOS|5.30|MB,5.3,0.0,MB,MOS
728237,1605473,1605473|MOS|4.90|MS,4.9,0.0,MS,MOS
728237,1605475,1605475|NEIS|5.10|mb,5.1,0.0,mb,NEIS
728237,1605475,1605475|NEIS|4.60|MSZ,4.6,0.0,MSZ,NEIS
728237,1605476,1605476|TAP|5.70|UK,5.7,0.0,UK,TAP
728237,1605477,1605477|ISC|5.10|mb,5.1,0.2,mb,ISC
728239,1605482,1605482|TAP|4.50|UK,4.5,0.0,UK,TAP
728248,1605501,1605501|TAP|4.80|UK,4.8,0.0,UK,TAP
725835,1599804,1599804|TAP|4.00|UK,4.0,0.0,UK,TAP
725844,1599821,1599821|TAP|3.90|UK,3.9,0.0,UK,TAP
725921,1599972,1599972|TAP|4.20|UK,4.2,0.0,UK,TAP
725948,1600024,1600024|TAP|5.30|UK,5.3,0.0,UK,TAP
725948,1600025,1600025|NEIS|4.80|mb,4.8,0.0,mb,NEIS
725948,1600027,1600027|MOS|5.10|MB,5.1,0.0,MB,MOS
725948,1600027,1600027|MOS|4.80|MS,4.8,0.0,MS,MOS
725948,1600028,1600028|ISC|5.00|mb,5.0,0.1,mb,ISC
725981,1600097,1600097|TAP|4.00|UK,4.0,0.0,UK,TAP
725983,1600100,1600100|MOS|5.30|MB,5.3,0.0,MB,MOS
725983,1600100,1600100|MOS|4.90|MS,4.9,0.0,MS,MOS
725983,1600101,1600101|NEIS|4.90|mb,4.9,0.0,mb,NEIS
725983,1600103,1600103|ISC|5.00|mb,5.0,0.1,mb,ISC
725987,1600109,1600109|TAP|4.10|UK,4.1,0.0,UK,TAP
726000,1600144,1600144|TAP|4.30|UK,4.3,0.0,UK,TAP
726030,1600208,1600208|TAP|4.10|UK,4.1,0.0,UK,TAP
726032,1600212,1600212|TAP|4.10|UK,4.1,0.0,UK,TAP
726048,1600244,1600244|NEIS|4.60|mb,4.6,0.0,mb,NEIS
726048,1600245,1600245|ISC|4.70|mb,4.7,0.4,mb,ISC
726056,1600261,1600261|MOS|6.20|MB,6.2,0.0,MB,MOS
726056,1600261,1600261|MOS|7.00|MS,7.0,0.0,MS,MOS
726056,1600262,1600262|NEIS|6.20|mb,6.2,0.0,mb,NEIS
726056,1600262,1600262|PAS;NEIS|7.00|UK,7.0,0.0,UK,PAS;NEIS
726056,02323726,02323726|PAS|7.00|UK,7.0,0.0,UK,PAS
726056,02323726,02323726|B&D|7.10|UK,7.1,0.0,UK,B&D
726056,01079971,01079971|EVBIB|7.30|MW,7.3,0.4,MW,EVBIB
726056,1600263,1600263|ISC|6.00|mb,6.0,0.2,mb,ISC
726058,1600265,1600265|TAP|3.90|UK,3.9,0.0,UK,TAP
726087,1600318,1600318|TAP|4.90|UK,4.9,0.0,UK,TAP
726132,1600409,1600409|NEIS|5.10|mb,5.1,0.0,mb,NEIS
726132,1600410,1600410|MOS|5.20|MB,5.2,0.0,MB,MOS
726132,1600410,1600410|MOS|4.90|MS,4.9,0.0,MS,MOS
726132,1600411,1600411|ISC|5.10|mb,5.1,0.3,mb,ISC
726136,1600419,1600419|NEIS|5.00|mb,5.0,0.0,mb,NEIS
726136,1600420,1600420|MOS|5.30|MB,5.3,0.0,MB,MOS
726136,1600420,1600420|MOS|5.00|MS,5.0,0.0,MS,MOS
726136,1600421,1600421|ISC|5.00|mb,5.0,0.3,mb,ISC
726158,1600468,1600468|TAP|4.30|UK,4.3,0.0,UK,TAP
726297,1600729,1600729|NEIS|5.00|mb,5.0,0.0,mb,NEIS
726297,1600730,1600730|ISC|5.20|mb,5.2,0.3,mb,ISC
726308,1600752,1600752|MOS|5.10|MB,5.1,0.0,MB,MOS
726308,1600753,1600753|NEIS|5.00|mb,5.0,0.0,mb,NEIS
726308,1600754,1600754|ISC|4.80|mb,4.8,0.1,mb,ISC
