eventID,originID,magnitudeID,value,sigma,magType,magAgency
205766,454446,454446|MOS|5.10|mb,5.1,0.0,mb,MOS
205766,454447,454447|ISC|5.10|mb,5.1,0.1,mb,ISC
205960,454851,454851|NEIC|3.50|mb,3.5,0.0,mb,NEIC
206010,00062339,00062339|TAP|4.20|ML,4.2,0.0,ML,TAP
206010,454942,454942|BJI|4.20|mb,4.2,0.0,mb,BJI
206010,454942,454942|BJI|3.50|mL,3.5,0.0,mL,BJI
206010,454942,454942|BJI|4.00|Ms,4.0,0.0,Ms,BJI
206010,454943,454943|JMA|3.60|UK,3.6,0.0,UK,JMA
206010,454944,454944|NEIC|4.10|mb,4.1,0.0,mb,NEIC
206010,454945,454945|ISC|4.10|mb,4.1,0.6,mb,ISC
206019,00062340,00062340|TAP|4.50|ML,4.5,0.0,ML,TAP
206019,454966,454966|JMA|4.10|UK,4.1,0.0,UK,JMA
206019,454967,454967|NEIC|4.30|mb,4.3,0.0,mb,NEIC
206019,454967,454967|NEIC|4.30|MSZ,4.3,0.0,MSZ,NEIC
206019,454968,454968|BJI|4.20|mb,4.2,0.0,mb,BJI
206019,454968,454968|BJI|3.80|mL,3.8,0.0,mL,BJI
206019,454968,454968|BJI|4.20|Ms,4.2,0.0,Ms,BJI
206019,454969,454969|ISC|4.30|mb,4.3,0.2,mb,ISC
206019,454969,454969|ISC|4.20|MS,4.2,0.2,MS,ISC
206152,00062346,00062346|TAP|3.40|ML,3.4,0.0,ML,TAP
206169,455278,455278|BJI|3.60|mL,3.6,0.0,mL,BJI
206267,00062351,00062351|TAP|3.20|ML,3.2,0.0,ML,TAP
206279,455488,455488|NEIC|4.60|mb,4.6,0.0,mb,NEIC
206279,455489,455489|ISC|4.60|mb,4.6,0.3,mb,ISC
206387,455706,455706|BJI|4.90|mb,4.9,0.0,mb,BJI
206387,455707,455707|NEIC|4.80|mb,4.8,0.0,mb,NEIC
206387,455708,455708|MAN|5.30|mL,5.3,0.0,mL,MAN
206387,455709,455709|MOS|5.10|mb,5.1,0.0,mb,MOS
206387,455710,455710|ISC|4.80|mb,4.8,0.3,mb,ISC
206548,00062369,00062369|TAP|3.10|ML,3.1,0.0,ML,TAP
206603,456134,456134|NEIC|4.10|mb,4.1,0.0,mb,NEIC
206603,456135,456135|ISC|4.40|mb,4.4,0.0,mb,ISC
206644,456217,456217|NEIC|4.20|mb,4.2,0.0,mb,NEIC
206644,456218,456218|ISC|4.20|mb,4.2,0.0,mb,ISC
206656,456239,456239|MAN|4.20|mL,4.2,0.0,mL,MAN
206656,456240,456240|NEIC|4.50|mb,4.5,0.0,mb,NEIC
206656,456240,456240|NEIC|4.00|MSZ,4.0,0.0,MSZ,NEIC
206656,456241,456241|BJI|4.50|mb,4.5,0.0,mb,BJI
206656,456241,456241|BJI|4.30|MS,4.3,0.0,MS,BJI
206656,456242,456242|ISC|4.50|mb,4.5,0.2,mb,ISC
206656,456242,456242|ISC|4.20|MS,4.2,0.3,MS,ISC
206666,00062377,00062377|TAP|3.20|ML,3.2,0.0,ML,TAP
206706,00062379,00062379|TAP|3.10|ML,3.1,0.0,ML,TAP
206774,00062381,00062381|TAP|3.00|ML,3.0,0.0,ML,TAP
206794,00062384,00062384|TAP|3.50|ML,3.5,0.0,ML,TAP
206805,456541,456541|BJI|4.90|mb,4.9,0.0,mb,BJI
206805,456542,456542|NEIC|4.90|mb,4.9,0.0,mb,NEIC
206805,456542,456542|NEIC|4.40|MSZ,4.4,0.0,MSZ,NEIC
206805,456543,456543|ISC|4.90|mb,4.9,0.3,mb,ISC
206805,456543,456543|ISC|4.40|MS,4.4,0.1,MS,ISC
206906,00062388,00062388|TAP|3.90|ML,3.9,0.0,ML,TAP
207059,00062393,00062393|TAP|3.30|ML,3.3,0.0,ML,TAP
207067,00062394,00062394|TAP|3.20|ML,3.2,0.0,ML,TAP
207070,457087,457087|NEIC|4.90|mb,4.9,0.0,mb,NEIC
207070,457088,457088|ISC|4.80|mb,4.8,0.2,mb,ISC
207123,00062396,00062396|TAP|3.40|ML,3.4,0.0,ML,TAP
207217,457435,457435|NEIC|4.50|mb,4.5,0.0,mb,NEIC
207217,457436,457436|BJI|4.60|mb,4.6,0.0,mb,BJI
207217,457436,457436|BJI|3.80|mL,3.8,0.0,mL,BJI
207217,457436,457436|BJI|4.20|Ms,4.2,0.0,Ms,BJI
207217,457437,457437|ISC|4.40|mb,4.4,0.4,mb,ISC
207218,00062402,00062402|TAP|3.20|ML,3.2,0.0,ML,TAP
207353,457762,457762|NEIC|5.00|mb,5.0,0.0,mb,NEIC
207353,457763,457763|BJI|4.90|mb,4.9,0.0,mb,BJI
207353,457764,457764|ISC|5.00|mb,5.0,0.2,mb,ISC
207354,00062410,00062410|TAP|3.40|ML,3.4,0.0,ML,TAP
207375,00062411,00062411|TAP|3.60|ML,3.6,0.0,ML,TAP
207395,457847,457847|MAN|5.20|mL,5.2,0.0,mL,MAN
207395,457848,457848|MOS|5.50|mb,5.5,0.0,mb,MOS
207395,457848,457848|MOS|5.40|MS,5.4,0.0,MS,MOS
207395,457849,457849|BJI|5.10|mb,5.1,0.0,mb,BJI
207395,457849,457849|BJI|5.20|MS,5.2,0.0,MS,BJI
207395,457850,457850|NEIC|5.40|mb,5.4,0.0,mb,NEIC
207395,457850,457850|NEIC|5.40|MSZ,5.4,0.0,MSZ,NEIC
207395,05197642,05197642|GCMT|5.60|MW,5.6,0.0,MW,GCMT
207395,457852,457852|ISC|5.40|mb,5.4,0.3,mb,ISC
207395,457852,457852|ISC|5.40|MS,5.4,0.1,MS,ISC
207402,00062412,00062412|TAP|3.30|ML,3.3,0.0,ML,TAP
207491,00062416,00062416|TAP|3.30|ML,3.3,0.0,ML,TAP
207599,458270,458270|NEIC|3.90|mb,3.9,0.0,mb,NEIC
207599,00062423,00062423|TAP|4.20|ML,4.2,0.0,ML,TAP
207599,458272,458272|ISC|3.80|mb,3.8,0.1,mb,ISC
207604,458281,458281|NEIC|4.60|mb,4.6,0.0,mb,NEIC
207604,458282,458282|ISC|4.30|mb,4.3,0.2,mb,ISC
207612,00062424,00062424|TAP|3.10|ML,3.1,0.0,ML,TAP
207623,00062425,00062425|TAP|3.00|ML,3.0,0.0,ML,TAP
207659,00062427,00062427|TAP|3.30|ML,3.3,0.0,ML,TAP
207739,00062430,00062430|TAP|3.10|ML,3.1,0.0,ML,TAP
207757,00062431,00062431|TAP|3.30|ML,3.3,0.0,ML,TAP
207827,00062437,00062437|TAP|3.00|ML,3.0,0.0,ML,TAP
207936,00062443,00062443|TAP|3.00|ML,3.0,0.0,ML,TAP
207955,459051,459051|NEIC|4.70|mb,4.7,0.0,mb,NEIC
207955,459052,459052|BJI|4.40|mb,4.4,0.0,mb,BJI
207955,459053,459053|MAN|4.10|mL,4.1,0.0,mL,MAN
207955,459055,459055|ISC|4.70|mb,4.7,0.2,mb,ISC
207996,00062447,00062447|TAP|3.70|ML,3.7,0.0,ML,TAP
208081,00062451,00062451|TAP|3.00|ML,3.0,0.0,ML,TAP
208111,459363,459363|NEIC|3.90|mb,3.9,0.0,mb,NEIC
208177,00062452,00062452|TAP|3.50|ML,3.5,0.0,ML,TAP
208217,00062454,00062454|TAP|3.10|ML,3.1,0.0,ML,TAP
208224,00062455,00062455|TAP|3.20|ML,3.2,0.0,ML,TAP
208236,00062457,00062457|TAP|4.10|ML,4.1,0.0,ML,TAP
208268,00062460,00062460|TAP|3.10|ML,3.1,0.0,ML,TAP
208271,00062461,00062461|TAP|3.40|ML,3.4,0.0,ML,TAP
208278,00062462,00062462|TAP|3.60|ML,3.6,0.0,ML,TAP
208329,00062464,00062464|TAP|4.20|ML,4.2,0.0,ML,TAP
208332,459792,459792|BJI|4.40|mb,4.4,0.0,mb,BJI
208332,459793,459793|NEIC|4.80|mb,4.8,0.0,mb,NEIC
208332,459794,459794|ISC|4.80|mb,4.8,0.1,mb,ISC
208337,00062465,00062465|TAP|3.90|ML,3.9,0.0,ML,TAP
300520449,00062472,00062472|TAP|2.80|ML,2.8,0.0,ML,TAP
208452,00062477,00062477|TAP|3.00|ML,3.0,0.0,ML,TAP
208453,460030,460030|BJI|4.30|mb,4.3,0.0,mb,BJI
208453,460030,460030|BJI|3.80|mL,3.8,0.0,mL,BJI
208453,00062478,00062478|TAP|4.50|ML,4.5,0.0,ML,TAP
208453,460032,460032|NEIC|4.10|mb,4.1,0.0,mb,NEIC
208453,460033,460033|ISC|4.10|mb,4.1,0.1,mb,ISC
208454,00062480,00062480|TAP|3.80|ML,3.8,0.0,ML,TAP
208455,460036,460036|JMA|2.80|UK,2.8,0.0,UK,JMA
208455,00062481,00062481|TAP|3.60|ML,3.6,0.0,ML,TAP
208526,460190,460190|JMA|2.70|UK,2.7,0.0,UK,JMA
208540,00062488,00062488|TAP|3.20|ML,3.2,0.0,ML,TAP
208550,00062489,00062489|TAP|3.50|ML,3.5,0.0,ML,TAP
208580,00062491,00062491|TAP|4.50|ML,4.5,0.0,ML,TAP
208580,460304,460304|NEIC|4.10|mb,4.1,0.0,mb,NEIC
208580,460304,460304|NEIC|4.00|MSZ,4.0,0.0,MSZ,NEIC
208580,460305,460305|BJI|4.20|mb,4.2,0.0,mb,BJI
208580,460305,460305|BJI|4.10|MS,4.1,0.0,MS,BJI
208580,460306,460306|ISC|4.20|mb,4.2,0.1,mb,ISC
208580,460306,460306|ISC|4.00|MS,4.0,0.0,MS,ISC
208581,00062492,00062492|TAP|4.00|ML,4.0,0.0,ML,TAP
208599,460342,460342|MOS|5.90|mb,5.9,0.0,mb,MOS
208599,460342,460342|MOS|5.00|MS,5.0,0.0,MS,MOS
208599,460343,460343|BJI|5.30|mb,5.3,0.0,mb,BJI
208599,460343,460343|BJI|4.70|MS,4.7,0.0,MS,BJI
208599,460344,460344|NEIC|5.50|mb,5.5,0.0,mb,NEIC
208599,460344,460344|NEIC|5.10|MSZ,5.1,0.0,MSZ,NEIC
208599,05197682,05197682|GCMT|5.60|MW,5.6,0.0,MW,GCMT
208599,460346,460346|ISC|5.50|mb,5.5,0.2,mb,ISC
208599,460346,460346|ISC|5.00|MS,5.0,0.2,MS,ISC
208608,460363,460363|MAN|4.70|mL,4.7,0.0,mL,MAN
208608,460364,460364|NEIC|4.50|mb,4.5,0.0,mb,NEIC
208608,460364,460364|NEIC|4.60|MSZ,4.6,0.0,MSZ,NEIC
208608,460365,460365|BJI|4.30|mb,4.3,0.0,mb,BJI
208608,460365,460365|BJI|4.70|MS,4.7,0.0,MS,BJI
208608,460366,460366|ISC|4.50|mb,4.5,0.3,mb,ISC
208608,460366,460366|ISC|4.60|MS,4.6,0.1,MS,ISC
208633,00062495,00062495|TAP|3.20|ML,3.2,0.0,ML,TAP
208676,460500,460500|NEIC|4.40|mb,4.4,0.0,mb,NEIC
208676,460500,460500|NEIC|4.30|MSZ,4.3,0.0,MSZ,NEIC
208676,460501,460501|BJI|4.50|mb,4.5,0.0,mb,BJI
208676,460501,460501|BJI|4.10|mL,4.1,0.0,mL,BJI
208676,460502,460502|JMA|4.20|UK,4.2,0.0,UK,JMA
208676,460504,460504|ISC|4.50|mb,4.5,0.1,mb,ISC
208766,00062498,00062498|TAP|3.10|ML,3.1,0.0,ML,TAP
208768,00062500,00062500|TAP|3.10|ML,3.1,0.0,ML,TAP
208837,00062506,00062506|TAP|3.40|ML,3.4,0.0,ML,TAP
208871,460899,460899|ISC|4.70|mb,4.7,0.5,mb,ISC
208876,00062507,00062507|TAP|4.10|ML,4.1,0.0,ML,TAP
208880,00062510,00062510|TAP|3.50|ML,3.5,0.0,ML,TAP
208882,460917,460917|ISC|4.40|mb,4.4,0.2,mb,ISC
208909,00062513,00062513|TAP|3.60|ML,3.6,0.0,ML,TAP
208928,461016,461016|NEIC|4.30|mb,4.3,0.0,mb,NEIC
208928,461017,461017|MAN|4.20|mL,4.2,0.0,mL,MAN
208928,461018,461018|ISC|4.30|mb,4.3,0.2,mb,ISC
208947,00062515,00062515|TAP|3.00|ML,3.0,0.0,ML,TAP
208996,00062519,00062519|TAP|4.20|ML,4.2,0.0,ML,TAP
208996,461151,461151|JMA|3.10|UK,3.1,0.0,UK,JMA
209134,00062531,00062531|TAP|3.10|ML,3.1,0.0,ML,TAP
209171,00062532,00062532|TAP|3.40|ML,3.4,0.0,ML,TAP
209226,00062535,00062535|TAP|3.50|ML,3.5,0.0,ML,TAP
209242,461650,461650|JMA|2.40|UK,2.4,0.0,UK,JMA
209297,00062538,00062538|TAP|3.80|ML,3.8,0.0,ML,TAP
209320,461813,461813|NEIC|4.30|mb,4.3,0.0,mb,NEIC
209320,461814,461814|JMA|3.60|UK,3.6,0.0,UK,JMA
209320,461815,461815|ISC|4.30|mb,4.3,0.3,mb,ISC
209385,00062540,00062540|TAP|3.70|ML,3.7,0.0,ML,TAP
209420,462018,462018|BJI|4.70|mb,4.7,0.0,mb,BJI
209420,462019,462019|NEIC|4.90|mb,4.9,0.0,mb,NEIC
209420,462020,462020|ISC|4.90|mb,4.9,0.2,mb,ISC
209445,462074,462074|NEIC|4.40|mb,4.4,0.0,mb,NEIC
209445,462075,462075|ISC|4.40|mb,4.4,0.3,mb,ISC
209457,00062543,00062543|TAP|3.90|ML,3.9,0.0,ML,TAP
209460,462097,462097|NEIC|4.80|mb,4.8,0.0,mb,NEIC
209460,462098,462098|ISC|4.80|mb,4.8,0.1,mb,ISC
209481,462139,462139|NEIC|5.20|mb,5.2,0.0,mb,NEIC
209548,462281,462281|BJI|5.00|mb,5.0,0.0,mb,BJI
209548,462281,462281|BJI|4.50|MS,4.5,0.0,MS,BJI
209548,462282,462282|NEIC|4.90|mb,4.9,0.0,mb,NEIC
209548,462282,462282|NEIC|4.20|MSZ,4.2,0.0,MSZ,NEIC
209548,462283,462283|ISC|5.00|mb,5.0,0.3,mb,ISC
209548,462283,462283|ISC|4.30|MS,4.3,0.1,MS,ISC
209613,462417,462417|NEIC|4.60|mb,4.6,0.0,mb,NEIC
209613,462418,462418|BJI|4.80|mb,4.8,0.0,mb,BJI
209613,462419,462419|ISC|4.60|mb,4.6,0.3,mb,ISC
209627,462448,462448|BJI|5.30|mb,5.3,0.0,mb,BJI
209627,462449,462449|NEIC|5.30|mb,5.3,0.0,mb,NEIC
209627,05197718,05197718|GCMT|5.30|MW,5.3,0.0,MW,GCMT
209627,462451,462451|MOS|5.50|mb,5.5,0.0,mb,MOS
209627,462452,462452|MAN|4.50|mL,4.5,0.0,mL,MAN
209627,462453,462453|ISC|5.30|mb,5.3,0.4,mb,ISC
209644,00062552,00062552|TAP|3.00|ML,3.0,0.0,ML,TAP
209646,00062554,00062554|TAP|3.40|ML,3.4,0.0,ML,TAP
209710,00062560,00062560|TAP|3.10|ML,3.1,0.0,ML,TAP
209731,462647,462647|NEIC|4.30|mb,4.3,0.0,mb,NEIC
209751,00062561,00062561|TAP|3.80|ML,3.8,0.0,ML,TAP
209948,00062567,00062567|TAP|3.40|ML,3.4,0.0,ML,TAP
210008,00062570,00062570|TAP|3.10|ML,3.1,0.0,ML,TAP
210011,00062571,00062571|TAP|3.70|ML,3.7,0.0,ML,TAP
210047,00062578,00062578|TAP|3.60|ML,3.6,0.0,ML,TAP
210081,463342,463342|NEIC|5.20|mb,5.2,0.0,mb,NEIC
210081,463342,463342|NEIC|4.20|MSZ,4.2,0.0,MSZ,NEIC
210081,463343,463343|BJI|5.00|mb,5.0,0.0,mb,BJI
210081,463344,463344|MOS|5.70|mb,5.7,0.0,mb,MOS
210081,463345,463345|ISC|5.10|mb,5.1,0.3,mb,ISC
210081,463345,463345|ISC|4.50|MS,4.5,0.2,MS,ISC
210090,463360,463360|MOS|5.50|mb,5.5,0.0,mb,MOS
210090,463361,463361|BJI|4.90|mb,4.9,0.0,mb,BJI
210090,463362,463362|NEIC|4.90|mb,4.9,0.0,mb,NEIC
210090,463363,463363|MAN|4.40|mL,4.4,0.0,mL,MAN
210090,463364,463364|ISC|4.80|mb,4.8,0.3,mb,ISC
210204,463588,463588|NEIC|4.90|mb,4.9,0.0,mb,NEIC
210204,463588,463588|NEIC|4.00|MSZ,4.0,0.0,MSZ,NEIC
210204,463589,463589|MAN|4.60|mL,4.6,0.0,mL,MAN
210204,463590,463590|BJI|4.90|mb,4.9,0.0,mb,BJI
210204,463592,463592|ISC|4.80|mb,4.8,0.3,mb,ISC
210204,463592,463592|ISC|4.00|MS,4.0,0.2,MS,ISC
210230,463648,463648|NEIC|4.30|mb,4.3,0.0,mb,NEIC
210230,463649,463649|ISC|4.20|mb,4.2,0.1,mb,ISC
210301,00062585,00062585|TAP|3.10|ML,3.1,0.0,ML,TAP
210389,463970,463970|NEIC|4.60|mb,4.6,0.0,mb,NEIC
210389,463971,463971|BJI|4.60|mb,4.6,0.0,mb,BJI
210389,01172795,01172795|ISC|4.60|mb,4.6,0.3,mb,ISC
210474,00062589,00062589|TAP|4.50|ML,4.5,0.0,ML,TAP
210474,464133,464133|ISC|4.40|mb,4.4,0.6,mb,ISC
210484,464157,464157|MAN|4.20|mL,4.2,0.0,mL,MAN
210484,464158,464158|ISC|4.70|mb,4.7,0.2,mb,ISC
210555,00062593,00062593|TAP|3.10|ML,3.1,0.0,ML,TAP
210586,00062594,00062594|TAP|3.00|ML,3.0,0.0,ML,TAP
210597,464400,464400|BJI|4.80|mb,4.8,0.0,mb,BJI
210597,464401,464401|NEIC|4.70|mb,4.7,0.0,mb,NEIC
210597,464402,464402|ISC|4.70|mb,4.7,0.3,mb,ISC
210611,00062595,00062595|TAP|3.80|ML,3.8,0.0,ML,TAP
210675,464565,464565|BJI|5.30|mb,5.3,0.0,mb,BJI
210675,464565,464565|BJI|4.20|MS,4.2,0.0,MS,BJI
210675,464566,464566|NEIC|5.10|mb,5.1,0.0,mb,NEIC
210675,464567,464567|MAN|4.30|mL,4.3,0.0,mL,MAN
210675,464568,464568|ISC|5.10|mb,5.1,0.2,mb,ISC
210675,464568,464568|ISC|4.30|MS,4.3,0.1,MS,ISC
210677,464572,464572|BJI|4.50|mb,4.5,0.0,mb,BJI
210677,464572,464572|BJI|4.40|mL,4.4,0.0,mL,BJI
210677,464572,464572|BJI|4.50|Ms,4.5,0.0,Ms,BJI
210677,00062596,00062596|TAP|4.80|ML,4.8,0.0,ML,TAP
210677,464574,464574|NEIC|4.30|mb,4.3,0.0,mb,NEIC
210677,464575,464575|ISC|4.30|mb,4.3,0.1,mb,ISC
210683,00062597,00062597|TAP|3.30|ML,3.3,0.0,ML,TAP
200484,00084167,00084167|TAP|4.20|ML,4.2,0.0,ML,TAP
200519,00084168,00084168|TAP|3.40|ML,3.4,0.0,ML,TAP
200696,444114,444114|BJI|5.10|mb,5.1,0.0,mb,BJI
200696,444115,444115|NEIC|5.20|mb,5.2,0.0,mb,NEIC
200696,444117,444117|MAN|4.00|mL,4.0,0.0,mL,MAN
200696,444116,444116|ISC|5.10|mb,5.1,0.2,mb,ISC
200735,444200,444200|NEIC|4.40|mb,4.4,0.0,mb,NEIC
200735,444201,444201|ISC|4.40|mb,4.4,0.2,mb,ISC
200842,444419,444419|ISC|4.40|mb,4.4,0.6,mb,ISC
200848,444430,444430|NEIC|4.70|mb,4.7,0.0,mb,NEIC
200848,444431,444431|BJI|4.80|mb,4.8,0.0,mb,BJI
200848,444431,444431|BJI|4.20|mL,4.2,0.0,mL,BJI
200848,444431,444431|BJI|4.30|Ms,4.3,0.0,Ms,BJI
200848,444432,444432|ISC|4.90|mb,4.9,0.5,mb,ISC
200848,444432,444432|ISC|4.00|MS,4.0,0.1,MS,ISC
200853,444441,444441|BJI|4.90|mb,4.9,0.0,mb,BJI
200853,444442,444442|NEIC|5.00|mb,5.0,0.0,mb,NEIC
200853,444443,444443|MAN|4.20|mL,4.2,0.0,mL,MAN
200853,444444,444444|ISC|5.00|mb,5.0,0.1,mb,ISC
200870,00084178,00084178|TAP|3.40|ML,3.4,0.0,ML,TAP
200945,00084181,00084181|TAP|3.30|ML,3.3,0.0,ML,TAP
200971,444686,444686|BJI|4.90|mb,4.9,0.0,mb,BJI
200971,444686,444686|BJI|4.20|mL,4.2,0.0,mL,BJI
200971,444686,444686|BJI|4.60|Ms,4.6,0.0,Ms,BJI
200971,05197752,05197752|GCMT|5.20|MW,5.2,0.0,MW,GCMT
200971,444687,444687|NEIC|4.80|mb,4.8,0.0,mb,NEIC
200971,444689,444689|ISC|4.80|mb,4.8,0.3,mb,ISC
200971,444689,444689|ISC|4.60|MS,4.6,0.2,MS,ISC
201144,00084187,00084187|TAP|3.20|ML,3.2,0.0,ML,TAP
201233,00084198,00084198|TAP|3.50|ML,3.5,0.0,ML,TAP
201374,00084204,00084204|TAP|3.40|ML,3.4,0.0,ML,TAP
201378,445514,445514|NEIC|4.10|mb,4.1,0.0,mb,NEIC
201381,445520,445520|BJI|4.60|mb,4.6,0.0,mb,BJI
201381,445521,445521|NEIC|4.80|mb,4.8,0.0,mb,NEIC
201381,445523,445523|ISC|4.90|mb,4.9,0.3,mb,ISC
201383,00084205,00084205|TAP|3.70|ML,3.7,0.0,ML,TAP
201395,00084208,00084208|TAP|3.80|ML,3.8,0.0,ML,TAP
201401,00084209,00084209|TAP|3.10|ML,3.1,0.0,ML,TAP
201442,445640,445640|NEIC|4.70|mb,4.7,0.0,mb,NEIC
201442,445641,445641|ISC|4.80|mb,4.8,0.4,mb,ISC
201571,00084212,00084212|TAP|3.10|ML,3.1,0.0,ML,TAP
201572,05197768,05197768|GCMT|5.20|MW,5.2,0.0,MW,GCMT
201572,445912,445912|MOS|5.60|mb,5.6,0.0,mb,MOS
201572,445913,445913|NEIC|5.30|mb,5.3,0.0,mb,NEIC
201572,445914,445914|BJI|5.20|mb,5.2,0.0,mb,BJI
201572,445916,445916|MAN|5.00|mL,5.0,0.0,mL,MAN
201572,445917,445917|ISC|5.30|mb,5.3,0.3,mb,ISC
201646,00084214,00084214|TAP|3.50|ML,3.5,0.0,ML,TAP
201667,00084216,00084216|TAP|3.60|ML,3.6,0.0,ML,TAP
201698,00084218,00084218|TAP|3.70|ML,3.7,0.0,ML,TAP
201707,00084219,00084219|TAP|3.00|ML,3.0,0.0,ML,TAP
201723,446228,446228|NEIC|4.60|mb,4.6,0.0,mb,NEIC
201723,446229,446229|ISC|4.50|mb,4.5,0.1,mb,ISC
201726,446238,446238|NEIC|4.50|mb,4.5,0.0,mb,NEIC
201726,446239,446239|BJI|4.40|mb,4.4,0.0,mb,BJI
201726,446240,446240|ISC|4.60|mb,4.6,0.2,mb,ISC
201794,00084221,00084221|TAP|4.00|ML,4.0,0.0,ML,TAP
202132,00084228,00084228|TAP|3.30|ML,3.3,0.0,ML,TAP
202227,00084235,00084235|TAP|4.10|ML,4.1,0.0,ML,TAP
202329,447466,447466|NEIC|4.90|mb,4.9,0.0,mb,NEIC
202329,447467,447467|ISC|4.70|mb,4.7,0.0,mb,ISC
202339,447481,447481|MAN|4.70|mL,4.7,0.0,mL,MAN
202339,447482,447482|BJI|5.20|mb,5.2,0.0,mb,BJI
202339,447482,447482|BJI|5.20|MS,5.2,0.0,MS,BJI
202339,447483,447483|NEIC|5.30|mb,5.3,0.0,mb,NEIC
202339,447483,447483|NEIC|4.80|MSZ,4.8,0.0,MSZ,NEIC
202339,447484,447484|MOS|6.00|mb,6.0,0.0,mb,MOS
202339,447484,447484|MOS|5.00|MS,5.0,0.0,MS,MOS
202339,05197786,05197786|GCMT|5.50|MW,5.5,0.0,MW,GCMT
202339,447486,447486|ISC|5.40|mb,5.4,0.3,mb,ISC
202339,447486,447486|ISC|4.90|MS,4.9,0.2,MS,ISC
202555,00084244,00084244|TAP|3.00|ML,3.0,0.0,ML,TAP
202701,00084248,00084248|TAP|3.10|ML,3.1,0.0,ML,TAP
202715,448239,448239|BJI|4.80|mb,4.8,0.0,mb,BJI
202715,448239,448239|BJI|4.60|MS,4.6,0.0,MS,BJI
202715,448240,448240|NEIC|4.80|mb,4.8,0.0,mb,NEIC
202715,448240,448240|NEIC|4.50|MSZ,4.5,0.0,MSZ,NEIC
202715,448241,448241|ISC|4.80|mb,4.8,0.1,mb,ISC
202715,448241,448241|ISC|4.50|MS,4.5,0.1,MS,ISC
202741,448291,448291|ISC|4.40|mb,4.4,0.5,mb,ISC
202789,448381,448381|NEIC|4.40|mb,4.4,0.0,mb,NEIC
202789,00084250,00084250|TAP|4.90|ML,4.9,0.0,ML,TAP
202789,448384,448384|BJI|4.40|mb,4.4,0.0,mb,BJI
202789,448384,448384|BJI|3.80|mL,3.8,0.0,mL,BJI
202789,448384,448384|BJI|4.10|Ms,4.1,0.0,Ms,BJI
202789,448385,448385|ISC|4.30|mb,4.3,0.1,mb,ISC
202854,448514,448514|BJI|4.90|mb,4.9,0.0,mb,BJI
202854,448515,448515|NEIC|5.30|mb,5.3,0.0,mb,NEIC
202854,448516,448516|ISC|5.40|mb,5.4,0.3,mb,ISC
202879,448564,448564|MAN|4.30|mL,4.3,0.0,mL,MAN
202879,448565,448565|NEIC|4.90|mb,4.9,0.0,mb,NEIC
202879,448566,448566|ISC|4.90|mb,4.9,0.1,mb,ISC
202944,448693,448693|BJI|5.20|mb,5.2,0.0,mb,BJI
202944,448693,448693|BJI|5.60|MS,5.6,0.0,MS,BJI
202944,448694,448694|MOS|6.10|mb,6.1,0.0,mb,MOS
202944,448694,448694|MOS|5.30|MS,5.3,0.0,MS,MOS
202944,448695,448695|NEIC|5.50|mb,5.5,0.0,mb,NEIC
202944,448695,448695|NEIC|5.40|MSZ,5.4,0.0,MSZ,NEIC
202944,448696,448696|MAN|5.60|mL,5.6,0.0,mL,MAN
202944,05197800,05197800|GCMT|5.80|MW,5.8,0.0,MW,GCMT
202944,448700,448700|ISC|5.50|mb,5.5,0.3,mb,ISC
202944,448700,448700|ISC|5.40|MS,5.4,0.1,MS,ISC
203151,449106,449106|BJI|4.70|mb,4.7,0.0,mb,BJI
203151,449106,449106|BJI|4.20|mL,4.2,0.0,mL,BJI
203151,449106,449106|BJI|4.20|Ms,4.2,0.0,Ms,BJI
203151,449107,449107|NEIC|4.60|mb,4.6,0.0,mb,NEIC
203151,449107,449107|NEIC|4.20|MSZ,4.2,0.0,MSZ,NEIC
203151,449109,449109|ISC|4.60|mb,4.6,0.1,mb,ISC
203151,449109,449109|ISC|4.20|MS,4.2,0.1,MS,ISC
203309,449426,449426|MAN|5.60|mL,5.6,0.0,mL,MAN
203369,449569,449569|MAN|4.50|mL,4.5,0.0,mL,MAN
203369,449570,449570|NEIC|4.40|mb,4.4,0.0,mb,NEIC
203369,449570,449570|NEIC|3.90|MSZ,3.9,0.0,MSZ,NEIC
203369,449571,449571|ISC|4.50|mb,4.5,0.2,mb,ISC
203389,449606,449606|JMA|2.60|UK,2.6,0.0,UK,JMA
203500,00084265,00084265|TAP|3.10|ML,3.1,0.0,ML,TAP
203576,449961,449961|NEIC|4.40|mb,4.4,0.0,mb,NEIC
203576,449961,449961|NEIC|3.90|MSZ,3.9,0.0,MSZ,NEIC
203576,449962,449962|ISC|4.50|mb,4.5,0.3,mb,ISC
203576,449962,449962|ISC|4.40|MS,4.4,0.2,MS,ISC
203621,450049,450049|NEIC|4.10|mb,4.1,0.0,mb,NEIC
203665,450131,450131|NEIC|4.60|mb,4.6,0.0,mb,NEIC
203665,450132,450132|ISC|4.70|mb,4.7,0.3,mb,ISC
203683,00084272,00084272|TAP|3.30|ML,3.3,0.0,ML,TAP
203762,00084274,00084274|TAP|3.30|ML,3.3,0.0,ML,TAP
203789,00084276,00084276|TAP|3.00|ML,3.0,0.0,ML,TAP
203856,00084278,00084278|TAP|3.00|ML,3.0,0.0,ML,TAP
203887,00084280,00084280|TAP|3.00|ML,3.0,0.0,ML,TAP
203893,00084281,00084281|TAP|3.70|ML,3.7,0.0,ML,TAP
