eventID,datetime,year,month,day,hour,minute,second,latitude,longitude,depth,magnitude,location,magnitudeType,event_type
61230521,2019-02-08 15:28:32+00:00,2019,02,08,15,28,32,9.82,126.47,10,4.7,035 km N 84° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61230564,2019-02-08 12:45:38+00:00,2019,02,08,12,45,38,9.76,126.57,11,4.7,046 km S 86° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61230569,2019-02-08 12:29:28+00:00,2019,02,08,12,29,28,9.88,126.3,24,4.7,019 km N 55° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61232794,2019-06-08 13:23:32+00:00,2019,06,08,13,23,32,9.65,127,2,4.7,098 km S 82° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61234560,2019-05-08 03:00:59+00:00,2019,05,08,03,00,59,11.74,125.79,5,4.7,037 km S 88° E of San Julian (Eastern Samar),Ms,TECTONIC
61246460,2020-07-08 00:28:12+00:00,2020,07,08,00,28,12,15.16,119.94,70,4.7,013 km N 88° W of Cabangan (Zambales),Mw,TECTONIC
61248843,2020-03-08 17:04:30+00:00,2020,03,08,17,04,30,11.92,125.82,9,4.7,039 km S 70° E of Dolores (Eastern Samar),Mw,TECTONIC
61255429,2021-08-08 13:35:55+00:00,2021,08,08,13,35,55,2.04,127.3,21,4.7,396 km S 30° E of Sarangani (Davao Occidental),Ms,TECTONIC
61218752,2017-05-08 11:55:57+00:00,2017,05,08,11,55,57,20.4,121.42,64,4.6,055 km N 85° W of Uyugan (Batanes),Ms,TECTONIC
61220947,2018-08-08 08:46:23+00:00,2018,08,08,08,46,23,11.39,125.53,39,4.6,003 km S 34 W of Llorente (Eastern Samar),Ms,TECTONIC
61263143,2021-11-08 07:04:48+00:00,2021,11,08,07,04,48,6.47,126.21,37,4.6,025 km S 37° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61279618,2022-09-08 08:54:47+00:00,2022,09,08,08,54,47,13.59,124.82,6,4.6,049 km S 81° E of Baras (Catanduanes),Mw,TECTONIC
61213184,2016-03-08 19:42:33+00:00,2016,03,08,19,42,33,6.61,125.67,171,4.5,023 km N 16° E of Malita (Davao Occidental),Ms,TECTONIC
61215437,2017-04-08 10:16:04+00:00,2017,04,08,10,16,04,5.73,126.42,105,4.5,091 km S 79° E of Jose Abad Santos (Davao Occidental),MLv,TECTONIC
61218812,2017-05-08 08:33:05+00:00,2017,05,08,08,33,05,3.15,124.96,287,4.5,259 km S 13° W of Sarangani (Davao Occidental),Ms,TECTONIC
61227390,2019-04-08 02:59:51+00:00,2019,04,08,02,59,51,20.2,122,13,4.5,029 km S 06° E of Basco (Batanes),Ms,TECTONIC
61230464,2019-02-08 20:37:46+00:00,2019,02,08,20,37,46,9.82,126.65,9,4.5,055 km N 86° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61234545,2019-05-08 18:04:20+00:00,2019,05,08,18,04,20,8.89,127.12,13,4.5,090 km N 84° E of Marihatag (Surigao Del Sur),Ms,TECTONIC
61245443,2020-01-08 04:11:44+00:00,2020,01,08,04,11,44,5.05,125.23,17,4.5,050 km S 32° W of Sarangani (Davao Occidental),Ms,TECTONIC
61265278,2021-09-08 05:15:17+00:00,2021,09,08,05,15,17,5.99,126.88,33,4.5,116 km S 51° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61267952,2022-08-08 21:56:15+00:00,2022,08,08,21,56,15,6.28,127,55,4.5,111 km S 68° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61270738,2022-01-08 10:30:40+00:00,2022,01,08,10,30,40,5.8,127.12,92,4.5,150 km S 51° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61275955,2022-05-08 16:34:22+00:00,2022,05,08,16,34,22,3.06,126.87,101,4.5,306 km S 32° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61280824,2023-04-08 06:58:19+00:00,2023,04,08,06,58,19,2.2,126.83,192,4.5,386 km S 24° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61253214,2020-09-09 07:18:30+00:00,2020,09,09,07,18,30,3.44,126.28,1,5.9,238 km S 24° E of Sarangani (Davao Occidental),Mwp,TECTONIC
61269207,2022-12-09 06:33:00+00:00,2022,12,09,06,33,00,13.3,125.95,32,5.7,118 km N 40° E of Mapanas (Northern Samar),Mw,TECTONIC
61232016,2019-07-09 12:36:58+00:00,2019,07,09,12,36,58,6.83,125.02,10,5.6,016 km S 30° W of Makilala (North Cotabato),Ms,TECTONIC
61269186,2022-12-09 20:01:55+00:00,2022,12,09,20,01,55,6.36,126.18,55,5.6,035 km S 21° E of Governor Generoso (Davao Oriental),Mw,TECTONIC
61253215,2020-09-09 03:41:05+00:00,2020,09,09,03,41,05,3.79,126.74,1,5.5,231 km S 38° E of Sarangani (Davao Occidental),Mw,TECTONIC
61211618,2016-08-09 10:56:57+00:00,2016,08,09,10,56,57,5.31,125.62,139,5.4,022 km S 51° E of Sarangani (Davao Occidental),Ms,TECTONIC
61249954,2020-05-09 19:18:12+00:00,2020,05,09,19,18,12,14.03,120.22,82,5.4,022 km N 29° E of Lubang (Occidental Mindoro),Mw,TECTONIC
61211614,2016-08-09 10:56:57+00:00,2016,08,09,10,56,57,5.53,125.3,51,5.3,022 km N 59° W of Sarangani (Davao Occidental),Ms,TECTONIC
61279538,2022-09-09 17:20:41+00:00,2022,09,09,17,20,41,3.85,126.72,126,5.3,225 km S 40° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Mw,TECTONIC
61212931,2016-06-09 19:54:33+00:00,2016,06,09,19,54,33,16.47,120.95,5,5.2,007 km S 48° W of Ambaguio (Nueva Vizcaya),Ms,TECTONIC
61217939,2017-06-09 12:58:23+00:00,2017,06,09,12,58,23,5.49,125.14,22,5.2,038 km N 80° W of Sarangani (Davao Occidental),Ms,TECTONIC
61230332,2019-02-09 22:21:15+00:00,2019,02,09,22,21,15,9.82,126.36,3,5.1,023 km N 79° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61200732,2015-08-09 04:49:00+00:00,2015,08,09,04,49,00,13.42,120.14,24,5,036 km N 90° W of Paluan (Occidental Mindoro),Ms,TECTONIC
61202016,2015-08-09 04:49:00+00:00,2015,08,09,04,49,00,13.42,120.14,24,5,036 km N 90° W of Paluan (Occidental Mindoro),Ms,TECTONIC
61202958,2015-08-09 04:49:00+00:00,2015,08,09,04,49,00,13.42,120.14,24,5,036 km N 90° W of Paluan (Occidental Mindoro),Ms,TECTONIC
61204448,2015-08-09 04:49:00+00:00,2015,08,09,04,49,00,13.42,120.14,24,5,036 km N 90° W of Paluan (Occidental Mindoro),Ms,TECTONIC
61206088,2015-08-09 04:49:00+00:00,2015,08,09,04,49,00,13.42,120.14,24,5,036 km N 90° W of Paluan (Occidental Mindoro),Ms,TECTONIC
61207016,2015-08-09 04:49:00+00:00,2015,08,09,04,49,00,13.42,120.14,24,5,036 km N 90° W of Paluan (Occidental Mindoro),Ms,TECTONIC
61208056,2015-08-09 04:49:00+00:00,2015,08,09,04,49,00,13.42,120.14,24,5,036 km N 90° W of Paluan (Occidental Mindoro),Ms,TECTONIC
61209455,2015-08-09 04:49:00+00:00,2015,08,09,04,49,00,13.42,120.14,24,5,036 km N 90° W of Paluan (Occidental Mindoro),Ms,TECTONIC
61266292,2022-04-09 16:43:51+00:00,2022,04,09,16,43,51,21.59,121.14,40,5,115 km N 39° W of Itbayat (Batanes),Mw,TECTONIC
61266316,2022-04-09 09:44:56+00:00,2022,04,09,09,44,56,12.3,123.82,7,5,012 km N 21° W of Dimasalang (Masbate),Mw,TECTONIC
61217016,2017-01-09 09:20:00+00:00,2017,01,09,09,20,00,18.28,120.25,27,4.9,038 km N 76° W of Laoag City,Ms,TECTONIC
61220932,2018-08-09 08:01:31+00:00,2018,08,09,08,01,31,20.83,120.11,30,4.9,181 km N 89 W of Itbayat (Batanes),Ms,TECTONIC
61224798,2018-11-09 19:12:00+00:00,2018,11,09,19,12,00,2.82,128.11,180,4.9,411 km S 45° E of Sarangani (Davao Occidental),Ms,TECTONIC
61232001,2019-07-09 14:12:56+00:00,2019,07,09,14,12,56,6.82,124.99,13,4.9,019 km S 35° W of Makilala (North Cotabato),Ms,TECTONIC
61256187,2021-12-09 12:44:54+00:00,2021,12,09,12,44,54,10.16,126.45,11,4.9,044 km N 69° E of Burgos (Surigao Del Norte),Mw,TECTONIC
61215965,2017-08-09 03:09:41+00:00,2017,08,09,03,09,41,9.41,126.14,37,4.8,037 km N 13° W of Tandag (Surigao Del Sur),Ms,TECTONIC
61231987,2019-07-09 15:31:45+00:00,2019,07,09,15,31,45,6.8,125.03,14,4.8,018 km S 21° W of Makilala (North Cotabato),Ms,TECTONIC
61239140,2019-09-09 05:07:51+00:00,2019,09,09,05,07,51,20.74,121.41,23,4.8,046 km S 82° W of Itbayat (Batanes),Ms,TECTONIC
61249980,2020-05-09 11:19:38+00:00,2020,05,09,11,19,38,14.95,122.66,5,4.8,040 km N 50° E of Jomalig (Quezon),Mw,TECTONIC
61221479,2018-12-09 05:10:00+00:00,2018,12,09,05,10,00,9.38,122.95,7,4.7,022 km S 54° W of Pamplona (Negros Oriental),Ms,TECTONIC
61239130,2019-09-09 17:17:08+00:00,2019,09,09,17,17,08,13.55,120.81,181,4.7,017 km N 72° W of Puerto Galera (Oriental Mindoro),Ms,TECTONIC
61246409,2020-07-09 18:51:48+00:00,2020,07,09,18,51,48,6.63,125.21,12,4.7,003 km S 12° W of Kiblawan (Davao Del Sur),Ms,TECTONIC
61269209,2022-12-09 05:06:39+00:00,2022,12,09,05,06,39,7.1,123.7,29,4.7,035 km N 84° W of Datu Blah T. Sinsuat (Maguindanao Del Norte),Mw,TECTONIC
61272415,2022-07-09 01:08:35+00:00,2022,07,09,01,08,35,5.25,126.76,17,4.7,144 km S 59° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61279526,2022-09-09 23:12:42+00:00,2022,09,09,23,12,42,10.28,126.14,20,4.7,030 km N 13° E of Burgos (Surigao Del Norte),Ms,TECTONIC
61214093,2016-10-09 15:04:51+00:00,2016,10,09,15,04,51,14.9,119.37,20,4.6,078 km S 86° W of San Antonio (Zambales),Ms,TECTONIC
61267941,2022-08-09 02:52:42+00:00,2022,08,09,02,52,42,10.3,121.78,11,4.6,022 km S 48° W of Anini-y (Antique),Ms,TECTONIC
61284994,2023-06-09 00:30:37+00:00,2023,06,09,00,30,37,7.67,126.02,33,4.6,007 km West of Compostela (Davao De Oro),Mw,TECTONIC
61211589,2016-08-09 10:56:57+00:00,2016,08,09,10,56,57,10.01,123.12,13,4.5,009 km N 69° W of Jimalalud (Negros Oriental),Ms,TECTONIC
61216272,2017-12-09 07:39:07+00:00,2017,12,09,07,39,07,10.92,124.79,3,4.5,010 km N 88° E of Albuera (Leyte),Ms,TECTONIC
61253208,2020-09-09 12:58:56+00:00,2020,09,09,12,58,56,3.65,127.06,27,4.5,264 km S 42° E of Sarangani (Davao Occidental),Ms,TECTONIC
61256204,2021-12-09 00:18:32+00:00,2021,12,09,00,18,32,10.12,126.33,7,4.5,031 km N 69° E of Burgos (Surigao Del Norte),Ms,TECTONIC
61258810,2021-07-09 08:34:52+00:00,2021,07,09,08,34,52,8.44,123.35,20,4.5,010 km S 42° E of Katipunan (Zamboanga Del Norte),Ms,TECTONIC
61260114,2021-06-09 18:49:33+00:00,2021,06,09,18,49,33,5.6,126.26,76,4.5,076 km S 63° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61287318,2023-05-09 00:13:30+00:00,2023,05,09,00,13,30,2.44,125.69,69,4.5,330 km S 05° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61217006,2017-01-10 06:13:00+00:00,2017,01,10,06,13,00,4.38,122.84,654,7.2,235 km S 26° E of Tongkil (Sulu),Mw,TECTONIC
61216664,2017-02-10 14:03:00+00:00,2017,02,10,14,03,00,9.8,125.35,10,6.7,016 km N 77° W of Surigao City,Mw,TECTONIC
61242750,2020-12-10 13:20:00+00:00,2020,12,10,13,20,00,24.84,122.01,,6.3,Taiwan Region,Mw,TECTONIC
61258782,2021-07-10 00:43:49+00:00,2021,07,10,00,43,49,2.52,126.63,64,6.2,347 km S 23° E of Sarangani (Davao Occidental),Mw,TECTONIC
61254018,2021-04-10 09:30:42+00:00,2021,04,10,09,30,42,3.98,124.88,326,6.1,170 km S 21° W of Sarangani (Davao Occidental),Mw,TECTONIC
61240306,2020-04-10 16:44:56+00:00,2020,04,10,16,44,56,20.51,122.08,171,6,013 km N 64° E of Basco (Batanes),Mw,TECTONIC
61205308,2015-01-10 19:32:00+00:00,2015,01,10,19,32,00,14.74,119.91,48,5.9,030 km S 39° W of San Antonio (Zambales),Mw,TECTONIC
61224198,2018-05-10 18:02:28+00:00,2018,05,10,18,02,28,6.69,124.14,527,5.9,014 km S 44° E of South Upi (Maguindanao),Ms,TECTONIC
61217425,2017-07-10 01:41:47+00:00,2017,07,10,01,41,47,11,124.73,3,5.8,013 km S 87° E of Ormoc City (Leyte),Ms,TECTONIC
61239127,2019-09-10 05:39:22+00:00,2019,09,10,05,39,22,6.55,126.42,59,5.8,039 km S 74° E of Governor Generoso (Davao Oriental),Mw,TECTONIC
61203675,2015-02-10 13:29:00+00:00,2015,02,10,13,29,00,11.42,126.66,40,5.7,109 km N 71° E of Mercedes (Eastern Samar),Mw,TECTONIC
61205165,2015-02-10 13:29:00+00:00,2015,02,10,13,29,00,11.42,126.66,40,5.7,109 km N 71° E of Mercedes (Eastern Samar),Mw,TECTONIC
61215307,2017-04-10 10:38:47+00:00,2017,04,10,10,38,47,5.69,126.99,54,5.7,147 km S 43° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61224207,2018-05-10 11:56:59+00:00,2018,05,10,11,56,59,10.12,125.53,16,5.7,009 km S 07° W of Libjo (Dinagat Islands),Ms,TECTONIC
61214523,2016-09-10 16:29:03+00:00,2016,09,10,16,29,03,5.3,127.02,50,5.4,169km S 68° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61215319,2017-04-10 00:43:54+00:00,2017,04,10,00,43,54,13.11,125.49,17,5.4,074 km N 33° E of Palapag (Northern Samar),Ms,TECTONIC
61215942,2017-08-10 00:43:18+00:00,2017,08,10,00,43,18,9.51,124.26,523,5.4,013 km S 19° W of Garcia Hernandez (Bohol),MLv,TECTONIC
61258781,2021-07-10 00:51:06+00:00,2021,07,10,00,51,06,2.69,126.61,76,5.4,328 km S 24° E of Sarangani (Davao Occidental),Ms,TECTONIC
61262127,2021-05-10 17:25:55+00:00,2021,05,10,17,25,55,5.46,126.58,60,5.3,116 km S 64° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61215306,2017-04-10 11:08:10+00:00,2017,04,10,11,08,10,5.57,127.58,41,5.1,205 km S 54° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61222715,2018-07-10 16:24:16+00:00,2018,07,10,16,24,16,9.77,125.41,17,5.1,001 km S 76° W of San Francisco (Anao-aon) (Surigao Del Norte),Ms,TECTONIC
61230255,2019-02-10 14:33:32+00:00,2019,02,10,14,33,32,9.86,126.34,2,5.1,022 km N 68° E of General Luna (Surigao Del Norte),Ms,TECTONIC
61240302,2020-04-10 18:45:49+00:00,2020,04,10,18,45,49,5.61,126.6,75,5.1,113 km S 74° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61260089,2021-06-10 02:42:24+00:00,2021,06,10,02,42,24,5.77,126.17,48,5.1,060 km S 74° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61203673,2015-02-10 16:09:00+00:00,2015,02,10,16,09,00,13.99,120.44,109,5,022 km S 65° W of Nasugbu (Batangas),Ms,TECTONIC
61205163,2015-02-10 16:09:00+00:00,2015,02,10,16,09,00,13.99,120.44,109,5,022 km S 65° W of Nasugbu (Batangas),Ms,TECTONIC
61213746,2016-11-10 07:10:59+00:00,2016,11,10,07,10,59,14.83,121.4,11,5,025km N 71° W of General Nakar (Quezon),Ms,TECTONIC
61224193,2018-05-10 20:06:20+00:00,2018,05,10,20,06,20,5.47,126.67,82,5,132 km N 88° E of Sarangani (Davao Occidental),Ms,TECTONIC
61226155,2018-09-10 11:57:00+00:00,2018,09,10,11,57,00,10.68,126.45,1,5,084 km N 30° E of Burgos (Surigao del Norte),Ms,TECTONIC
61283792,2023-07-10 13:01:10+00:00,2023,07,10,13,01,10,11.38,125.41,26,5,015 km S 76° W of Llorente (Eastern Samar),Mw,TECTONIC
61212915,2016-06-10 18:52:04+00:00,2016,06,10,18,52,04,16.46,120.93,4,4.9,009 km S 55° W of Ambaguio (Nueva Vizcaya),Ms,TECTONIC
61215299,2017-04-10 14:16:50+00:00,2017,04,10,14,16,50,5.28,127.8,51,4.9,231 km S 40° E of Tarragona (Davao Oriental),Ms,TECTONIC
61217005,2017-01-10 06:25:00+00:00,2017,01,10,06,25,00,4.16,122.85,654,4.9,257 km S 24° E of Tongkil (Sulu),Ms,TECTONIC
61226171,2018-09-10 02:43:00+00:00,2018,09,10,02,43,00,10.64,126.37,1,4.9,076 km N 26° E of Burgos (Surigao del Norte),Ms,TECTONIC
61231945,2019-07-10 00:56:35+00:00,2019,07,10,00,56,35,6.84,125,9,4.9,016 km S 37° W of Makilala (North Cotabato),Ms,TECTONIC
61256918,2021-02-10 10:03:07+00:00,2021,02,10,10,03,07,4.53,127.39,127,4.9,239 km S 66° E of Sarangani (Davao Occidental),Mw,TECTONIC
61212414,2016-01-10 12:45:13+00:00,2016,01,10,12,45,13,4.37,127.39,158,4.8,258 km S 50° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61246369,2020-07-10 18:16:39+00:00,2020,07,10,18,16,39,6.64,125.28,18,4.8,008 km S 76° E of Kiblawan (Davao Del Sur),Mw,TECTONIC
61258775,2021-07-10 10:06:28+00:00,2021,07,10,10,06,28,2.74,126.48,32,4.8,318 km S 22° E of Sarangani (Davao Occidental),Ms,TECTONIC
61276971,2022-11-10 23:16:08+00:00,2022,11,10,23,16,08,10.39,121.84,17,4.8,010 km S 66° W of Anini-y (Antique),Ms,TECTONIC
61283793,2023-07-10 12:05:29+00:00,2023,07,10,12,05,29,7.92,127.4,29,4.8,100 km N 68° E of Baganga (Davao Oriental),Mw,TECTONIC
61212690,2016-07-10 05:37:39+00:00,2016,07,10,05,37,39,8.47,125.8,60,4.7,003km N 39° E of Talacogon (Agusan Del Sur),Ms,TECTONIC
61221464,2018-12-10 03:00:00+00:00,2018,12,10,03,00,00,3.46,122.26,621,4.7,275 km S 46° E of South Ubian (Tawi-tawi),Ms,TECTONIC
61222719,2018-07-10 07:53:55+00:00,2018,07,10,07,53,55,9.76,125.4,9,4.7,003 km S 54° W of San Francisco (Anao-aon) (Surigao Del Norte),Ms,TECTONIC
61258755,2021-07-10 18:45:18+00:00,2021,07,10,18,45,18,6.51,124,45,4.7,008 km S 47° W of Kalamansig (Sultan Kudarat),Mw,TECTONIC
61281802,2023-02-10 01:29:23+00:00,2023,02,10,01,29,23,19.21,121.02,13,4.7,022 km N 59° W of Dalupiri Island (Calayan) (Cagayan),Mw,TECTONIC
61200121,2015-12-10 10:00:00+00:00,2015,12,10,10,00,00,6.41,126.23,26,4.6,032 km S 34° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61201405,2015-12-10 10:00:00+00:00,2015,12,10,10,00,00,6.41,126.23,26,4.6,032 km S 34° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61202173,2015-12-10 10:00:00+00:00,2015,12,10,10,00,00,6.41,126.23,26,4.6,032 km S 34° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61202347,2015-12-10 10:00:00+00:00,2015,12,10,10,00,00,6.41,126.23,26,4.6,032 km S 34° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61203837,2015-12-10 10:00:00+00:00,2015,12,10,10,00,00,6.41,126.23,26,4.6,032 km S 34° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61205477,2015-12-10 10:00:00+00:00,2015,12,10,10,00,00,6.41,126.23,26,4.6,032 km S 34° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61206405,2015-12-10 10:00:00+00:00,2015,12,10,10,00,00,6.41,126.23,26,4.6,032 km S 34° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61207445,2015-12-10 10:00:00+00:00,2015,12,10,10,00,00,6.41,126.23,26,4.6,032 km S 34° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61208844,2015-12-10 10:00:00+00:00,2015,12,10,10,00,00,6.41,126.23,26,4.6,032 km S 34° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61210001,2015-12-10 10:00:00+00:00,2015,12,10,10,00,00,6.41,126.23,26,4.6,032 km S 34° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61210311,2015-12-10 10:00:00+00:00,2015,12,10,10,00,00,6.41,126.23,26,4.6,032 km S 34° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61210753,2015-12-10 10:00:00+00:00,2015,12,10,10,00,00,6.41,126.23,26,4.6,032 km S 34° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61214087,2016-10-10 09:52:23+00:00,2016,10,10,09,52,23,5.64,126.87,12,4.6,141 km S 79° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61223248,2018-06-10 19:20:01+00:00,2018,06,10,19,20,01,6.32,126.45,64,4.6,056 km S 48° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61239105,2019-09-10 17:45:44+00:00,2019,09,10,17,45,44,13.61,120.69,126,4.6,019 km N 15° W of Abra De Ilog (Occidental Mindoro),Ms,TECTONIC
61245362,2020-01-10 17:16:44+00:00,2020,01,10,17,16,44,3.23,127.98,160,4.6,370 km S 49° E of Sarangani (Davao Occidental),Ms,TECTONIC
61261281,2021-03-10 08:49:44+00:00,2021,03,10,08,49,44,6.45,120.4,96,4.6,026 km N 51° W of Pangutaran (Sulu),Ms,TECTONIC
61261287,2021-03-10 02:09:57+00:00,2021,03,10,02,09,57,4.41,125.78,102,4.6,117 km S 20° E of Sarangani (Davao Occidental),Ms,TECTONIC
61248780,2020-03-10 17:16:39+00:00,2020,03,10,17,16,39,11.26,124.62,8,4.5,004 km S 39° W of Capoocan (Leyte),Ms,TECTONIC
61284956,2023-06-10 14:50:33+00:00,2023,06,10,14,50,33,11.98,126.34,21,4.5,093 km S 86° E of Dolores (Eastern Samar),Mw,TECTONIC
61255299,2021-08-11 17:46:12+00:00,2021,08,11,17,46,12,6.3,126.87,59,7.1,097 km S 66° E of Governor Generoso (Davao Oriental),Mw,TECTONIC
61212410,2016-01-11 16:37:59+00:00,2016,01,11,16,37,59,3.33,127.36,29,6.4,313 km S 42° E of Sarangani (Davao Occidental),Ms,TECTONIC
61215922,2017-08-11 05:28:24+00:00,2017,08,11,05,28,24,13.95,120.49,178,6.3,020 km S 45° W of Nasugbu (Batangas),Ms,TECTONIC
61215218,2017-04-11 21:20:58+00:00,2017,04,11,21,20,58,7.71,124.66,1,6,013 km N 56° W of Wao (Lanao Del Sur),Ms,TECTONIC
61281768,2023-02-11 08:55:04+00:00,2023,02,11,08,55,04,3.43,126.53,28,6,251 km S 29° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Mw,TECTONIC
61224167,2018-05-11 20:56:31+00:00,2018,05,11,20,56,31,6.03,125.75,113,5.4,045 km S 20° E of Malita (Davao Occidental),Ms,TECTONIC
61266237,2022-04-11 13:47:30+00:00,2022,04,11,13,47,30,21.52,120.81,25,5.2,135 km N 53° W of Itbayat (Batanes),Ms,TECTONIC
61216996,2017-01-11 06:24:00+00:00,2017,01,11,06,24,00,13.47,124.21,12,5.1,013 km S 08° W of Virac (Catanduanes),Ms,TECTONIC
61240249,2020-04-11 20:23:47+00:00,2020,04,11,20,23,47,2.42,126.95,126,5.1,371 km S 26° E of Sarangani (Davao Occidental),Ms,TECTONIC
61261256,2021-03-11 07:24:35+00:00,2021,03,11,07,24,35,15.78,119.25,13,5.1,071 km N 89° W of Santa Cruz (Zambales),Ms,TECTONIC
61269884,2022-02-11 14:25:15+00:00,2022,02,11,14,25,15,5.87,124.38,48,5.1,030 km S 65° W of Kiamba (Sarangani),Mw,TECTONIC
61215226,2017-04-11 17:41:19+00:00,2017,04,11,17,41,19,5.66,127.57,16,5,199 km S 56° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61205303,2015-01-11 16:07:00+00:00,2015,01,11,16,07,00,11.59,126.23,32,4.9,073 km N 66° E of Hernani (Eastern Samar),Ms,TECTONIC
61215237,2017-04-11 14:41:48+00:00,2017,04,11,14,41,48,5.01,128.62,29,4.9,381 km S 74° E of Sarangani (Davao Occidental),Ms,TECTONIC
61216621,2017-02-11 09:11:00+00:00,2017,02,11,09,11,00,9.76,125.4,8,4.9,011 km S 73° W of Surigao City (Surigao Del Norte),Ms,TECTONIC
61219947,2017-09-11 18:25:38+00:00,2017,09,11,18,25,38,10.89,126.02,57,4.9,036 km S 64° E of Guiuan (Eastern Samar),Ms,TECTONIC
61238156,2019-10-11 01:55:06+00:00,2019,10,11,01,55,06,6.82,125.04,4,4.9,016 km S 18° W of Makilala (North Cotabato),Mw,TECTONIC
61241628,2020-08-11 07:26:40+00:00,2020,08,11,07,26,40,11.95,124.05,7,4.9,010 km S 40° E of Cataingan (Masbate),Mw,TECTONIC
61250952,2020-11-11 15:40:39+00:00,2020,11,11,15,40,39,5.14,126.5,16,4.9,123 km S 76° E of Sarangani (Davao Occidental),Ms,TECTONIC
61261249,2021-03-11 13:27:04+00:00,2021,03,11,13,27,04,15.67,119.14,10,4.9,083 km S 83° W of Santa Cruz (Zambales),Ms,TECTONIC
61274906,2022-03-11 14:14:24+00:00,2022,03,11,14,14,24,7.83,126.08,27,4.9,003 km N 73° E of Monkayo (Davao De Oro),Mw,TECTONIC
61275853,2022-05-11 16:20:03+00:00,2022,05,11,16,20,03,2.89,126.45,103,4.9,301 km S 22° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61212409,2016-01-11 17:01:22+00:00,2016,01,11,17,01,22,3.46,126.89,25,4.8,269 km S 36° E of Sarangani (Davao Occidental),Ms,TECTONIC
61215262,2017-04-11 02:50:40+00:00,2017,04,11,02,50,40,5.75,127.58,32,4.8,194 km S 589 E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61224178,2018-05-11 15:51:58+00:00,2018,05,11,15,51,58,6.35,126.51,49,4.8,058 km S 55° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61235642,2019-11-11 16:54:58+00:00,2019,11,11,16,54,58,20.77,121.76,74,4.8,010 km S 75° W of Itbayat (Batanes),Ms,TECTONIC
61249839,2020-05-11 23:33:07+00:00,2020,05,11,23,33,07,7.93,127.19,20,4.8,079 km N 61° E of Baganga (Davao Oriental),Mw,TECTONIC
61249869,2020-05-11 13:36:24+00:00,2020,05,11,13,36,24,4.69,127.82,94,4.8,273 km S 72° E of Sarangani (Davao Occidental),Ms,TECTONIC
61255289,2021-08-11 19:28:27+00:00,2021,08,11,19,28,27,5.68,126.92,15,4.8,142 km S 41° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61256892,2021-02-11 13:34:59+00:00,2021,02,11,13,34,59,13.6,120.63,107,4.8,020 km N 32° W of Abra De Ilog (Occidental Mindoro),Mw,TECTONIC
61265161,2021-09-11 20:14:34+00:00,2021,09,11,20,14,34,5.51,126.57,1,4.8,111 km S 66° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61275846,2022-05-11 19:12:56+00:00,2022,05,11,19,12,56,5.24,126.1,146,4.8,074 km S 69° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),Mw,TECTONIC
